鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,來源資料夾_,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮慶安段1290之11.1291之12地號等2筆B2,106.76,住,Unnamed: 5,Unnamed: 6,1060829,土地2建物1車位0,全,2,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,148.15,3,2.1,3.1,有,無,6500000,43874,Unnamed: 23,0.0,0,Unnamed: 26,RPQOMLRLJIMFFAG58EB,青沐境,Unnamed: 29,來源資料夾
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1212,19.98,住,,,1030817.0,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5660000.0,85589.0,,0.0,0.0,,RPRPMLRLMHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1208,19.98,住,,,1031007.0,土地1建物1車位0,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5510000.0,83321.0,,0.0,0.0,,RPSPMLRLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號1207,22.61,住,,,1030710.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,99.37,1.0,1.0,1.0,有,無,6800000.0,80461.0,坡道平面,24.8,800000.0,,RPTPMLRLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號1210,19.98,住,,,1030922.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.93,1.0,1.0,1.0,有,無,6380000.0,84379.0,坡道平面,24.8,800000.0,,RPUPMLRLMHMFFBG56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號910,19.98,住,,,1030521.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.93,1.0,1.0,1.0,有,無,6250000.0,82413.0,坡道平面,24.8,800000.0,,RPVPMLRLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號911,19.98,住,,,1030521.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.93,1.0,1.0,1.0,有,無,6250000.0,82413.0,坡道平面,24.8,800000.0,,RPWPMLRLMHMFFBG76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號915,20.56,住,,,1030524.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,92.93,1.0,1.0,1.0,有,無,6390000.0,82049.0,坡道平面,24.8,800000.0,,RPXPMLRLMHMFFBG86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1110,19.98,住,,,1030521.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5550000.0,83926.0,,0.0,0.0,,RPQQMLRLMHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號813,19.98,住,,,1030517.0,土地1建物1車位0,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5840000.0,88311.0,,0.0,0.0,,RPRQMLRLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號408,19.94,住,,,1030719.0,土地1建物1車位0,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5500000.0,83170.0,,0.0,0.0,,RPUQMLRLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號411,19.94,住,,,1030726.0,土地1建物1車位0,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5560000.0,84077.0,,0.0,0.0,,RPVQMLRLMHMFFBG76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號912,19.98,住,,,1030521.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,90.93,1.0,1.0,1.0,有,無,6250000.0,82413.0,坡道平面,24.8,800000.0,,RPXQMLRLMHMFFBG96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號913,19.98,住,,,1030521.0,土地1建物1車位0,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5450000.0,82413.0,,0.0,0.0,,RPORMLRLMHMFFBG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮拔雅林三段736地號1103,22.39,住,,,1030922.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,98.92,1.0,1.0,1.0,有,無,7000000.0,83648.0,坡道平面,24.8,800000.0,,RPQRMLRLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號801,23.56,住,,,1030527.0,土地1建物1車位0,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.13,1.0,1.0,1.0,有,無,6180000.0,79099.0,,0.0,0.0,,RPRRMLRLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1111,19.98,住,,,1030524.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5550000.0,83926.0,,0.0,0.0,,RPSRMLRLMHMFFBG56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1111,19.94,住,,,1030524.0,土地1建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5490000.0,83018.0,,0.0,0.0,,RPTRMLRLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1002,22.35,住,,,1030519.0,土地1建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6300000.0,84997.0,,0.0,0.0,,RPURMLRLMHMFFBG76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1003,22.35,住,,,1030519.0,土地1建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6300000.0,84997.0,,0.0,0.0,,RPVRMLRLMHMFFBG86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1109,19.98,住,,,1030523.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5650000.0,85438.0,,0.0,0.0,,RPXRMLRLMHMFFBG07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1105,22.39,住,,,1030521.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6160000.0,83108.0,,0.0,0.0,,RPOSMLRLMHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號809,19.98,住,,,1030622.0,土地1建物1車位0,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5240000.0,79238.0,,0.0,0.0,,RPPSMLRLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號710,19.94,住,,,1030622.0,土地1建物1車位0,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5240000.0,79238.0,,0.0,0.0,,RPRSMLRLMHMFFBG56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1102,22.39,住,,,1030630.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6100000.0,82299.0,,0.0,0.0,,RPSSMLRLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄28號,225.67,,特定農業區,甲種建築用地,1041215.0,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,259.88,3.0,2.0,4.0,有,無,12700000.0,48869.0,,0.0,0.0,,RPRNMLRLMHMFFAG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄22號,225.67,,特定農業區,甲種建築用地,1050107.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,259.88,3.0,2.0,4.0,有,無,12650000.0,48676.0,,0.0,0.0,,RPSNMLRLMHMFFAG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄18號,225.67,,特定農業區,甲種建築用地,1050121.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,259.88,3.0,2.0,4.0,有,無,12650000.0,48676.0,,0.0,0.0,,RPTNMLRLMHMFFAG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄2號,243.67,,特定農業區,甲種建築用地,1050309.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,260.56,3.0,2.0,4.0,有,無,13000000.0,49893.0,,0.0,0.0,,RPUNMLRLMHMFFAG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄7號,232.67,,特定農業區,甲種建築用地,1050709.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,259.88,3.0,2.0,4.0,有,無,12980000.0,49946.0,,0.0,0.0,,RPVNMLRLMHMFFAG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三星鄉,房地(土地+建物),宜蘭縣三星鄉大洲路119巷41弄5號,232.67,,特定農業區,甲種建築用地,1050717.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,259.88,3.0,2.0,4.0,有,無,12980000.0,49946.0,,0.0,0.0,,RPWNMLRLMHMFFAG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1001,23.56,住,,,1030627.0,土地1建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.13,1.0,1.0,1.0,有,無,6330000.0,81019.0,,0.0,0.0,,RPQNMLSLMHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1013,19.94,住,,,1030623.0,土地1建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5450000.0,82413.0,,0.0,0.0,,RPRNMLSLMHMFFBG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1115,20.56,住,,,1030630.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.13,1.0,1.0,1.0,有,無,5600000.0,82196.0,,0.0,0.0,,RPTNMLSLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號713,19.94,住,,,1030906.0,土地1建物1車位0,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5310000.0,80296.0,,0.0,0.0,,RPUNMLSLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號512,19.94,住,,,1030906.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5280000.0,79843.0,,0.0,0.0,,RPVNMLSLMHMFFBG56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號209,19.94,住,,,1030820.0,土地1建物1車位0,二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5080000.0,76818.0,,0.0,0.0,,RPWNMLSLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號301,23.56,住,,,1030902.0,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.13,1.0,1.0,1.0,有,無,6430000.0,82299.0,,0.0,0.0,,RPXNMLSLMHMFFBG76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號513,19.94,住,,,1030915.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5150000.0,77877.0,,0.0,0.0,,RPOOMLSLMHMFFBG58CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1015,20.56,住,,,1031003.0,土地1建物1車位0,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.13,1.0,1.0,1.0,有,無,5750000.0,84397.0,,0.0,0.0,,RPPOMLSLMHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號811,19.98,住,,,1030519.0,土地1建物1車位0,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5500000.0,83170.0,,0.0,0.0,,RPQOMLSLMHMFFBG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號308,19.94,住,,,1030702.0,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5320000.0,80448.0,,0.0,0.0,,RPSOMLSLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號309,19.94,住,,,1030702.0,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5320000.0,80448.0,,0.0,0.0,,RPUOMLSLMHMFFBG56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號615,20.56,住,,,1030719.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.13,1.0,1.0,1.0,有,無,5650000.0,82930.0,,0.0,0.0,,RPWOMLSLMHMFFBG76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號312,19.94,住,,,1030721.0,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5420000.0,81960.0,,0.0,0.0,,RPXOMLSLMHMFFBG86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1106,22.39,住,,,1030621.0,土地1建物1車位0,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6300000.0,84997.0,,0.0,0.0,,RPOPMLSLMHMFFBG68CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號410,19.94,住,,,1030725.0,土地1建物1車位0,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5260000.0,79540.0,,0.0,0.0,,RPPPMLSLMHMFFBG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號903,22.39,住,,,1031225.0,土地1建物1車位0,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6400000.0,86346.0,,0.0,0.0,,RPRPMLSLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號902,22.39,住,,,1030914.0,土地1建物1車位0,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,74.12,1.0,1.0,1.0,有,無,6400000.0,86346.0,,0.0,0.0,,RPSPMLSLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號1401,23.56,住,,,1031010.0,土地1建物1車位0,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.13,1.0,1.0,1.0,有,無,7010000.0,89722.0,,0.0,0.0,,RPTPMLSLMHMFFBG56CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號712,19.94,住,,,1031014.0,土地1建物1車位0,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5450000.0,82413.0,,0.0,0.0,,RPUPMLSLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號601,23.56,住,,,1031013.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,78.13,1.0,1.0,1.0,有,無,6620000.0,84731.0,,0.0,0.0,,RPVPMLSLMHMFFBG76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號409,19.94,住,,,1031013.0,土地1建物1車位0,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5070000.0,76667.0,,0.0,0.0,,RPWPMLSLMHMFFBG86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號313,19.94,住,,,1031018.0,土地1建物1車位0,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5380000.0,81355.0,,0.0,0.0,,RPXPMLSLMHMFFBG96CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號508,19.94,住,,,1031018.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5130000.0,77574.0,,0.0,0.0,,RPOQMLSLMHMFFBG78CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號413,19.94,住,,,1030702.0,土地1建物1車位0,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5070000.0,76667.0,,0.0,0.0,,RPPQMLSLMHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號610,19.94,住,,,1031022.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5250000.0,79389.0,,0.0,0.0,,RPQQMLSLMHMFFBG98CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號611,19.94,住,,,1031022.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5250000.0,79389.0,,0.0,0.0,,RPRQMLSLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號515,20.56,住,,,1031029.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.13,1.0,1.0,1.0,有,無,5460000.0,80141.0,,0.0,0.0,,RPUQMLSLMHMFFBG76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號715,20.56,住,,,1031103.0,土地1建物1車位0,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.13,1.0,1.0,1.0,有,無,5450000.0,79994.0,,0.0,0.0,,RPVQMLSLMHMFFBG86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號609,19.94,住,,,1031103.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5250000.0,79389.0,,0.0,0.0,,RPXQMLSLMHMFFBG07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號609,19.94,住,,,1031103.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5250000.0,79389.0,,0.0,0.0,,RPORMLSLMHMFFBG88CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號608,19.94,住,,,1031103.0,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5250000.0,79389.0,,0.0,0.0,,RPQRMLSLMHMFFBG09CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號511,19.94,住,,,1031103.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5250000.0,79389.0,,0.0,0.0,,RPSRMLSLMHMFFBG66CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號510,19.94,住,,,1031103.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5250000.0,79389.0,,0.0,0.0,,RPTRMLSLMHMFFBG76CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號509,19.94,住,,,1031103.0,土地1建物1車位0,五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,66.13,1.0,1.0,1.0,有,無,5250000.0,79389.0,,0.0,0.0,,RPURMLSLMHMFFBG86CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
頭城鎮,房地(土地+建物),宜蘭縣頭城鎮拔雅林三段736地號415,20.56,住,,,1031101.0,土地1建物1車位0,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,68.13,1.0,1.0,1.0,有,無,5600000.0,82196.0,,0.0,0.0,,RPWRMLSLMHMFFBG07CB,106_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
