鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,25.48,Unnamed: 4,鄉村區,乙種建築用地,1120511,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,126.31,3,2,2.1,有,無,9900000,80257,坡道平面,20.4,1400000,Unnamed: 26,RPUNMLLKNHIGFHD38CB,高第璞璞2,B棟5F-B3號,Unnamed: 30,來源資料夾,安南區,房地(土地+建物),臺南市安南區樂活二街,93.61,住,Unnamed: 5,Unnamed: 6,1120811,土地5建物1車位0,全,4,透天厝,見其他登記事項,231.85,5,26500000,114298,Unnamed: 23,0.0,0,內含停車位1個,RPSNMLLKQHIGFBD87CB,邰欣地堡100期,A棟3號,東區,臺南市東區崇慶街一段與崇賢三路交叉口,15.58,1121111,十二層,15,住宅大樓(11層含以上有電梯),112.24,2.2,11300000,116874,26.25,1250000,RPTNMLNKJIIGFCD67CB,松丹達麗,D棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,永康區,臺南市永康區富強路二段,35.29,1121213.0,五層,5.0,華廈(10層含以下有電梯),120.53,2.0,11450000.0,97964.0,16.92,1300000.0,RPUNMLNKKIIGFKD68CB,安居樂業．永康富強,A棟5F-B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區安佃八街,22.32,1121208.0,二層,5.0,華廈(10層含以下有電梯),68.76,2.0,5510000.0,80134.0,0.0,0.0,RPTNMLOKKIIGFBD77CB,登悅,B5-2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,1.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區義吉街,20.97,1121130.0,十四層,14.0,住宅大樓(11層含以上有電梯),112.61,2.0,11920000.0,113945.0,22.04,1600000.0,RPUNMLOKKIIGFBD87CB,藏美六本木,A6-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區義吉街,22.67,1121201.0,十三層,14.0,住宅大樓(11層含以上有電梯),119.69,2.0,12850000.0,114695.0,22.04,1650000.0,RPVNMLOKKIIGFBD97CB,藏美六本木,A5-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,,,住家用,鋼筋混凝土造,,,,4.0,2.0,有,無,,,,,,內含停車位二個,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區永續二十二街,125.91,1121213.0,全,5.0,透天厝,327.54,5.0,35000000.0,106857.0,0.0,0.0,RPWNMLOKKIIGFBD08CB,薈萃居7,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,,,住家用,鋼筋混凝土造,,,,5.0,2.0,有,無,,,,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,白河區,臺南市白河區永安里3鄰國泰路451巷6號,115.0,1121212.0,全,3.0,透天厝,168.21,5.0,10600000.0,63016.0,0.0,0.0,RPPNMLOKKIIGFED67CB,白河金旺角-漢諾,C棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,坡道平面,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,新化區,臺南市新化區崙子頂177號對面,29.64,1121210.0,四層,13.0,住宅大樓(11層含以上有電梯),136.44,2.0,10350000.0,80495.0,24.01,1300000.0,RPPNMLOKKIIGFHD97CB,天闊,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,1.0,0.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,新化區,臺南市新化區崙子頂177號對面,14.3,1121211.0,三層,13.0,住宅大樓(11層含以上有電梯),78.29,1.0,5660000.0,80324.0,24.01,1300000.0,RPQNMLOKKIIGFHD08CB,天闊,A棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,,,住家用,鋼筋混凝土造,,,,4.0,2.0,有,無,,,,,,,,,,,112_05,,,,,,特定農業區,甲種建築用地,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區南丁路437巷,71.59,1121210.0,全,4.0,透天厝,161.24,5.0,13580000.0,84222.0,0.0,0.0,RPPNMLOKKIIGFID08CB,喜硯3,A棟17號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,1.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,永康區,臺南市永康區南灣街,18.61,1121212.0,六層,13.0,住宅大樓(11層含以上有電梯),94.48,2.0,8880000.0,93974.0,16.48,1550000.0,RPPNMLOKKIIGFKD28CB,鄰語堂5期,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,升降機械,,,,,,,,112_05,,,,,商,,,,,,,,,,,,,,,,,,,,中西區,臺南市中西區康樂街,9.78,1121130.0,七層,11.0,住宅大樓(11層含以上有電梯),72.48,1.0,11880000.0,156857.0,5.03,1300000.0,RPPNMLPKKIIGFAD37CB,琉星,A1棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,升降機械,,,,,,,,112_05,,,,,商,,,,,,,,,,,,,,,,,,,,中西區,臺南市中西區康樂街,9.78,1121214.0,八層,11.0,住宅大樓(11層含以上有電梯),72.48,1.0,12100000.0,160119.0,5.03,1300000.0,RPQNMLPKKIIGFAD47CB,琉星,A1棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,見其他登記事項,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區北安路二段,29.79,1121126.0,五層,14.0,住宅大樓(11層含以上有電梯),154.21,2.0,13620000.0,92408.0,21.97,1400000.0,RPPNMLPKKIIGFBD47CB,良勳森?,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,見其他登記事項,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區北安路二段,29.79,1121201.0,十一層,14.0,住宅大樓(11層含以上有電梯),154.21,2.0,15550000.0,106246.0,21.97,1500000.0,RPQNMLPKKIIGFBD57CB,良勳森?,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,見其他登記事項,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區北安路二段,29.65,1121202.0,八層,14.0,住宅大樓(11層含以上有電梯),153.54,2.0,14630000.0,99795.0,21.97,1500000.0,RPRNMLPKKIIGFBD67CB,良勳森?,D棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,見其他登記事項,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區北安路二段,29.77,1121204.0,四層,14.0,住宅大樓(11層含以上有電梯),154.21,2.0,14370000.0,97323.0,21.97,1500000.0,RPSNMLPKKIIGFBD77CB,良勳森?,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,4.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,東區,臺南市東區自由段32地號,53.32,1121123.0,十層,13.0,住宅大樓(11層含以上有電梯),319.19,3.0,32500000.0,108320.0,33.0,1500000.0,RPPNMLPKKIIGFCD57CB,僑昱Sunny  Life,C棟01號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,佳里區,臺南市佳里區公園路638號與光華街之間,32.27,1121202.0,五層,10.0,華廈(10層含以下有電梯),140.34,2.0,9860000.0,76848.0,27.65,1200000.0,RPPNMLPKKIIGFGD97CB,誠銳天藝,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地3建物1車位1,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,佳里區,臺南市佳里區文化路636號對面,36.69,1121124.0,三層,7.0,華廈(10層含以下有電梯),125.8,2.0,7100000.0,57729.0,21.0,1050000.0,RPQNMLPKKIIGFGD08CB,大京藏五期,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地3建物1車位1,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,佳里區,臺南市佳里區文化路636號對面,36.69,1121201.0,七層,7.0,華廈(10層含以下有電梯),125.8,2.0,7400000.0,61069.0,21.0,1000000.0,RPRNMLPKKIIGFGD18CB,大京藏五期,D棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地3建物1車位1,,,,見其他登記事項,鋼筋混凝土造,,,,2.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,佳里區,臺南市佳里區文化路636號對面,28.8,1121128.0,六層,7.0,華廈(10層含以下有電梯),104.7,2.0,6150000.0,61529.0,21.0,1000000.0,RPSNMLPKKIIGFGD28CB,大京藏五期,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,新市區,臺南市新市區大社段2094地號,27.62,1121202.0,四層,10.0,華廈(10層含以下有電梯),134.6,2.0,10400000.0,78371.0,20.4,1450000.0,RPPNMLPKKIIGFHD08CB,高第璞璞2,B棟4F-B6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,新市區,臺南市新市區大社段2094地號,27.09,1121209.0,十層,10.0,華廈(10層含以下有電梯),131.55,2.0,11050000.0,85470.0,20.4,1550000.0,RPQNMLPKKIIGFHD18CB,高第璞璞2,B棟10F-B8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,新市區,臺南市新市區大社段2094地號,27.09,1121209.0,十層,10.0,華廈(10層含以下有電梯),131.55,2.0,10930000.0,85290.0,20.4,1450000.0,RPRNMLPKKIIGFHD28CB,高第璞璞2,A棟10F-A8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,新市區,臺南市新市區大社段2094地號,21.46,1121215.0,九層,10.0,華廈(10層含以下有電梯),109.01,2.0,9220000.0,87688.0,20.4,1450000.0,RPTNMLPKKIIGFHD48CB,高第璞璞2,A棟9F-A1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,新市區,臺南市新市區大社段2094地號,21.46,1121211.0,九層,10.0,華廈(10層含以下有電梯),109.01,2.0,9220000.0,87688.0,20.4,1450000.0,RPUNMLPKKIIGFHD58CB,高第璞璞2,B棟9F-B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,新市區,臺南市新市區大社段2094地號,21.19,1121215.0,八層,10.0,華廈(10層含以下有電梯),108.31,2.0,8950000.0,85315.0,20.4,1450000.0,RPVNMLPKKIIGFHD68CB,高第璞璞2,A棟8F-A7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,其他,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,善化區,臺南市善化區民生路77號後,27.04,1121128.0,四層,7.0,華廈(10層含以下有電梯),82.21,2.0,9880000.0,116412.0,5.5,950000.0,RPWNMLPKKIIGFHD78CB,未來館5,4A5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,特定農業區,甲種建築用地,,,,,,,,,,,,,,,,,,新市區,臺南市新市區三舍159號旁,31.68,1121128.0,六層,7.0,華廈(10層含以下有電梯),108.82,2.0,8900000.0,79941.0,13.75,1300000.0,RPXNMLPKKIIGFHD88CB,鄉景翰林苑,A棟6F-1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,特定農業區,甲種建築用地,,,,,,,,,,,,,,,,,,新市區,臺南市新市區三舍159號旁,29.55,1121127.0,三層,7.0,華廈(10層含以下有電梯),109.62,2.0,8530000.0,78199.0,21.0,1600000.0,RPOOMLPKKIIGFHD08CB,鄉景翰林苑,A棟3F-4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地5建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,仁德區,臺南市仁德區正義路,26.97,1121127.0,三層,15.0,住宅大樓(11層含以上有電梯),170.67,2.0,15680000.0,104105.0,32.54,1300000.0,RPPNMLPKKIIGFID18CB,宗大青田,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,永康區,臺南市永康區永安路105巷,36.88,1121120.0,三層,7.0,華廈(10層含以下有電梯),137.73,2.0,12880000.0,104136.0,29.41,1600000.0,RPPNMLPKKIIGFKD38CB,永安一方3,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區六甲二街69巷,20.06,1121120.0,三層,7.0,華廈(10層含以下有電梯),88.27,2.0,6900000.0,78169.0,0.0,0.0,RPPNMLPKKIIGFID28DB,熊大心NO.2,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區大吉二街26巷,33.66,1121202.0,四層,6.0,華廈(10層含以下有電梯),109.49,2.0,10550000.0,95175.0,11.25,1200000.0,RPQNMLPKKIIGFID38DB,熊大心NO.3,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區歸仁十四路與光明街口,25.34,1121118.0,七層,12.0,住宅大樓(11層含以上有電梯),123.85,2.0,9200000.0,83857.0,30.0,1330000.0,RPQOMLPKKIIGFID48DB,和紘大景?,B2棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區歸仁十四路與光明街口,32.65,1121119.0,四層,12.0,住宅大樓(11層含以上有電梯),151.42,2.0,11520000.0,83403.0,31.16,1490000.0,RPROMLPKKIIGFID58DB,和紘大景?,A3棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區歸仁十四路與光明街口,23.77,1121119.0,二層,12.0,住宅大樓(11層含以上有電梯),117.95,2.0,8800000.0,84935.0,30.0,1330000.0,RPSOMLPKKIIGFID68DB,和紘大景?,A6棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區歸仁十四路與光明街口,23.77,1121125.0,四層,12.0,住宅大樓(11層含以上有電梯),117.95,2.0,8500000.0,81524.0,30.0,1330000.0,RPTOMLPKKIIGFID78DB,和紘大景?,A6棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區歸仁十四路與光明街口,25.34,1121129.0,三層,12.0,住宅大樓(11層含以上有電梯),125.01,2.0,8980000.0,79808.0,31.16,1490000.0,RPUOMLPKKIIGFID88DB,和紘大景?,B2棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,歸仁區,臺南市歸仁區歸仁十四路與光明街口,26.12,1121124.0,四層,12.0,住宅大樓(11層含以上有電梯),127.31,2.0,9950000.0,87988.0,31.16,1490000.0,RPVOMLPKKIIGFID98DB,和紘大景?,B5棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,2.0,2.0,有,無,,,坡道平面,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區新宅五街,19.99,1121201.0,六層,14.0,住宅大樓(11層含以上有電梯),124.67,1.0,10300000.0,95094.0,32.34,1520000.0,RPPNMLQKKIIGFBD57CB,昕暉詠翠,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地9建物1車位0,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,內含停車位1個,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區樂活二街,88.94,1121212.0,全,4.0,透天厝,197.0,4.0,19300000.0,97970.0,0.0,0.0,RPQNMLQKKIIGFBD67CB,邰欣地堡100期 透天,D棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地9建物1車位0,,,,見其他登記事項,鋼筋混凝土造,,,,5.0,2.0,有,無,,,,,,內含停車位1個,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區樂活二街,103.23,1121212.0,全,4.0,透天厝,217.1,6.0,21950000.0,101105.0,0.0,0.0,RPRNMLQKKIIGFBD77CB,邰欣地堡100期 透天,E棟17號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地9建物1車位0,,,,見其他登記事項,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,內含停車位1個,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區樂活二街,78.6,1121216.0,全,4.0,透天厝,188.17,4.0,18980000.0,100866.0,0.0,0.0,RPSNMLQKKIIGFBD87CB,邰欣地堡100期 透天,E棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地3建物1車位0,,,,住家用,鋼筋混凝土造,,,,5.0,2.0,有,無,,,,,,內含停車位一個,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區郡安路六段,88.94,1121121.0,全,4.0,透天厝,209.02,4.0,21600000.0,103339.0,0.0,0.0,RPTNMLQKKIIGFBD97CB,連建拾初,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地3建物1車位0,,,,住家用,鋼筋混凝土造,,,,5.0,2.0,有,無,,,,,,內含停車位一個,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區郡安路六段,87.33,1121206.0,全,4.0,透天厝,208.19,4.0,21620000.0,103847.0,0.0,0.0,RPUNMLQKKIIGFBD08CB,連建拾初,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地9建物1車位0,,,,見其他登記事項,鋼筋混凝土造,,,,5.0,2.0,有,無,,,,,,內含停車位1個,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,安南區,臺南市安南區樂活二街,98.77,1121215.0,全,4.0,透天厝,225.68,6.0,22000000.0,97483.0,0.0,0.0,RPVNMLQKKIIGFBD18CB,邰欣地堡100期 透天,E棟16號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地1建物1車位0,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,南區,臺南市南區萬年七街,23.8,1121117.0,三層,15.0,住宅大樓(11層含以上有電梯),104.66,2.0,8990000.0,85897.0,0.0,0.0,RPPNMLQKKIIGFCD67CB,MIHO,D棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地1建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,特定農業區,甲種建築用地,,,,,,,,,,,,,,,,,,善化區,臺南市善化區臺南市善化區小新里小新營384號東側,32.71,1121210.0,二層,10.0,華廈(10層含以下有電梯),141.46,2.0,11800000.0,84627.0,20.34,1550000.0,RPPNMLQKKIIGFHD18CB,連建苒苒,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,土地2建物1車位0,,,,住家用,鋼筋混凝土造,,,,4.0,2.0,有,無,,,,,,內含停車位2格,,,,,112_05,,,,,住,,,,,,,,,,,,,,,,,,,,麻豆區,臺南市麻豆區自由路41號之1旁,107.55,1121209.0,一層~三層,5.0,華廈(10層含以下有電梯),234.04,5.0,16300000.0,69646.0,0.0,0.0,RPPNMLQKKIIGFFD08DB,福川岩庭,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,土地2建物1車位1,,,,住家用,鋼筋混凝土造,,,,3.0,2.0,有,無,,,一樓平面,,,,,,,,112_05,,,,,,鄉村區,乙種建築用地,,,,,,,,,,,,,,,,,,善化區,臺南市善化區茄拔嘉南里89-2號旁,28.17,1121216.0,三層,6.0,華廈(10層含以下有電梯),107.18,2.0,8800000.0,81274.0,14.9,1300000.0,RPPNMLRKKIIGFHD28CB,儷城欣欣6,A棟1號
