鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,新市區,房地(土地+建物)+車位,臺南市新市區大社段2094地號,25.48,Unnamed: 4,鄉村區,乙種建築用地,1120511,土地1建物1車位1,五層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,126.31,3,2,2.1,有,無,9900000,80257,坡道平面,20.4,1400000,Unnamed: 26,RPUNMLLKNHIGFHD38CB,高第璞璞2,B棟5F-B3號,Unnamed: 30,來源資料夾,安南區,房地(土地+建物),臺南市安南區樂活二街,93.61,住,Unnamed: 5,Unnamed: 6,1120811,土地5建物1車位0,全,4,透天厝,見其他登記事項,231.85,5,26500000,114298,Unnamed: 23,0.0,0,內含停車位1個,RPSNMLLKQHIGFBD87CB,邰欣地堡100期,A棟3號,東區,臺南市東區崇慶街一段與崇賢三路交叉口,15.58,1121111,十二層,15,住宅大樓(11層含以上有電梯),112.24,2.2,11300000,116874,26.25,1250000,RPTNMLNKJIIGFCD67CB,松丹達麗,D棟3號
六甲區,房地(土地+建物),臺南市六甲區龜港里龜子港31巷,98.0,,特定農業區,甲種建築用地,1120218.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,184.65,4.0,2.0,5.0,有,無,10980000.0,59464.0,,0.0,0.0,,RPPNMLNLKHIGFFD67CB,清淞居2-Mr.田中,E棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,13.5,住,,,1120213.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,95.73,2.0,2.0,1.0,有,無,9170000.0,113990.0,坡道平面,26.25,1250000.0,,RPQNMLNLKHIGFCD47CB,松丹達麗,F棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區崇慶街一段與崇賢三路交叉口,13.5,住,,,1120213.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,84.11,2.0,2.0,1.0,有,無,8430000.0,111591.0,坡道機械,14.66,680000.0,,RPRNMLNLKHIGFCD57CB,松丹達麗,F棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東區,房地(土地+建物)+車位,臺南市東區仁和路與德祥街口,16.94,住,,,1120222.0,土地2建物1車位1,三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.11,2.0,2.0,2.0,有,無,12180000.0,115264.0,坡道平面,28.75,1880000.0,,RPPNMLOLKHIGFCD47CB,邰欣地堡70,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區大社310旁,29.02,,鄉村區,乙種建築用地,1120223.0,土地5建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,114.66,3.0,2.0,2.0,有,無,9500000.0,82552.0,坡道平面,16.54,1400000.0,,RPQNMLOLKHIGFHD08CB,南科富境,C棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街,22.67,住,,,1120218.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,118.65,2.0,2.0,2.0,有,無,12730000.0,115003.0,坡道平面,21.0,1500000.0,,RPPNMLOLKHIGFBD37CB,藏美六本木,A1-12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區義吉街,22.67,住,,,1120219.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.93,2.0,2.0,2.0,有,無,12090000.0,110497.0,坡道平面,23.28,1300000.0,,RPQNMLOLKHIGFBD47CB,藏美六本木,A5- 10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區北安路二段,29.79,住,,,1120220.0,土地1建物1車位1,五層,14.0,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,154.21,3.0,2.0,2.0,有,無,14710000.0,99516.0,坡道平面,21.97,1550000.0,,RPTNMLOLKHIGFBD77CB,良勳森?,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南區,房地(土地+建物)+車位,臺南市南區萬年七街與萬年七街102巷,21.74,住,,,1120214.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,131.27,2.0,2.0,2.0,有,無,9760000.0,86660.0,坡道平面,33.07,1250000.0,,RPQNMLOLKHIGFCD67DB,南灣之星,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新化區,房地(土地+建物)+車位,臺南市新化區民治路,23.33,住,,,1120211.0,土地2建物1車位0,三層,12.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,91.09,2.0,2.0,2.0,有,無,8300000.0,91119.0,,0.0,0.0,,RPPNMLQLKHIGFHD18CB,聽心苑,1棟3A3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六甲區,房地(土地+建物),臺南市六甲區龜港里龜子港31巷88弄,117.71,,特定農業區,甲種建築用地,1120225.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,144.36,4.0,2.0,3.0,有,無,8680000.0,60127.0,,0.0,0.0,,RPPNMLQLKHIGFFD97CB,清淞居2-Mr.田中,C棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
仁德區,房地(土地+建物)+車位,臺南市仁德區中正路二段701號旁,38.33,住,,,1120219.0,土地1建物1車位1,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,149.83,3.0,2.0,2.0,有,無,12650000.0,94412.0,坡道平面,31.73,1500000.0,,RPPNMLSLKHIGFID48CB,白里織上,A棟A5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
關廟區,房地(土地+建物)+車位,臺南市關廟區北新街330號旁邊,30.65,住,,,1120219.0,土地1建物1車位1,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.93,3.0,2.0,2.0,有,無,7170000.0,64655.0,坡道機械,15.86,700000.0,,RPSNMLLJLHIGFID97CB,皇龍捷士悅,A1-09號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
關廟區,房地(土地+建物)+車位,臺南市關廟區北新街330號旁邊,30.65,住,,,1120219.0,土地1建物1車位1,十層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.93,3.0,2.0,2.0,有,無,7150000.0,64455.0,坡道機械,15.86,700000.0,,RPVNMLLJLHIGFID28CB,皇龍捷士悅,A1-10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
關廟區,房地(土地+建物)+車位,臺南市關廟區北新街330號旁邊,29.68,住,,,1120220.0,土地1建物1車位1,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,112.81,3.0,2.0,2.0,有,無,6690000.0,61784.0,坡道機械,15.86,700000.0,,RPWNMLLJLHIGFID38CB,皇龍捷士悅,A6-08號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
關廟區,房地(土地+建物)+車位,臺南市關廟區北新街330號旁邊,32.15,住,,,1120220.0,土地1建物1車位1,四層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.86,3.0,2.0,2.0,有,無,7260000.0,62476.0,坡道機械,15.86,700000.0,,RPXNMLLJLHIGFID48CB,皇龍捷士悅,A8-04號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳里區,房地(土地+建物),臺南市佳里區佳里興5號對面,88.0,,鄉村區,乙種建築用地,1120221.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,150.26,5.0,2.0,4.0,有,無,10950000.0,72874.0,,0.0,0.0,,RPPNMLLJLHIGFGD47CB,家薪3,D棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳里區,房地(土地+建物)+車位,臺南市佳里區佳里興,47.06,,鄉村區,乙種建築用地,1120221.0,土地3建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,141.48,3.0,2.0,2.0,有,無,10660000.0,71135.0,一樓平面,9.9,1300000.0,,RPQNMLLJLHIGFGD57CB,安心佳,3B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
佳里區,房地(土地+建物),臺南市佳里區崇德街95巷23號,67.0,住,,,1120225.0,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,149.0,5.0,1.0,3.0,有,無,12600000.0,84564.0,,0.0,0.0,,RPRNMLLJLHIGFGD67CB,百阜囍樂10,B棟8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
官田區,房地(土地+建物),臺南市官田區官田里2鄰八田路一段133巷32弄56號,74.82,住,,,1120222.0,土地1建物1車位0,全,2.0,透天厝,住家用,鋼筋混凝土造,,90.74,2.0,2.0,2.0,有,無,7600000.0,83756.0,,0.0,0.0,,RPQNMLLJLHIGFFD47CB,官田樂透3,D棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,26.25,,鄉村區,乙種建築用地,1120225.0,土地1建物1車位1,四層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.42,2.0,2.0,2.0,有,無,7560000.0,78793.0,坡道機械,8.26,850000.0,,RPPNMLLJLHIGFHD57CB,淳真年代I,1棟A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,26.25,,鄉村區,乙種建築用地,1120222.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.42,2.0,2.0,2.0,有,無,7550000.0,78675.0,坡道機械,8.26,850000.0,,RPSNMLLJLHIGFHD87CB,淳真年代I,1棟A1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,26.25,,鄉村區,乙種建築用地,1120225.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.42,2.0,2.0,2.0,有,無,7550000.0,78675.0,坡道機械,8.26,850000.0,,RPTNMLLJLHIGFHD97CB,淳真年代I,1棟A2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,24.35,,鄉村區,乙種建築用地,1120222.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.22,2.0,2.0,2.0,有,無,7060000.0,78647.0,坡道機械,8.26,850000.0,,RPUNMLLJLHIGFHD08CB,淳真年代I,1棟A3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,26.22,,鄉村區,乙種建築用地,1120225.0,土地1建物1車位1,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.3,2.0,2.0,2.0,有,無,7290000.0,75729.0,坡道機械,8.26,850000.0,,RPWNMLLJLHIGFHD28CB,淳真年代I,1棟A7號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,26.25,,鄉村區,乙種建築用地,1120213.0,土地1建物1車位1,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.42,2.0,2.0,2.0,有,無,6790000.0,69751.0,坡道機械,8.26,850000.0,,RPXNMLLJLHIGFHD38CB,淳真年代I,1棟A2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,24.35,,鄉村區,乙種建築用地,1120215.0,土地1建物1車位1,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.22,2.0,2.0,2.0,有,無,6830000.0,75735.0,坡道機械,8.26,850000.0,,RPPOMLLJLHIGFHD67CB,淳真年代I,1棟A5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善化區,房地(土地+建物)+車位,臺南市善化區西衛20之1號對面,24.35,,鄉村區,乙種建築用地,1120215.0,土地1建物1車位1,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,87.22,2.0,2.0,2.0,有,無,6830000.0,75735.0,坡道機械,8.26,850000.0,,RPROMLLJLHIGFHD87CB,淳真年代I,1棟A6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安定區,房地(土地+建物)+車位,臺南市安定區港口1-25號旁,34.1,,特定農業區,甲種建築用地,1120218.0,土地2建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,126.08,3.0,2.0,2.0,有,無,11340000.0,88895.0,一樓平面,13.7,1350000.0,,RPSOMLLJLHIGFHD97CB,日初莊園-朝露,A3-1棟7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安定區,房地(土地+建物)+車位,臺南市安定區港口1-25號旁,33.65,,特定農業區,甲種建築用地,1120218.0,土地2建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.95,3.0,2.0,2.0,有,無,10860000.0,85483.0,一樓平面,13.7,1350000.0,,RPTOMLLJLHIGFHD08CB,日初莊園-朝露,A2-1棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安定區,房地(土地+建物)+車位,臺南市安定區港口1-25號旁,32.63,,特定農業區,甲種建築用地,1120216.0,土地2建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.39,3.0,2.0,2.0,有,無,10560000.0,86669.0,一樓平面,13.7,1400000.0,,RPUOMLLJLHIGFHD18CB,日初莊園-朝露,B5-2棟6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安定區,房地(土地+建物)+車位,臺南市安定區港口1-25號旁,32.3,,特定農業區,甲種建築用地,1120224.0,土地2建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,120.4,3.0,2.0,2.0,有,無,10800000.0,88566.0,一樓平面,13.7,1350000.0,,RPVOMLLJLHIGFHD28CB,日初莊園-朝露,A2-2棟7F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安定區,房地(土地+建物)+車位,臺南市安定區港口1-25號旁,32.63,,特定農業區,甲種建築用地,1120222.0,土地2建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,119.39,3.0,2.0,2.0,有,無,10820000.0,89129.0,一樓平面,13.7,1400000.0,,RPWOMLLJLHIGFHD38CB,日初莊園-朝露,B2-2棟6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安定區,房地(土地+建物)+車位,臺南市安定區港口1-25號旁,33.65,,特定農業區,甲種建築用地,1120223.0,土地2建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.95,3.0,2.0,2.0,有,無,10980000.0,86112.0,一樓平面,13.7,1400000.0,,RPXOMLLJLHIGFHD48CB,日初莊園-朝露,A3-1棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區社內73之12號旁邊,24.62,,鄉村區,乙種建築用地,1120211.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.08,3.0,0.0,3.0,有,無,9910000.0,90793.0,坡道平面,19.35,1400000.0,,RPOPMLLJLHIGFHD67CB,綜宏新市興,F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區社內73之12號旁邊,25.78,,鄉村區,乙種建築用地,1120218.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.71,3.0,0.0,3.0,有,無,9900000.0,85909.0,一樓平面,19.35,1450000.0,,RPPPMLLJLHIGFHD77CB,綜宏新市興,A號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區社內73之12號旁邊,24.62,,鄉村區,乙種建築用地,1120215.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.08,3.0,0.0,3.0,有,無,9730000.0,88872.0,坡道平面,19.35,1400000.0,,RPQPMLLJLHIGFHD87CB,綜宏新市興,F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區社內73之12號旁邊,24.62,,鄉村區,乙種建築用地,1120218.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.08,3.0,0.0,3.0,有,無,9730000.0,88339.0,一樓平面,19.35,1450000.0,,RPRPMLLJLHIGFHD97CB,綜宏新市興,B號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區大社310旁,29.86,,鄉村區,乙種建築用地,1120220.0,土地5建物1車位1,三層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.92,3.0,2.0,2.0,有,無,8310000.0,71874.0,坡道機械,9.91,1050000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPSPMLLJLHIGFHD08CB,南科富境,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新市區,房地(土地+建物)+車位,臺南市新市區大社310旁,29.86,,鄉村區,乙種建築用地,1120220.0,土地5建物1車位1,四層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.92,3.0,2.0,2.0,有,無,8370000.0,73458.0,坡道機械,9.91,950000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPTPMLLJLHIGFHD18CB,南科富境,B棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
柳營區,房地(土地+建物)+車位,臺南市柳營區士林段0927地號,35.87,住,,,1120224.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,124.06,3.0,2.0,2.0,有,無,7450000.0,64859.0,一樓平面,21.53,800000.0,,RPQNMLLJLHIGFDD27CB,森美學系列20,A棟5A3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區北安路四段302巷27號對面,31.2,住,,,1120217.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,79.83,2.0,2.0,2.0,有,無,8100000.0,94014.0,一樓平面,7.5,1300000.0,,RPPNMLLJLHIGFBD07DB,小王子8,B棟B8號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區北安路四段302巷27號對面,31.2,住,,,1120217.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,79.83,2.0,2.0,2.0,有,無,8300000.0,95396.0,一樓平面,7.5,1400000.0,,RPQNMLLJLHIGFBD17DB,小王子8,A棟A3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新營區,房地(土地+建物),臺南市新營區新北八街,126.98,住,,,1120225.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,160.0,5.0,2.0,5.0,有,無,12750000.0,79688.0,,0.0,0.0,,RPPNMLLJLHIGFDD27DB,心迎風彩2,B棟10號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽水區,房地(土地+建物),臺南市鹽水區義稠110之19號對面,118.39,住,,,1120301.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,152.19,4.0,2.0,3.0,有,無,10300000.0,67679.0,,0.0,0.0,,RPRNMLLJLHIGFDD47DB,福砌,B棟11號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
鹽水區,房地(土地+建物),臺南市鹽水區義稠110之19號對面,97.1,住,,,1120228.0,土地2建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,173.65,4.0,2.0,4.0,有,無,10000000.0,57587.0,,0.0,0.0,,RPSNMLLJLHIGFDD57DB,福砌,D棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區樂活22街&樂活26街口,19.86,住,,,1120220.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,117.14,2.0,2.0,1.0,有,無,9400000.0,87518.0,坡道平面,25.73,1400000.0,,RPPNMLLJLHIGFBD96CB,山豐海富E+,B棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區北安路二段501-1號旁,20.06,住,,,1120220.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.7,2.0,1.0,1.0,有,無,9170000.0,92272.0,坡道平面,29.99,800000.0,,RPQNMLLJLHIGFBD07CB,北安公園,C棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區北安路二段501-1號旁,20.06,住,,,1120217.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.7,2.0,1.0,1.0,有,無,9460000.0,94146.0,坡道平面,29.99,920000.0,,RPRNMLLJLHIGFBD17CB,北安公園,C棟6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安南區,房地(土地+建物)+車位,臺南市安南區安通路五段&義吉街口,27.21,住,,,1120220.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.65,3.0,2.0,2.0,有,無,13480000.0,94457.0,坡道平面,29.82,1500000.0,,RPSNMLLJLHIGFBD27CB,佳晟家賀,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
