鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,鹿港鎮,房地(土地+建物)+車位,彰化縣鹿港鎮廖厝巷,18.02,Unnamed: 4,一般農業區,甲種建築用地,1120513,土地2建物1車位1,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,Unnamed: 14,94.59,2,1,1.1,有,無,7400000,95927,坡道平面,31.0,1300000,Unnamed: 26,RPPNMLOKNHIGFCN68CB,富旺艾美莊園,A棟7號,Unnamed: 30,來源資料夾,和美鎮,房地(土地+建物),彰化縣和美鎮北辰路,101.42,鄉村區,乙種建築用地,1120812,土地4建物1車位0,全,3,透天厝,162.06,4,3.1,13080000,80711,Unnamed: 23,0.0,0,RPQNMLQKQHIGFBN56CB,觀美墅NO.13,Ｃ棟10號,彰化市,彰化縣彰化市中正路二段190巷,10.76,商,Unnamed: 5,Unnamed: 6,1121111,土地1建物1車位1,七層,15,住宅大樓(11層含以上有電梯),117.87,2.1,2.2,10280000,104891,坡道機械,24.63,500000,RPPNMLNKJIIGFAN08CB,中正琢越,D-7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,15.01,,,1121011.0,土地1建物1車位1,地上001層、夾層001層,15.0,住宅大樓(11層含以上有電梯),81.68,0.0,1.0,10000000.0,137102.0,坡道機械,16.4,1050000.0,RPRNMLLJJIIGFDN28CB,昌祐時代,住13號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1121021.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),143.61,3.0,2.0,12620000.0,94777.0,坡道平面,26.81,1550000.0,RPSNMLLJJIIGFDN38CB,昌祐時代,B棟12F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,溪湖鎮,房地(土地+建物)+車位,彰化縣溪湖鎮員鹿路三段,37.04,,,1121011.0,土地1建物1車位1,六層,6.0,華廈(10層含以下有電梯),122.1,3.0,2.0,8800000.0,72072.0,一樓平面,10.46,0.0,RPPNMLLJJIIGFHN48CB,臨璞My Home,1棟6B號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,溪湖鎮,房地(土地+建物)+車位,彰化縣溪湖鎮員鹿路三段,42.7,,,1121012.0,土地1建物1車位1,三層,6.0,華廈(10層含以下有電梯),140.73,3.0,2.0,9200000.0,65373.0,一樓平面,10.46,0.0,RPQNMLLJJIIGFHN58CB,臨璞My Home,1棟3B號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市瑞陽街與埔陽街53巷路口,18.21,,,1121006.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),103.46,2.0,1.0,9820000.0,101436.0,坡道機械,15.72,920000.0,RPPNMLMJJIIGFAN87CB,中山富域,B棟2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市瑞陽街與埔陽街53巷路口,25.12,,,1121005.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),143.77,3.0,2.0,14430000.0,105050.0,坡道平面,22.59,1700000.0,RPQNMLMJJIIGFAN97CB,中山富域,A棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,19.96,,,1121013.0,土地1建物1車位1,四層,11.0,住宅大樓(11層含以上有電梯),102.88,2.0,1.0,9400000.0,91660.0,坡道機械,8.51,750000.0,RPPNMLMJJIIGFDN18CB,泰和茂昕居,B2棟B2-4F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,28.58,,,1121020.0,土地1建物1車位1,七層,11.0,住宅大樓(11層含以上有電梯),150.62,3.0,2.0,12980000.0,88251.0,坡道平面,18.27,1300000.0,RPQNMLMJJIIGFDN28CB,泰和茂昕居,A5棟A5-7F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,19.96,,,1121021.0,土地1建物1車位1,六層,11.0,住宅大樓(11層含以上有電梯),102.88,2.0,1.0,9850000.0,96429.0,坡道機械,8.51,750000.0,RPRNMLMJJIIGFDN38CB,泰和茂昕居,B2棟B2-6F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,19.96,,,1121021.0,土地1建物1車位2,九層,11.0,住宅大樓(11層含以上有電梯),111.39,2.0,1.0,10800000.0,98548.0,坡道機械,17.02,1500000.0,RPSNMLMJJIIGFDN48CB,泰和茂昕居,B2棟B2-9F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市新義街,26.96,,,1121021.0,土地1建物1車位1,五層,11.0,住宅大樓(11層含以上有電梯),135.91,3.0,2.0,12760000.0,94270.0,坡道機械,8.51,750000.0,RPTNMLMJJIIGFDN58CB,泰和茂昕居,B5棟B5-5F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,土地持分面積為21.29平方公尺,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,26.02,,,1120928.0,土地1建物1車位1,一層,10.0,住宅大樓(11層含以上有電梯),139.84,3.0,2.0,9200000.0,71390.0,坡道平面,29.88,1350000.0,RPUNMLMJJIIGFDN68CB,合陽鼎峰,H1棟1F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市溝皂北三街,94.09,,,1121027.0,土地1建物1車位0,全,4.0,透天厝,225.02,5.0,3.0,28680000.0,127455.0,,0.0,0.0,RPVNMLMJJIIGFDN78CB,寶爵莊園,A棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市萬德街50號對面,40.47,,,1121008.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),118.11,3.0,2.0,9800000.0,82973.0,一樓平面,24.73,0.0,RPWNMLMJJIIGFDN88CB,磐石帝堡NO.6,B棟3B號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,花壇鄉,房地(土地+建物)+車位,彰化縣花壇鄉金墩街,21.5,鄉村區,乙種建築用地,1121015.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),107.43,2.0,1.0,8320000.0,80354.0,坡道平面,23.8,1600000.0,RPPNMLNJJIIGFAN97CB,亞哥之緒,甲棟A6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,花壇鄉,房地(土地+建物)+車位,彰化縣花壇鄉金墩街,21.1,鄉村區,乙種建築用地,1121027.0,土地1建物1車位1,四層,10.0,華廈(10層含以下有電梯),107.92,2.0,1.0,8100000.0,79742.0,坡道平面,25.78,1550000.0,RPQNMLNJJIIGFAN08CB,亞哥之緒,甲棟E4號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,花壇鄉,房地(土地+建物)+車位,彰化縣花壇鄉金墩街,28.08,鄉村區,乙種建築用地,1121022.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),135.11,3.0,2.0,10650000.0,83234.0,坡道平面,25.78,1550000.0,RPRNMLNJJIIGFAN18CB,亞哥之緒,丁棟V6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉嘉東街,23.01,特定農業區,甲種建築用地,1121007.0,土地1建物1車位0,五層,7.0,華廈(10層含以下有電梯),72.06,2.0,2.0,6000000.0,83264.0,,0.0,0.0,RPSNMLNJJIIGFAN28CB,廣宣薪世代,B1-5F棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,和美鎮,房地(土地+建物),彰化縣和美鎮北辰路,101.78,鄉村區,乙種建築用地,1121026.0,土地5建物1車位0,全,3.0,透天厝,160.16,4.0,3.0,12800000.0,79920.0,,0.0,0.0,RPPNMLNJJIIGFBN08CB,觀美墅NO.13,Ｃ棟12號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,26.02,,,1121008.0,土地1建物1車位1,一層,10.0,住宅大樓(11層含以上有電梯),139.84,3.0,2.0,9200000.0,71390.0,坡道平面,29.88,1350000.0,RPPNMLNJJIIGFDN28CB,合陽鼎峰,H1棟1F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,28.38,,,1121015.0,土地1建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),163.46,3.0,2.0,10620000.0,69771.0,坡道平面,29.88,1300000.0,RPQNMLNJJIIGFDN38CB,合陽鼎峰,A1棟7F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多七街,28.38,,,1121018.0,土地1建物1車位1,五層,13.0,住宅大樓(11層含以上有電梯),163.46,3.0,2.0,10500000.0,68873.0,坡道平面,29.88,1300000.0,RPRNMLNJJIIGFDN48CB,合陽鼎峰,A1棟5F號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,大村鄉,房地(土地+建物)+車位,彰化縣大村鄉大智路一段,36.19,,,1121030.0,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),83.39,2.0,2.0,7200000.0,86341.0,一樓平面,12.75,0.0,RPSNMLNJJIIGFDN58CB,慶吉喜樂Ⅱ,D號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,大村鄉,房地(土地+建物)+車位,彰化縣大村鄉大智路一段,36.19,,,1121102.0,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),83.39,2.0,2.0,7150000.0,85742.0,一樓平面,12.75,0.0,RPTNMLNJJIIGFDN68CB,慶吉喜樂Ⅱ,D號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,溪湖鎮,房地(土地+建物)+車位,彰化縣溪湖鎮二溪路大突巷,49.48,特定農業區,甲種建築用地,1121022.0,土地2建物1車位1,四層,5.0,華廈(10層含以下有電梯),143.03,3.0,2.0,8520000.0,59568.0,一樓平面,13.75,0.0,RPPNMLNJJIIGFHN68CB,富貴上揚,E棟4號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,3.0,,,有,無,,,,,,,,,,,112_04,鹿港鎮,房地(土地+建物),彰化縣鹿港鎮打鐵巷,90.74,特定農業區,甲種建築用地,1121006.0,土地5建物1車位0,全,4.0,透天厝,139.73,4.0,3.0,12000000.0,85880.0,,0.0,0.0,RPPNMLOJJIIGFCN28CB,英倫莊園,C棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路一段,25.31,鄉村區,乙種建築用地,1121030.0,土地1建物1車位1,四層,11.0,住宅大樓(11層含以上有電梯),119.1,2.0,1.0,9170000.0,93558.0,坡道平面,36.05,1400000.0,RPPNMLOJJIIGFHN78CB,心里程,J棟4號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埔心鄉,房地(土地+建物)+車位,彰化縣埔心鄉員鹿路一段,36.87,鄉村區,乙種建築用地,1121031.0,土地1建物1車位2,十層,11.0,住宅大樓(11層含以上有電梯),203.64,3.0,2.0,14700000.0,96567.0,坡道平面,82.48,3000000.0,RPQNMLOJJIIGFHN88CB,心里程,C棟10號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市瑞陽街與埔陽街53巷路口,17.9,,,1121015.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),102.56,2.0,1.0,9790000.0,102142.0,坡道機械,15.72,920000.0,RPPNMLPJJIIGFAN18CB,中山富域,B棟5號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市瑞陽街與埔陽街53巷路口,18.21,,,1121011.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),103.46,2.0,1.0,9750000.0,102234.0,坡道機械,15.72,780000.0,RPQNMLPJJIIGFAN28CB,中山富域,A棟2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,19.29,,,1121025.0,土地1建物1車位1,十五層,15.0,住宅大樓(11層含以上有電梯),119.51,2.0,1.0,10800000.0,102694.0,坡道平面,28.95,1500000.0,RPPNMLQJJIIGFAN28CB,櫻花金馬之櫻,B棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,25.39,,,1121102.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),152.03,3.0,2.0,14000000.0,101560.0,坡道平面,28.95,1500000.0,RPQNMLQJJIIGFAN38CB,櫻花金馬之櫻,A棟3號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,27.42,,,1121026.0,土地1建物1車位2,七層,15.0,住宅大樓(11層含以上有電梯),188.16,3.0,2.0,16750000.0,100952.0,坡道平面,57.9,3600000.0,RPRNMLQJJIIGFAN48CB,櫻花金馬之櫻,B棟5號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,彰化市,房地(土地+建物)+車位,彰化縣彰化市茄苳路一段,19.29,,,1121026.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),120.45,2.0,1.0,10680000.0,100328.0,坡道平面,28.95,1500000.0,RPSNMLQJJIIGFAN58CB,櫻花金馬之櫻,A棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,鹿港鎮,房地(土地+建物),彰化縣鹿港鎮東昇段1174-6地號,114.1,特定農業區,甲種建築用地,1121021.0,土地2建物1車位0,全,4.0,透天厝,224.8,4.0,5.0,14800000.0,65836.0,,0.0,0.0,RPPNMLQJJIIGFCN48CB,臻穎佳,B1棟0號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,北斗鎮,房地(土地+建物)+車位,彰化縣北斗鎮德安巷,28.42,,,1121016.0,土地1建物1車位1,七層,13.0,住宅大樓(11層含以上有電梯),168.01,3.0,2.0,13590000.0,85407.0,坡道平面,24.11,1300000.0,RPPNMLQJJIIGFFN78CB,北斗之星,7A棟2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉溪頭段242-2地號,101.52,鄉村區,乙種建築用地,1121104.0,土地1建物1車位0,全,3.0,透天厝,185.18,4.0,5.0,12800000.0,69122.0,,0.0,0.0,RPRNMLQJJIIGFAN58DB,豐御溪頭,B3棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,員林市,房地(土地+建物),彰化縣員林市復興路59巷2弄11號對面,32.55,,,1121020.0,土地2建物1車位0,二層,5.0,華廈(10層含以下有電梯),104.87,3.0,2.0,8680000.0,82769.0,,0.0,0.0,RPPNMLRJJIIGFDN68CB,鼎聖大樓,2A號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,芬園鄉,房地(土地+建物),彰化縣芬園鄉溪頭段240地號,69.46,鄉村區,乙種建築用地,1121024.0,土地1建物1車位0,全,2.0,透天厝,59.43,1.0,2.0,6000000.0,100959.0,,0.0,0.0,RPPNMLRJJIIGFAN48DB,豐御溪頭,A6棟1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,秀水鄉,房地(土地+建物)+車位,彰化縣秀水鄉彰水路一段764號旁,24.14,,,1121030.0,土地1建物1車位1,四層,13.0,住宅大樓(11層含以上有電梯),88.61,2.0,1.0,7430000.0,88763.0,坡道機械,11.1,550000.0,RPPNMLSJJIIGFAN48CB,達莉心閱,F棟4號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,花壇鄉,房地(土地+建物),彰化縣花壇鄉明德街,109.57,鄉村區,乙種建築用地,1121017.0,土地3建物1車位0,全,4.0,透天厝,199.75,5.0,3.0,13800000.0,69086.0,,0.0,0.0,RPRNMLSJJIIGFAN68CB,閱花壇,C棟C2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埤頭鄉,房地(土地+建物)+車位,彰化縣埤頭鄉華泰三街，華泰五街,33.13,,,1121031.0,土地1建物1車位1,三層,7.0,華廈(10層含以下有電梯),107.74,3.0,2.0,7100000.0,67876.0,其他,11.24,550000.0,RPPNMLSJJIIGFFN98CB,青硯雲丘,B棟3B1號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埤頭鄉,房地(土地+建物)+車位,彰化縣埤頭鄉華泰三街，華泰五街,27.04,,,1121021.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),89.9,2.0,1.0,6290000.0,71701.0,其他,11.24,650000.0,RPQNMLSJJIIGFFN09CB,青硯雲丘,B棟2B2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,埤頭鄉,房地(土地+建物)+車位,彰化縣埤頭鄉華泰三街，華泰五街,27.04,,,1121021.0,土地1建物1車位1,二層,7.0,華廈(10層含以下有電梯),89.97,2.0,1.0,6300000.0,71764.0,其他,11.24,650000.0,RPRNMLSJJIIGFFN56CB,青硯雲丘,A棟2A2號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,住家用,鋼筋混凝土造,,,1.0,,,有,無,,,,,,,,,,,112_04,溪湖鎮,房地(土地+建物),彰化縣溪湖鎮大公十三街,37.27,,,1121031.0,土地3建物1車位0,四層,7.0,華廈(10層含以下有電梯),90.21,2.0,2.0,7586000.0,84093.0,,0.0,0.0,RPPNMLSJJIIGFHN56CB,鴻創首藝,A4號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田尾鄉,房地(土地+建物),彰化縣田尾鄉福德段0766-0000地號,92.0,特定農業區,甲種建築用地,1121013.0,土地1建物1車位0,全,3.0,透天厝,138.37,4.0,3.0,9380000.0,67789.0,,0.0,0.0,RPPNMLSJJIIGFFN09DB,肇天馨苑,B棟6號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田尾鄉,房地(土地+建物),彰化縣田尾鄉福德段0766-0000地號,71.0,特定農業區,甲種建築用地,1121021.0,土地1建物1車位0,全,3.0,透天厝,134.34,4.0,3.0,8880000.0,66101.0,,0.0,0.0,RPRNMLSJJIIGFFN66DB,肇天馨苑,A棟8號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,2.0,,,有,無,,,,,,,,,,,112_04,田尾鄉,房地(土地+建物),彰化縣田尾鄉福德段0766-0000地號,99.0,特定農業區,甲種建築用地,1121028.0,土地1建物1車位0,全,3.0,透天厝,134.31,4.0,3.0,9380000.0,69838.0,,0.0,0.0,RPSNMLSJJIIGFFN76DB,肇天馨苑,B棟9號,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,,見其他登記事項,鋼筋混凝土造,,,2.0,,,有,無,,,,,,坐落土地:彰化縣員林市僑愛段1269、1292、1293地號等3筆土地，經合併後為僑愛段1269地號1筆土地。,,,,,112_04,員林市,房地(土地+建物)+車位,彰化縣員林市三多五街、三多東街、三多六街,25.85,,,1121105.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),133.2,3.0,2.0,10430000.0,82021.0,坡道機械,16.4,850000.0,RPPNMLTJJIIGFDN88CB,昌祐時代,G棟04F號,,,,,,,,,,,,,,,,,,,,,,
