鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,苗栗市,房地(土地+建物)+車位,苗栗縣苗栗市中華路607巷,45.82,住,Unnamed: 5,Unnamed: 6,1120511,土地3建物1車位1,五層,5,華廈(10層含以下有電梯),住家用,見其他登記事項,Unnamed: 14,135.71,3,2,2.1,有,無,8004750,63475,一樓平面,20.63,700000,車位:汽車、機車各1,RPPNMLMKNHIGFBK18DB,賞美,G棟5號,Unnamed: 30,來源資料夾,苗栗縣苗栗市中正路1218巷,30.22,1120811,土地1建物1車位1,七層,10,鋼筋混凝土造,174.2,9600000,61484,坡道平面,34.0,980000,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOKQHIGFBK56CB,勝觀苑,A棟7號,頭份市,苗栗縣頭份市中正路463巷,48.03,1121111,四層,鋼骨混凝土造,147.26,11280000,76599,12.41,0,Unnamed: 26,RPPNMLNKJIIGFFK28CB,星苑,E棟4F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市昌隆一街,26.72,1121023.0,土地1建物1車位1,六層,14.0,鋼筋混凝土造,151.5,13340000.0,100209.0,坡道平面,31.85,1350000.0,,RPTPMLLMIIIGFFK78CB,昌隆廣場-上賀,C2棟06F號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,,,,2.0,2.0,1.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市昌隆一街,19.91,1121023.0,土地1建物1車位1,四層,14.0,鋼筋混凝土造,120.48,10270000.0,100643.0,坡道平面,31.85,1350000.0,,RPUPMLLMIIIGFFK88CB,昌隆廣場-上賀,D2棟04F號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苑裡鎮,房地(土地+建物),,,,特定農業區,甲種建築用地,,,,,透天厝,住家用,,,,4.0,3.0,3.0,有,無,,,,,,,,,,,112_04,苗栗縣苑裡鎮泰田里7鄰109號後方,91.22,1121031.0,土地2建物1車位0,全,4.0,鋼筋混凝土造,153.69,8600000.0,55957.0,,0.0,0.0,,RPPNMLLMIIIGFCK97DB,尊爵名門-泰田段,B棟1號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物),,,住,,,,,,,透天厝,住家用,,,,5.0,2.0,6.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮佳北二街,87.39,1121025.0,土地2建物1車位0,全,4.0,鋼筋混凝土造,205.28,14950000.0,72827.0,,0.0,0.0,,RPPNMLLJJIIGFDK77CB,御國佳緣,B棟7號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,,,,1.0,1.0,1.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市頭份258之1號附近顯會段232地號,12.62,1121022.0,土地1建物1車位1,十一層,14.0,鋼筋混凝土造,91.7,8030000.0,118473.0,坡道平面,36.16,1450000.0,,RPQNMLLJJIIGFFK08CB,潮堂,A棟1-11F號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物),,,,鄉村區,乙種建築用地,,,,,華廈(10層含以下有電梯),住家用,,,,1.0,1.0,1.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市中正三路7號旁,14.05,1121029.0,土地1建物1車位0,五層,5.0,鋼筋混凝土造,49.02,3280000.0,66911.0,,0.0,0.0,,RPRNMLLJJIIGFFK18CB,吉品5,A1-5F號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市近新東街136巷,43.23,1121025.0,土地1建物1車位1,二層,5.0,鋼筋混凝土造,125.23,8500000.0,67875.0,一樓平面,13.75,0.0,,RPPNMLMJJIIGFBK67CB,栗圓136,E棟2號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市中正路1218巷,30.43,1121028.0,土地1建物1車位1,三層,10.0,鋼筋混凝土造,174.71,9300000.0,59129.0,坡道平面,34.0,980000.0,,RPQNMLMJJIIGFBK77CB,勝觀苑,D棟3號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物),,,住,,,,,,,透天厝,住家用,,,,5.0,2.0,4.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮佳北二街,85.41,1121029.0,土地3建物1車位0,全,4.0,鋼筋混凝土造,201.96,24880000.0,123193.0,,0.0,0.0,,RPPNMLMJJIIGFDK87CB,龍山湛no.3,A棟10號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,住,,,,,,,透天厝,住家用,,,,3.0,2.0,3.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科專二路、大埔二街口,81.27,1121016.0,土地4建物1車位1,全,3.0,鋼筋混凝土造,229.41,23000000.0,100257.0,坡道平面,43.27,0.0,,RPQNMLMJJIIGFDK97CB,兆德旭日,D棟8號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市中正路463巷,48.14,1121101.0,土地1建物1車位1,五層,5.0,鋼骨混凝土造,147.61,11280000.0,76418.0,一樓平面,26.16,0.0,,RPPNMLMJJIIGFFK08CB,星苑,C棟3F號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苑裡鎮,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苑裡鎮苑東里1鄰慈和街17號旁,34.47,1121022.0,土地1建物1車位1,五層,7.0,鋼筋混凝土造,116.59,8000000.0,66156.0,其他,7.0,750000.0,,RPPNMLMJJIIGFCK87DB,城市光點2,5F-B1號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市文山段1118-12地號，文山段1118-10地號,54.18,1121012.0,土地2建物1車位1,二層,5.0,鋼筋混凝土造,144.06,8800000.0,61086.0,一樓平面,13.75,0.0,,RPPNMLNJJIIGFBK77CB,尊爵5,A棟2號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市文山段1118-12地號，文山段1118-10地號,54.18,1121014.0,土地2建物1車位1,三層,5.0,鋼筋混凝土造,144.06,8800000.0,61086.0,一樓平面,13.75,0.0,,RPQNMLNJJIIGFBK87CB,尊爵5,A棟3號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市文山段1118-12地號，文山段1118-10地號,54.18,1121011.0,土地2建物1車位1,四層,5.0,鋼筋混凝土造,144.06,8800000.0,61086.0,一樓平面,13.75,0.0,,RPRNMLNJJIIGFBK97CB,尊爵5,A棟4號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,4.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市文山段1118-12地號，文山段1118-10地號,54.18,1121011.0,土地2建物1車位1,五層,5.0,鋼筋混凝土造,144.06,8800000.0,61086.0,一樓平面,13.75,0.0,,RPSNMLNJJIIGFBK08CB,尊爵5,A棟5號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市文山段1118-12地號，文山段1118-10地號,46.45,1121017.0,土地2建物1車位1,三層,5.0,鋼筋混凝土造,125.48,7800000.0,62161.0,一樓平面,13.75,0.0,,RPUNMLNJJIIGFBK28CB,尊爵5,C棟3號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市文山段1118-12地號，文山段1118-10地號,46.45,1121017.0,土地2建物1車位1,四層,5.0,鋼筋混凝土造,125.48,7800000.0,62161.0,一樓平面,13.75,0.0,,RPVNMLNJJIIGFBK38CB,尊爵5,C棟4號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物),,,住,,,,,,,透天厝,住家用,,,,4.0,2.0,4.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮華東街,87.78,1121012.0,土地2建物1車位0,全,5.0,鋼筋混凝土造,262.95,25380000.0,96520.0,,0.0,0.0,,RPTNMLNJJIIGFDK38CB,倚天,A3棟0號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市興隆路,39.03,1121031.0,土地2建物1車位1,二層,5.0,鋼筋混凝土造,114.87,10480000.0,91234.0,一樓平面,19.35,0.0,,RPQNMLNJJIIGFFK28CB,珍鑽六,A-2F號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物),,,,山坡地保育區,丙種建築用地,,,,,透天厝,住家用,,,,6.0,2.0,3.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市親民路200號,103.84,1121021.0,土地2建物1車位0,全,3.0,鋼筋混凝土造,168.32,11300000.0,67134.0,,0.0,0.0,,RPRNMLNJJIIGFFK38CB,晶璽,C棟2號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,苗栗市,車位,,,,,,,,,,華廈(10層含以下有電梯),住家用,,,,0.0,0.0,0.0,有,無,,,,,,,,,,,112_04,苗栗縣苗栗市中正路1218巷,0.0,1121103.0,土地0建物0車位1,六層,10.0,鋼筋混凝土造,0.0,900000.0,,坡道平面,34.0,900000.0,,RPPNMLPJJIIGFBK97CB,勝觀苑,N棟6號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,後龍鎮,房地(土地+建物),,,住,,,,,,,透天厝,住家用,,,,3.0,2.0,4.0,有,無,,,,,,,,,,,112_04,苗栗縣後龍鎮校椅二路510號對面,72.04,1121030.0,土地2建物1車位0,全,4.0,鋼筋混凝土造,200.25,14870000.0,74257.0,,0.0,0.0,,RPPNMLPJJIIGFDK18CB,鴻璞馨家,A3棟0號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市信義路75號旁,14.08,1121027.0,土地3建物1車位1,六層,15.0,鋼筋混凝土造,152.91,16900000.0,113499.0,坡道平面,20.75,1900000.0,,RPPNMLPJJIIGFFK38CB,信義L7,6F-C樓號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,,,,2.0,2.0,1.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市信義路75號旁,9.94,1121027.0,土地3建物1車位1,七層,15.0,鋼筋混凝土造,114.26,12700000.0,117634.0,坡道平面,20.75,1700000.0,,RPQNMLPJJIIGFFK48CB,信義L7,7F-D樓號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市信義路75號旁,12.9,1121103.0,土地3建物1車位1,五層,15.0,鋼筋混凝土造,142.32,15130000.0,110060.0,坡道平面,20.75,1750000.0,,RPRNMLPJJIIGFFK58CB,信義L7,5F-F樓號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,,,,2.0,2.0,1.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市信義路75號旁,9.96,1121031.0,土地3建物1車位1,十四層,15.0,鋼筋混凝土造,114.26,13460000.0,124158.0,坡道平面,20.75,1850000.0,,RPSNMLPJJIIGFFK68CB,信義L7,14F-E樓號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭份市,房地(土地+建物)+車位,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣頭份市信義路75號旁,12.92,1121103.0,土地3建物1車位1,四層,15.0,鋼筋混凝土造,143.57,15740000.0,113844.0,坡道平面,22.0,1900000.0,,RPTNMLPJJIIGFFK78CB,信義L7,4F-F樓號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,2.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮龍昇街28巷附近,38.22,1121106.0,土地2建物1車位1,二層,5.0,鋼筋混凝土造,110.56,9150000.0,82760.0,一樓平面,17.59,0.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQJJIIGFDK28CB,綠光,A棟2號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物),,,住,,,,,,,透天厝,住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科專五路,96.44,1121014.0,土地2建物1車位0,全,4.0,鋼筋混凝土造,164.7,18800000.0,114147.0,,0.0,0.0,,RPQNMLQJJIIGFDK38CB,姊妹市,A棟6號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,2.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科專五路,39.32,1121013.0,土地2建物1車位2,五層,5.0,鋼筋混凝土造,113.96,10680000.0,98237.0,一樓平面,26.62,2100000.0,,RPRNMLQJJIIGFDK48CB,姊妹市,C2棟5號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,銅鑼鄉,房地(土地+建物)+車位,,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,3.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣銅鑼鄉大同路,34.75,1121010.0,土地1建物1車位1,四層,8.0,鋼筋混凝土造,141.15,7300000.0,50016.0,一樓平面,19.19,1200000.0,,RPPNMLQJJIIGFEK38CB,御鼎五期,B棟4號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,17.8,1121030.0,土地1建物1車位1,五層,14.0,鋼筋混凝土造,154.13,14560000.0,103973.0,坡道平面,28.52,1500000.0,,RPQNMLRJJIIGFDK48CB,上德漾,A1棟5號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,17.66,1121027.0,土地1建物1車位1,六層,14.0,鋼筋混凝土造,153.14,14800000.0,105922.0,坡道平面,28.52,1600000.0,,RPRNMLRJJIIGFDK58CB,上德漾,A3棟6號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,17.66,1121031.0,土地1建物1車位1,十二層,14.0,鋼筋混凝土造,153.14,15160000.0,109613.0,坡道平面,28.52,1500000.0,,RPSNMLRJJIIGFDK68CB,上德漾,A3棟12號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,17.66,1121102.0,土地1建物1車位1,五層,14.0,鋼筋混凝土造,153.14,14460000.0,105601.0,坡道平面,28.52,1300000.0,,RPUNMLRJJIIGFDK88CB,上德漾,A3棟5號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,17.8,1121102.0,土地1建物1車位1,八層,14.0,鋼筋混凝土造,154.13,14300000.0,102699.0,坡道平面,28.52,1400000.0,,RPVNMLRJJIIGFDK98CB,上德漾,B1棟8號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,13.69,1121103.0,土地1建物1車位1,二層,14.0,鋼筋混凝土造,124.92,11190000.0,102593.0,坡道平面,28.52,1300000.0,,RPWNMLRJJIIGFDK09CB,上德漾,B2棟2號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,12.51,1121026.0,土地1建物1車位1,三層,14.0,鋼筋混凝土造,116.79,10160000.0,99241.0,坡道平面,28.52,1400000.0,,RPXNMLRJJIIGFDK56CB,上德漾,B2棟3號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,13.67,1121102.0,土地1建物1車位1,四層,14.0,鋼筋混凝土造,124.92,10900000.0,98548.0,坡道平面,28.52,1400000.0,,RPOOMLRJJIIGFDK38CB,上德漾,B2棟4號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,13.67,1121106.0,土地1建物1車位1,六層,14.0,鋼筋混凝土造,124.92,11080000.0,101452.0,坡道平面,28.52,1300000.0,,RPPOMLRJJIIGFDK48CB,上德漾,B2棟6號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,13.67,1121102.0,土地1建物1車位1,七層,14.0,鋼筋混凝土造,124.92,11190000.0,100519.0,坡道平面,28.52,1500000.0,,RPQOMLRJJIIGFDK58CB,上德漾,B2棟7號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,12.51,1121020.0,土地1建物1車位1,八層,14.0,鋼筋混凝土造,116.79,10280000.0,101733.0,坡道平面,28.52,1300000.0,,RPROMLRJJIIGFDK68CB,上德漾,B2棟8號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,13.67,1121023.0,土地1建物1車位1,十一層,14.0,鋼筋混凝土造,124.92,11180000.0,100415.0,坡道平面,28.52,1500000.0,,RPSOMLRJJIIGFDK78CB,上德漾,B2棟11號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物),,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,2.0,1.0,1.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮守法街,27.63,1121028.0,土地1建物1車位0,四層,5.0,鋼筋混凝土造,86.53,6250000.0,72229.0,,0.0,0.0,,RPTOMLRJJIIGFDK88CB,益昇福聚,20棟4F-2號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,17.66,1121030.0,土地1建物1車位1,十一層,14.0,鋼筋混凝土造,152.04,14400000.0,105922.0,坡道平面,27.42,1200000.0,,RPUOMLRJJIIGFDK98CB,上德漾,B3棟11號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,1.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,13.97,1121026.0,土地1建物1車位1,十三層,14.0,鋼筋混凝土造,127.05,11560000.0,103116.0,坡道平面,28.52,1400000.0,,RPVOMLRJJIIGFDK09CB,上德漾,B5棟13號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,1.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,14.18,1121101.0,土地1建物1車位1,八層,14.0,鋼筋混凝土造,128.6,11660000.0,101519.0,坡道平面,28.52,1500000.0,,RPWOMLRJJIIGFDK56CB,上德漾,B6棟8號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,1.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,14.18,1121028.0,土地1建物1車位1,十層,14.0,鋼筋混凝土造,128.6,11480000.0,100719.0,坡道平面,28.52,1400000.0,,RPXOMLRJJIIGFDK66CB,上德漾,B6棟10號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,1.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,14.18,1121102.0,土地1建物1車位1,十三層,14.0,鋼筋混凝土造,128.6,11760000.0,104516.0,坡道平面,28.52,1300000.0,,RPOPMLRJJIIGFDK48CB,上德漾,B6棟13號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,後龍鎮,房地(土地+建物)+車位,,,商,,,,,,,華廈(10層含以下有電梯),住家用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣後龍鎮中山路11巷,18.67,1121015.0,土地1建物1車位1,七層,9.0,鋼筋混凝土造,100.76,7900000.0,94953.0,其他,23.88,600000.0,,RPPPMLRJJIIGFDK58CB,府雅築6 囍市,7F-A號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物)+車位,,,商,,,,,,,辦公商業大樓,商業用,,,,2.0,1.0,2.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮科學路,17.66,1121018.0,土地1建物1車位2,十三層,14.0,鋼筋混凝土造,181.66,16360000.0,105601.0,坡道平面,57.04,3200000.0,,RPQPMLRJJIIGFDK68CB,上德漾,A3棟13號,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,竹南鎮,房地(土地+建物),,,住,,,,,,,華廈(10層含以下有電梯),住家用,,,,2.0,2.0,1.0,有,無,,,,,,,,,,,112_04,苗栗縣竹南鎮南大路116號旁,24.43,1121028.0,土地1建物1車位0,三層,5.0,鋼筋混凝土造,74.37,5920000.0,79602.0,,0.0,0.0,,RPRPMLRJJIIGFDK78CB,富祥起家12,C棟3號,,,,,,,,,,,,,,,
