鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,8.41,商,Unnamed: 5,Unnamed: 6,1120512,土地1建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,136.12,3,1,2,有,無,13000000,101345,坡道平面,27.58,2000000,Unnamed: 26,RPPNMLMKNHIGFDE67CB,鑫天地二期,A棟5號,Unnamed: 30,來源資料夾,小港區,房地(土地+建物),高雄市小港區達德街115號3樓,26.2,住,1120812,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),84.39,2.1,2.2,7930000,93968,Unnamed: 23,0.0,0,RPPNMLMKQHIGFCE87CB,綠舟,A2棟115號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,13.69,住,1121001.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),118.08,2.0,2.0,11420000.0,94875.0,坡道平面,17.21,1850000.0,RPRNMLQKIIIGFFE08CB,?讀時代,D棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,13.69,住,1120930.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),118.08,2.0,2.0,11670000.0,97353.0,坡道平面,17.21,1850000.0,RPSNMLQKIIIGFFE18CB,?讀時代,D棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,1.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,12.64,住,1121014.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),102.64,2.0,2.0,9060000.0,83798.0,坡道機械,7.65,1100000.0,RPTNMLQKIIIGFFE28CB,?讀時代,B棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,14.74,住,1121012.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),124.42,2.0,2.0,12050000.0,97006.0,坡道平面,17.21,1650000.0,RPUNMLQKIIIGFFE38CB,?讀時代,G棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,13.69,住,1121001.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),118.08,2.0,2.0,11680000.0,97452.0,坡道平面,17.21,1850000.0,RPVNMLQKIIIGFFE48CB,?讀時代,D棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,11.58,住,1121001.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),94.19,2.0,2.0,9400000.0,91865.0,坡道機械,7.65,1450000.0,RPWNMLQKIIIGFFE58CB,?讀時代,B棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,17.9,住,1120930.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),149.27,2.0,2.0,13530000.0,87687.0,坡道平面,17.21,1950000.0,RPXNMLQKIIIGFFE68CB,?讀時代,D棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,18.96,住,1121001.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),153.15,2.0,2.0,14260000.0,90555.0,坡道平面,17.21,1950000.0,RPOOMLQKIIIGFFE87CB,?讀時代,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,13.69,住,1120930.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),118.08,2.0,2.0,11720000.0,97849.0,坡道平面,17.21,1850000.0,RPPOMLQKIIIGFFE97CB,?讀時代,D棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,12.64,住,1121001.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),99.43,2.0,2.0,9500000.0,91523.0,坡道機械,7.65,1100000.0,RPQOMLQKIIIGFFE08CB,?讀時代,B棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,1.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,11.58,住,1121012.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),91.58,2.0,1.0,8600000.0,89360.0,坡道機械,7.65,1100000.0,RPROMLQKIIIGFFE18CB,?讀時代,A棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,11.58,住,1120930.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),94.19,2.0,2.0,9430000.0,92212.0,坡道機械,7.65,1450000.0,RPSOMLQKIIIGFFE28CB,?讀時代,B棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,1.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,11.58,住,1121001.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),90.78,2.0,1.0,8500000.0,89017.0,坡道機械,7.65,1100000.0,RPTOMLQKIIIGFFE38CB,?讀時代,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,13.69,住,1121001.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),118.08,2.0,2.0,11410000.0,94775.0,坡道平面,17.21,1850000.0,RPUOMLQKIIIGFFE48CB,?讀時代,D棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,18.96,住,1120930.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),153.63,2.0,2.0,14050000.0,88697.0,坡道平面,17.21,1950000.0,RPVOMLQKIIIGFFE58CB,?讀時代,D棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,16.85,住,1120831.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),142.77,2.0,2.0,12460000.0,84501.0,坡道平面,17.21,1850000.0,RPWOMLQKIIIGFFE68CB,?讀時代,B棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,7.88,商,1121001.0,土地1建物1車位1,九層,24.0,住宅大樓(11層含以上有電梯),93.61,2.0,1.0,10660000.0,117633.0,坡道機械,8.09,600000.0,RPXOMLQKIIIGFFE78CB,達麗雙子星,B3-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,11.41,商,1121001.0,土地1建物1車位1,九層,24.0,住宅大樓(11層含以上有電梯),131.63,2.0,2.0,14420000.0,108629.0,坡道機械,8.09,1000000.0,RPOPMLQKIIIGFFE97CB,達麗雙子星,B5-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,7.88,商,1121001.0,土地1建物1車位1,八層,24.0,住宅大樓(11層含以上有電梯),93.61,2.0,1.0,10500000.0,115762.0,坡道機械,8.09,600000.0,RPPPMLQKIIIGFFE08CB,達麗雙子星,B2-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,11.48,商,1121004.0,土地1建物1車位1,十六層,24.0,住宅大樓(11層含以上有電梯),146.08,2.0,2.0,15950000.0,111424.0,坡道平面,21.78,2100000.0,RPQPMLQKIIIGFFE18CB,達麗雙子星,B1-16F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,7.88,商,1121011.0,土地1建物1車位1,九層,24.0,住宅大樓(11層含以上有電梯),93.61,2.0,1.0,10500000.0,115762.0,坡道機械,8.09,600000.0,RPRPMLQKIIIGFFE28CB,達麗雙子星,B2-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,7.88,商,1121012.0,土地1建物1車位1,十五層,24.0,住宅大樓(11層含以上有電梯),93.61,2.0,1.0,10800000.0,119270.0,坡道機械,8.09,600000.0,RPSPMLQKIIIGFFE38CB,達麗雙子星,B2-15F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,10.75,商,1121012.0,土地1建物1車位1,十九層,24.0,住宅大樓(11層含以上有電梯),138.2,2.0,2.0,15620000.0,116131.0,坡道平面,21.78,2100000.0,RPTPMLQKIIIGFFE48CB,達麗雙子星,A5-19F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區中山北路67號旁,7.88,商,1121012.0,土地1建物1車位1,十三層,24.0,住宅大樓(11層含以上有電梯),93.61,2.0,1.0,10820000.0,119504.0,坡道機械,8.09,600000.0,RPUPMLQKIIIGFFE58CB,達麗雙子星,B3-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,燕巢區,房地(土地+建物),高雄市燕巢區安北段815地號,26.29,住,1120924.0,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),69.37,1.0,2.0,4900000.0,70636.0,,0.0,0.0,RPVPMLQKIIIGFFE68CB,橋科臻鑽,A3棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,17.4,住,1120927.0,土地2建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),125.59,2.0,2.0,11530000.0,100287.0,坡道平面,24.58,1400000.0,RPWPMLQKIIIGFFE78CB,達麗未來市,A棟A9-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,22.29,住,1120927.0,土地2建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),153.99,2.0,2.0,13570000.0,94042.0,坡道平面,24.58,1400000.0,RPXPMLQKIIIGFFE88CB,達麗未來市,D棟D5-03F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,22.18,住,1120927.0,土地2建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),153.06,2.0,2.0,14480000.0,100249.0,坡道平面,24.58,1600000.0,RPOQMLQKIIIGFFE08CB,達麗未來市,E棟E1-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,22.52,住,1120925.0,土地2建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),155.03,2.0,2.0,13600000.0,94289.0,坡道平面,24.58,1300000.0,RPPQMLQKIIIGFFE18CB,達麗未來市,E棟E10-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,12.05,住,1120926.0,土地2建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),94.39,2.0,1.0,8940000.0,109440.0,坡道平面,24.58,1300000.0,RPQQMLQKIIIGFFE28CB,達麗未來市,E棟E9-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,22.18,住,1120930.0,土地2建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),153.14,2.0,2.0,14750000.0,102287.0,坡道平面,24.58,1600000.0,RPRQMLQKIIIGFFE38CB,達麗未來市,F棟F1-10F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,17.4,住,1120926.0,土地2建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),125.38,2.0,2.0,12060000.0,106746.0,坡道平面,24.58,1300000.0,RPSQMLQKIIIGFFE48CB,達麗未來市,F棟F3-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,16.03,住,1120927.0,土地2建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),117.62,2.0,2.0,11380000.0,107266.0,坡道平面,24.58,1400000.0,RPTQMLQKIIIGFFE58CB,達麗未來市,F棟F8-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,22.63,住,1120929.0,土地2建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),156.04,2.0,2.0,14730000.0,102160.0,坡道平面,24.58,1300000.0,RPUQMLQKIIIGFFE68CB,達麗未來市,G棟G1-10F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,此戶為露台戶，坪數為2.74坪,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,18.76,住,1120930.0,土地2建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),135.97,2.0,2.0,11500000.0,94487.0,坡道平面,26.96,1200000.0,RPVQMLQKIIIGFFE78CB,達麗未來市,G棟G7-02F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,此戶為露台戶，坪數為6.51坪,,,,1121004全部解約,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,22.29,住,1121001.0,土地2建物1車位1,二層,15.0,住宅大樓(11層含以上有電梯),153.99,2.0,2.0,13980000.0,97210.0,坡道平面,24.58,1400000.0,RPWQMLQKIIIGFFE88CB,達麗未來市,D棟D1-02F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,22.29,住,1121001.0,土地2建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),153.99,2.0,2.0,14320000.0,100610.0,坡道平面,24.58,1300000.0,RPXQMLQKIIIGFFE98CB,達麗未來市,D棟D5-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,22.52,住,1121001.0,土地2建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),155.03,2.0,2.0,13450000.0,93139.0,坡道平面,24.58,1300000.0,RPORMLQKIIIGFFE18CB,達麗未來市,E棟E10-04F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,15.12,住,1121001.0,土地2建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),112.06,2.0,2.0,10950000.0,109168.0,坡道平面,24.58,1400000.0,RPPRMLQKIIIGFFE28CB,達麗未來市,G棟G9-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商業用,鋼筋混凝土造,,,,,0.0,無,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區橋新環路和橋新八路交叉口,65.84,住,1120930.0,土地2建物1車位1,一層,15.0,店面(店鋪),215.91,0.0,0.0,31680000.0,157738.0,坡道平面,24.58,1500000.0,RPQRMLQKIIIGFFE38CB,達麗未來市,B棟S9-01F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,1.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區甲樹路和甲昌路通山巷5弄交叉口,20.11,,1121006.0,土地1建物1車位1,三層,10.0,華廈(10層含以下有電梯),83.63,2.0,2.0,7100000.0,78982.0,坡道機械,7.03,1050000.0,RPRRMLQKIIIGFFE48CB,鳳凰Villa,D棟D2-3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物),高雄市橋頭區甲樹路和甲昌路通山巷5弄交叉口,21.85,,1121007.0,土地1建物1車位0,五層,10.0,華廈(10層含以下有電梯),83.16,2.0,2.0,6620000.0,79606.0,,0.0,0.0,RPSRMLQKIIIGFFE58CB,鳳凰Villa,D棟D10-5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區甲樹路和甲昌路通山巷5弄交叉口,31.71,,1121007.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),140.01,2.0,2.0,11500000.0,80212.0,坡道平面,19.08,1800000.0,RPTRMLQKIIIGFFE68CB,鳳凰Villa,A棟A7-6F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區甲樹路和甲昌路通山巷5弄交叉口,30.64,,1121007.0,土地1建物1車位1,五層,10.0,華廈(10層含以下有電梯),135.77,2.0,2.0,11000000.0,78841.0,坡道平面,19.08,1800000.0,RPURMLQKIIIGFFE78CB,鳳凰Villa,E棟E1-5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區甲樹路和甲昌路通山巷5弄交叉口,23.59,,1121007.0,土地1建物1車位1,三層,10.0,華廈(10層含以下有電梯),96.87,2.0,2.0,8410000.0,79697.0,坡道機械,7.03,1250000.0,RPVRMLQKIIIGFFE88CB,鳳凰Villa,A棟A5-3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區鵬程路和鵬程東一路交叉路口,18.0,住,1121003.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),142.37,2.0,2.0,14290000.0,106242.0,坡道平面,26.22,1950000.0,RPWRMLQKIIIGFFE98CB,鳳凰信義,B棟B2-13號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區鵬程路和鵬程東一路交叉路口,12.61,住,1121003.0,土地1建物1車位1,十二層,14.0,住宅大樓(11層含以上有電梯),92.9,2.0,2.0,9420000.0,107740.0,坡道機械,11.5,650000.0,RPXRMLQKIIIGFFE09CB,鳳凰信義,A棟A8-12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區鵬程路和鵬程東一路交叉路口,18.0,住,1121007.0,土地1建物1車位1,三層,14.0,住宅大樓(11層含以上有電梯),142.37,2.0,2.0,13140000.0,98063.0,坡道平面,26.22,1750000.0,RPOSMLQKIIIGFFE28CB,鳳凰信義,B棟B2-3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區鵬程路和鵬程東一路交叉路口,12.61,住,1121003.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),92.9,2.0,2.0,9360000.0,107002.0,坡道機械,11.5,650000.0,RPPSMLQKIIIGFFE38CB,鳳凰信義,A棟A8-11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區鵬程路和鵬程東一路交叉路口,17.64,住,1121007.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),140.08,2.0,2.0,13730000.0,105217.0,坡道平面,26.22,1750000.0,RPQSMLQKIIIGFFE48CB,鳳凰信義,B棟B6-9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區鵬程路和鵬程東一路交叉路口,17.77,住,1121003.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),140.89,2.0,2.0,14050000.0,105520.0,坡道平面,26.22,1950000.0,RPRSMLQKIIIGFFE58CB,鳳凰信義,B棟B7-13號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區鵬程路和鵬程東一路交叉路口,18.03,住,1121006.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),142.55,2.0,2.0,13980000.0,105132.0,坡道平面,26.22,1750000.0,RPSSMLQKIIIGFFE68CB,鳳凰信義,A棟A1-10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,岡山區,房地(土地+建物)+車位,高雄市岡山區鵬程路和鵬程東一路交叉路口,18.03,住,1121003.0,土地1建物1車位1,十一層,14.0,住宅大樓(11層含以上有電梯),142.55,2.0,2.0,14080000.0,104272.0,坡道平面,26.22,1950000.0,RPTSMLQKIIIGFFE78CB,鳳凰信義,B棟B1-11號
