鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,三民區,房地(土地+建物)+車位,高雄市三民區灣中段63地號,8.41,商,Unnamed: 5,Unnamed: 6,1120512,土地1建物1車位1,十二層,18,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,136.12,3,1,2,有,無,13000000,101345,坡道平面,27.58,2000000,Unnamed: 26,RPPNMLMKNHIGFDE67CB,鑫天地二期,A棟5號,Unnamed: 30,來源資料夾,小港區,房地(土地+建物),高雄市小港區達德街115號3樓,26.2,住,1120812,土地1建物1車位0,三層,5,華廈(10層含以下有電梯),84.39,2.1,2.2,7930000,93968,Unnamed: 23,0.0,0,RPPNMLMKQHIGFCE87CB,綠舟,A2棟115號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,32.8,,1120919.0,土地1建物1車位1,九層,10.0,華廈(10層含以下有電梯),135.24,2.0,2.0,9720000.0,66919.0,坡道平面,13.9,1600000.0,RPPNMLMKIIIGFJE87CB,城安大未來,A7棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,32.8,,1120923.0,土地1建物1車位1,五層,10.0,華廈(10層含以下有電梯),135.24,2.0,2.0,9480000.0,65354.0,坡道平面,13.9,1550000.0,RPQNMLMKIIIGFJE97CB,城安大未來,B8棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,32.72,,1120926.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),135.14,2.0,2.0,9500000.0,65572.0,坡道平面,13.9,1550000.0,RPRNMLMKIIIGFJE08CB,城安大未來,B1棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,見其他登記事項,見其他登記事項,,,,,1.0,有,無,,,,,,另一建照資料：（111）高市工建築字第02666-01號    核准變更日期112年05月31日,,,,,112_04,大寮區,房地(土地+建物),高雄市大寮區大寮路319巷,384.17,工,1120919.0,土地2建物1車位0,一層,1.0,工廠,183.7,0.0,2.0,24171680.0,,,0.0,0.0,RPPNMLMKIIIGFLE08CB,大信工業城B區,B2棟B2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,見其他登記事項,見其他登記事項,,,,,1.0,有,無,,,,,,另一建照資料：（111）高市工建築字第02721-01號    核准變更日期112年06月01日,,,,,112_04,大寮區,房地(土地+建物),高雄市大寮區大寮路319巷,366.77,工,1120919.0,土地2建物1車位0,一層,1.0,工廠,183.7,0.0,2.0,23077600.0,,,0.0,0.0,RPQNMLMKIIIGFLE18CB,大信工業城B區,B3棟B3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,,5.0,有,無,,,,,,,,,,,112_04,大寮區,房地(土地+建物),高雄市大寮區翁園段1122-5地號  ，翁園段1122地號,106.79,住,1120930.0,土地2建物1車位0,全,4.0,透天厝,220.43,2.0,4.0,13500000.0,61244.0,,0.0,0.0,RPRNMLMKIIIGFLE28CB,旺春豐,D棟13號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,見其他登記事項,鋼筋混凝土造,,,,,5.0,有,無,,,,,,,,,,,112_04,大寮區,房地(土地+建物),高雄市大寮區翁園段1122-35地號，翁園段1122-6地號,98.35,住,1120928.0,土地2建物1車位0,全,4.0,透天厝,202.06,2.0,4.0,14600000.0,72256.0,,0.0,0.0,RPSNMLMKIIIGFLE38CB,旺春豐,D棟26號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,見其他登記事項,,,,,1.0,有,無,,,,,,,,,,,112_04,鹽埕區,房地(土地+建物)+車位,高雄市鹽埕區五福四路及大成街交叉路口,3.55,商,1121002.0,土地34建物1車位1,十八層,37.0,住宅大樓(11層含以上有電梯),97.46,1.0,1.0,12530000.0,130440.0,坡道平面,14.05,1650000.0,RPPNMLNKIIIGFAE07CB,港灣1號院,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,鼓山區,房地(土地+建物)+車位,高雄市鼓山區環河街,11.41,住,1120929.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),129.97,1.0,2.0,15800000.0,127328.0,坡道平面,24.73,2400000.0,RPQNMLNKIIIGFAE17CB,河美術,A棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,鼓山區,房地(土地+建物),高雄市鼓山區環河街,9.38,住,1120930.0,土地1建物1車位0,八層,15.0,住宅大樓(11層含以上有電梯),86.48,1.0,1.0,11600000.0,134135.0,,0.0,0.0,RPRNMLNKIIIGFAE27CB,河美術,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路,9.19,住,1120928.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),105.18,2.0,1.0,8160000.0,89497.0,坡道機械,18.92,440000.0,RPPNMLNKIIIGFEE47CB,捷市悅,B3棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路,11.82,住,1120928.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),138.55,2.0,2.0,11600000.0,93058.0,坡道平面,24.32,970000.0,RPQNMLNKIIIGFEE57CB,捷市悅,D6棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區加昌路,12.81,住,1120928.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),145.31,2.0,2.0,12500000.0,94801.0,坡道平面,24.32,1030000.0,RPRNMLNKIIIGFEE67CB,捷市悅,A2棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,見其他登記事項,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,梓官區,房地(土地+建物)+車位,高雄市梓官區大舍北路三巷,26.86,,1120927.0,土地2建物1車位1,五層,8.0,華廈(10層含以下有電梯),110.77,2.0,2.0,7690000.0,62459.0,升降機械,5.26,1100000.0,RPPNMLNKIIIGFFE57CB,田園休閒家,E棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,32.8,,1120924.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),135.24,2.0,2.0,9450000.0,66343.0,坡道平面,13.9,1400000.0,RPPNMLNKIIIGFJE97CB,城安大未來,A7棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,22.21,,1120925.0,土地1建物1車位1,三層,10.0,華廈(10層含以下有電梯),96.03,1.0,1.0,6580000.0,64288.0,坡道平面,13.9,1300000.0,RPQNMLNKIIIGFJE08CB,城安大未來,A11棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,22.21,,1120925.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),96.03,1.0,1.0,7050000.0,68793.0,坡道平面,13.9,1400000.0,RPRNMLNKIIIGFJE18CB,城安大未來,A2棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,22.21,,1121001.0,土地1建物1車位1,六層,10.0,華廈(10層含以下有電梯),96.03,1.0,1.0,7180000.0,68550.0,坡道平面,13.9,1550000.0,RPSNMLNKIIIGFJE28CB,城安大未來,A6棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,22.36,,1121001.0,土地1建物1車位1,五層,10.0,華廈(10層含以下有電梯),95.53,1.0,1.0,6650000.0,65273.0,坡道平面,12.8,1250000.0,RPTNMLNKIIIGFJE38CB,城安大未來,A10棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,一般農業區,甲種建築用地,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,湖內區,房地(土地+建物)+車位,高雄市湖內區正義一路5號前方,32.8,,1121012.0,土地1建物1車位1,七層,10.0,華廈(10層含以下有電梯),135.24,2.0,2.0,9470000.0,66507.0,坡道平面,13.9,1400000.0,RPVNMLNKIIIGFJE58CB,城安大未來,B8棟0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,見其他登記事項,,,,,2.0,有,無,,,,,,,,,,,112_04,鹽埕區,房地(土地+建物),高雄市鹽埕區五福四路及大成街交叉路口,2.7,商,1120925.0,土地34建物1車位0,五層,37.0,住宅大樓(11層含以上有電梯),65.07,1.0,1.0,8300000.0,127555.0,,0.0,0.0,RPPNMLOKIIIGFAE17CB,港灣1號院,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物)+車位,高雄市左營區新民段5地號（大中二路、文自路524巷）,10.77,住,1120916.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),123.61,2.0,2.0,13290000.0,112672.0,坡道平面,26.07,2300000.0,RPPNMLOKIIIGFEE57CB,自由朗誦,B2棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區右昌街143巷68弄,18.52,住,1120923.0,土地1建物1車位1,六層,9.0,華廈(10層含以下有電梯),85.68,2.0,2.0,7500000.0,86476.0,坡道機械,8.78,850000.0,RPQNMLOKIIIGFEE67CB,安庭風格,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區右昌街143巷68弄,27.18,住,1120924.0,土地1建物1車位1,三層,9.0,華廈(10層含以下有電梯),127.47,2.0,2.0,11230000.0,84456.0,坡道平面,14.63,1700000.0,RPSNMLOKIIIGFEE87CB,安庭風格,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區右昌街143巷68弄,27.18,住,1120924.0,土地1建物1車位1,七層,9.0,華廈(10層含以下有電梯),127.47,2.0,2.0,11830000.0,89773.0,坡道平面,14.63,1700000.0,RPTNMLOKIIIGFEE97CB,安庭風格,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,美濃區,房地(土地+建物),高雄市美濃區中山路一段164巷,29.57,住,1121003.0,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),79.38,2.0,2.0,4450000.0,56059.0,,0.0,0.0,RPPNMLOKIIIGFKE18CB,晴渼,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,美濃區,房地(土地+建物)+車位,高雄市新興區中山路一段164巷,33.06,住,1121013.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),102.31,2.0,2.0,5800000.0,53107.0,一樓平面,13.81,1100000.0,RPQNMLOKIIIGFKE28CB,晴渼,A棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:含裝潢費1750000元；,,,,,112_04,大寮區,房地(土地+建物)+車位,高雄市大寮區八德路與勝利街口,24.61,住,1120920.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),138.88,2.0,2.0,12080000.0,82750.0,坡道平面,14.65,1800000.0,RPPNMLOKIIIGFLE28CB,福懋沐氧森,A2棟3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,大寮區,房地(土地+建物)+車位,高雄市大寮區八德路與勝利街口,27.82,住,1120928.0,土地1建物1車位1,五層,15.0,住宅大樓(11層含以上有電梯),154.79,2.0,2.0,11660000.0,70358.0,坡道平面,14.65,1800000.0,RPQNMLOKIIIGFLE38CB,福懋沐氧森,A3棟5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,見其它登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,茄萣區,房地(土地+建物)+車位,高雄市茄萣區文化路86巷,15.02,商,1121014.0,土地2建物1車位1,五層,7.0,華廈(10層含以下有電梯),78.36,2.0,2.0,5200000.0,71115.0,升降機械,12.27,500000.0,RPPNMLPKIIIGFJE18CB,藍天白雲,5F-B3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,13.67,商,1121004.0,土地2建物1車位1,九層,12.0,住宅大樓(11層含以上有電梯),129.12,2.0,2.0,10600000.0,86158.0,坡道平面,23.5,1500000.0,RPPNMLQKIIIGFCE57CB,Power City,F棟F2-9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,小港區,房地(土地+建物)+車位,高雄市小港區高松路和松直街交叉路口,10.57,商,1121003.0,土地2建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),105.39,2.0,1.0,8370000.0,83071.0,坡道平面,22.69,1500000.0,RPQNMLQKIIIGFCE67CB,Power City,B棟B5-8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,小港區,房地(土地+建物),高雄市小港區高松路和松直街交叉路口,10.57,商,1121008.0,土地2建物1車位0,三層,11.0,住宅大樓(11層含以上有電梯),85.59,2.0,1.0,6880000.0,80383.0,,0.0,0.0,RPRNMLQKIIIGFCE77CB,Power City,A棟A5-3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物)+車位,高雄市左營區菜公一路x重立路280巷,17.44,住,1121012.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),134.22,2.0,2.0,11580000.0,84259.0,一樓平面,23.49,2250000.0,RPPNMLQKIIIGFEE77CB,尚觀靚,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物)+車位,高雄市左營區果貿段177-9地號,13.74,住,1121004.0,土地1建物1車位1,八層,18.0,住宅大樓(11層含以上有電梯),143.43,2.0,2.0,15100000.0,109501.0,坡道平面,24.71,2100000.0,RPQNMLQKIIIGFEE87CB,華友聯NeXT21,A6棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十九路大學十八街,17.55,住,1120919.0,土地1建物1車位1,十二層,19.0,住宅大樓(11層含以上有電梯),146.55,2.0,2.0,12320000.0,87321.0,坡道平面,24.93,1700000.0,RPRNMLQKIIIGFEE97CB,之見築,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物),高雄市楠梓區大學二十九路大學十八街,11.75,住,1120924.0,土地1建物1車位0,二層,19.0,住宅大樓(11層含以上有電梯),81.42,1.0,1.0,7050000.0,86588.0,,0.0,0.0,RPSNMLQKIIIGFEE08CB,之見築,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十九路大學十八街,17.55,住,1120927.0,土地1建物1車位1,十六層,19.0,住宅大樓(11層含以上有電梯),146.55,2.0,2.0,12630000.0,89048.0,坡道平面,24.93,1800000.0,RPTNMLQKIIIGFEE18CB,之見築,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區大學二十九路大學十八街,17.55,住,1120928.0,土地1建物1車位1,十四層,19.0,住宅大樓(11層含以上有電梯),146.55,2.0,2.0,12330000.0,87403.0,坡道平面,24.93,1700000.0,RPUNMLQKIIIGFEE28CB,之見築,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區金富街,12.37,住,1120918.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),96.73,1.0,1.0,9420000.0,102713.0,坡道機械,10.86,600000.0,RPWNMLQKIIIGFEE48CB,郡都科楠,A6棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區金富街,12.49,住,1120918.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),97.55,1.0,1.0,9920000.0,104049.0,坡道機械,10.86,900000.0,RPXNMLQKIIIGFEE58CB,郡都科楠,A3棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區金富街,17.67,住,1120920.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),142.09,2.0,2.0,14510000.0,105684.0,坡道平面,19.46,1550000.0,RPOOMLQKIIIGFEE77CB,郡都科楠,A2棟14號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區金富街,12.49,住,1120922.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),97.55,1.0,1.0,9770000.0,103472.0,坡道機械,10.86,800000.0,RPQOMLQKIIIGFEE97CB,郡都科楠,A3棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區金富街,12.45,住,1120923.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),97.2,1.0,1.0,9480000.0,102849.0,升降平面,10.86,600000.0,RPROMLQKIIIGFEE08CB,郡都科楠,A5棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區金富街,12.37,住,1120923.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),96.73,1.0,1.0,9770000.0,103296.0,坡道機械,10.86,900000.0,RPSOMLQKIIIGFEE18CB,郡都科楠,A6棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物)+車位,高雄市左營區果貿段177-9地號,14.4,住,1121006.0,土地1建物1車位1,六層,18.0,住宅大樓(11層含以上有電梯),149.52,2.0,2.0,15650000.0,112881.0,坡道平面,27.71,1900000.0,RPTOMLQKIIIGFEE28CB,華友聯NeXT21,B1棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區金富街,12.49,住,1120922.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),97.55,1.0,1.0,9510000.0,102780.0,坡道機械,10.86,600000.0,RPUOMLQKIIIGFEE38CB,郡都科楠,A3棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,楠梓區,房地(土地+建物)+車位,高雄市楠梓區金富街,12.45,住,1120919.0,土地1建物1車位1,八層,15.0,住宅大樓(11層含以上有電梯),97.2,1.0,1.0,9890000.0,104123.0,坡道機械,10.86,900000.0,RPVOMLQKIIIGFEE48CB,郡都科楠,A5棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物)+車位,高雄市左營區果貿段177-9地號,17.67,住,1121014.0,土地1建物1車位1,六層,18.0,住宅大樓(11層含以上有電梯),182.07,2.0,2.0,19750000.0,111210.0,坡道平面,24.71,2250000.0,RPXOMLQKIIIGFEE68CB,華友聯NeXT21,A1棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商業用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物)+車位,高雄市左營區文川路,7.66,商,1120919.0,土地1建物1車位1,十一層,15.0,住宅大樓(11層含以上有電梯),109.63,2.0,2.0,12770000.0,109589.0,坡道平面,15.46,2450000.0,RPOPMLQKIIIGFEE87CB,棋琴26重奏,F3棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物)+車位,高雄市左營區果貿段177-9地號,13.74,住,1121015.0,土地1建物1車位1,十三層,18.0,住宅大樓(11層含以上有電梯),142.6,2.0,2.0,14080000.0,101620.0,坡道平面,24.71,2100000.0,RPTPMLQKIIIGFEE38CB,華友聯NeXT21,D1棟13號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物)+車位,高雄市左營區果貿段177-9地號,13.74,住,1121015.0,土地1建物1車位1,四層,18.0,住宅大樓(11層含以上有電梯),142.6,2.0,2.0,13880000.0,99500.0,坡道平面,24.71,2150000.0,RPUPMLQKIIIGFEE48CB,華友聯NeXT21,E5棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,左營區,房地(土地+建物),高雄市左營區果貿段177-9地號,9.16,住,1121016.0,土地1建物1車位0,四層,18.0,住宅大樓(11層含以上有電梯),78.11,1.0,1.0,8100000.0,103700.0,,0.0,0.0,RPVPMLQKIIIGFEE58CB,華友聯NeXT21,B8棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,18.96,住,1121001.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),153.15,2.0,2.0,14050000.0,89010.0,坡道平面,17.21,1950000.0,RPPNMLQKIIIGFFE87CB,?讀時代,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_04,橋頭區,房地(土地+建物)+車位,高雄市橋頭區新南一街與新南二街與新南三街,13.69,住,1121001.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),118.08,2.0,2.0,11690000.0,97551.0,坡道平面,17.21,1850000.0,RPQNMLQKIIIGFFE97CB,?讀時代,D棟7號
