鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,東石鄉,房地(土地+建物),嘉義縣東石鄉蔦松村湖底17-1號旁,91.67,Unnamed: 4,鄉村區,乙種建築用地,1120517,土地2建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,149.35,4,2,4.1,有,無,8580000,57449,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMLNHIGFBQ78CB,上荷院8期,8C區棟13號,Unnamed: 30,來源資料夾,民雄鄉,嘉義縣民雄鄉正義二街,169.25,住,Unnamed: 5,Unnamed: 6,1120813,土地4建物1車位0,242.18,5,25800000,106532,RPPNMLOKQHIGFCQ66CB,中正-森學院,A棟10號,大林鎮,嘉義縣大林鎮林頭,118.37,1121111,173.42,3.1,10580000,61008,RPQNMLPKJIIGFCQ88CB,新社團三期,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,太保市,嘉義縣太保市民生路,130.79,1121223.0,202.2,2.0,17800000.0,88032.0,RPQNMLKKJHJGFDQ48CB,玉興大悅-第二期,特棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地2建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,24.79,1100000.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市維新街,21.67,1121222.0,101.46,2.0,7700000.0,86083.0,RPPNMLLKJHJGFBQ28CB,仰望,B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地2建物1車位1,四層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,坡道機械,8.6,600000.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市維新街,21.67,1121228.0,85.27,2.0,7050000.0,84127.0,RPQNMLLKJHJGFBQ38CB,仰望,B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地2建物1車位1,八層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,24.79,1200000.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市維新街,31.06,1121228.0,134.67,2.0,10680000.0,86276.0,RPRNMLLKJHJGFBQ48CB,仰望,A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地2建物1車位1,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,坡道機械,8.6,550000.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市維新街,24.38,1121229.0,94.86,2.0,7910000.0,85323.0,RPSNMLLKJHJGFBQ58CB,仰望,B2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,5.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,184.82,1130103.0,223.4,1.0,14860000.0,66517.0,RPRNMLLKJHJGFCQ58CB,寬居,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,5.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,190.82,1130103.0,223.4,1.0,14880000.0,66607.0,RPSNMLLKJHJGFCQ68CB,寬居,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,5.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,140.75,1130103.0,196.07,1.0,10500000.0,53552.0,RPTNMLLKJHJGFCQ78CB,寬居,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,132.75,1130103.0,192.19,1.0,10550000.0,54894.0,RPUNMLLKJHJGFCQ88CB,寬居,B棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,其他,11.02,600000.0,,,,,,112_05,,,,,,,,,,,,,,,,太保市,嘉義縣太保市合德新村,35.75,1121230.0,86.66,1.0,6750000.0,81306.0,RPQNMLLKJHJGFDQ58CB,美銓新宿,5B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地1建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,其他,11.02,600000.0,,,,,,112_05,,,,,,,,,,,,,,,,太保市,嘉義縣太保市合德新村,35.84,1130106.0,86.79,1.0,6700000.0,80507.0,RPRNMLLKJHJGFDQ68CB,美銓新宿,4B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,5.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,132.75,1130103.0,185.57,1.0,10300000.0,55505.0,RPPNMLMKJHJGFCQ48CB,寬居,B棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,4.0,有,無,,,,0.0,0.0,屋突。,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-27地號,111.45,1121213.0,183.01,2.0,11525000.0,62975.0,RPQNMLMKJHJGFCQ58CB,知築2,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,136.75,1130103.0,186.38,1.0,10000000.0,53654.0,RPRNMLMKJHJGFCQ68CB,寬居,B棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,133.75,1130103.0,186.38,1.0,10680000.0,57302.0,RPSNMLMKJHJGFCQ78CB,寬居,C棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,133.75,1130105.0,205.46,2.0,11680000.0,56848.0,RPUNMLMKJHJGFCQ98CB,寬居,C棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,特定農業區,甲種建築用地,,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,5.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中和村社溝190號對面,133.75,1130105.0,186.38,1.0,10300000.0,55263.0,RPVNMLMKJHJGFCQ09CB,寬居,C棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,升降機械,8.29,600000.0,,,,,,112_05,,,,,,,,,,,,,,,,太保市,嘉義縣太保市太保270之15號附近,45.58,1121229.0,116.75,2.0,7850000.0,66845.0,RPPNMLMKJHJGFDQ58CB,太保贏家一期,B棟2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,升降機械,8.29,600000.0,,,,,,112_05,,,,,,,,,,,,,,,,太保市,嘉義縣太保市太保270之15號附近,45.59,1121229.0,116.75,2.0,7850000.0,66845.0,RPQNMLMKJHJGFDQ68CB,太保贏家一期,C棟2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,,5.0,,5.0,有,無,,,,0.0,0.0,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,,,,,,,,,,,,,,,中埔鄉,嘉義縣中埔鄉忠明路與中庄街,108.67,1130109.0,233.21,2.0,20500000.0,87904.0,RPRNMLMKJHJGFDQ78CB,遇見福德,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,商,,,,土地1建物1車位1,全,3.0,透天厝,商業用,鋼筋混凝土造,,,4.0,,4.0,有,無,,,一樓平面,13.75,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉民興段172-1地號,126.35,1130103.0,200.66,1.0,19200000.0,95684.0,RPPNMLMKJHJGFCQ58DB,嘉義縣民雄鄉民鄉段兩戶建案,A2棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地1建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,5.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉嘉80縣道,119.81,1130102.0,204.0,3.0,15800000.0,77451.0,RPPNMLNKJHJGFCQ58CB,民雄帝標,B6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地1建物1車位0,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉嘉80縣道,30.07,1130107.0,97.27,2.0,6830000.0,70217.0,RPQNMLNKJHJGFCQ68CB,民雄帝標,6F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地9建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉正義一街,139.53,1130105.0,204.63,2.0,16900000.0,82588.0,RPPNMLOKJHJGFCQ68CB,中正-森學院,C棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地9建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉正義一街,144.58,1130105.0,223.16,2.0,17800000.0,79763.0,RPQNMLOKJHJGFCQ78CB,中正-森學院,C棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地4建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉富農一街,103.13,1130109.0,164.08,2.0,14500000.0,88372.0,RPRNMLOKJHJGFCQ88CB,中正-森學院,B棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,0.0,0.0,約定專用停車位，位於一樓法定空地。,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,46.26,1121215.0,94.12,2.0,7060000.0,75011.0,RPSNMLOKJHJGFCQ98CB,知築2,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地1建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,27.63,1300000.0,,,,,,112_05,,,,,,,,,,,,,,,,水上鄉,嘉義縣水上鄉水南段129地號市政街31巷,41.53,1121218.0,111.58,2.0,8500000.0,85765.0,RPPNMLOKJHJGFDQ78CB,元森岦,1棟3A2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,一樓平面,34.88,1350000.0,,,,,,112_05,,,,,,,,,,,,,,,,水上鄉,嘉義縣水上鄉水南段129地號市政街31巷,36.34,1121216.0,108.34,2.0,7850000.0,88484.0,RPQNMLOKJHJGFDQ88CB,元森岦,1棟5A5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地1建物1車位1,二層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,29.49,850000.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市內厝路,48.87,1130103.0,143.69,2.0,9430000.0,75131.0,RPPNMLPKJHJGFBQ68CB,百富璞植,C棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1121217.0,75.3,2.0,5080000.0,67463.0,RPPNMLPKJHJGFCQ78CB,知築2,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,約定專用停車位，位於一樓平面法定空地。,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1121217.0,75.3,2.0,6060000.0,80478.0,RPQNMLPKJHJGFCQ88CB,知築2,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,3.0,,3.0,有,無,,,,0.0,0.0,屋突。,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-25地號,114.04,1121217.0,168.76,2.0,10130000.0,60026.0,RPRNMLPKJHJGFCQ98CB,知築2,C棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地3建物1車位0,六層,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,3.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,中埔鄉,嘉義縣中埔鄉後庄17巷,29.3,1121229.0,77.26,2.0,5690000.0,73647.0,RPPNMLPKJHJGFDQ88CB,天晴19,A棟6A6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,鄉村區,乙種建築用地,,土地3建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,16.13,1080000.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,46.26,1121219.0,110.25,2.0,7560000.0,68848.0,RPPNMLRKJHJGFCQ98CB,知築2,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,鄉村區,乙種建築用地,,土地3建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,一樓平面,34.95,1180000.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,45.95,1121225.0,128.32,2.0,7660000.0,69401.0,RPQNMLRKJHJGFCQ09CB,知築2,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,鄉村區,乙種建築用地,,土地3建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,一樓平面,24.75,1080000.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1121226.0,100.05,2.0,6360000.0,70120.0,RPRNMLRKJHJGFCQ56CB,知築2,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,0.0,0.0,約定專用停車位，位於一樓平面法定空地。,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,45.95,1121223.0,93.37,2.0,6960000.0,74542.0,RPSNMLRKJHJGFCQ66CB,知築2,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1121227.0,75.3,2.0,4880000.0,64807.0,RPTNMLRKJHJGFCQ76CB,知築2,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1130104.0,75.3,2.0,4980000.0,66135.0,RPUNMLRKJHJGFCQ86CB,知築2,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1130105.0,75.3,2.0,4880000.0,64807.0,RPVNMLRKJHJGFCQ96CB,知築2,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1130107.0,75.3,2.0,4780000.0,63479.0,RPWNMLRKJHJGFCQ07CB,知築2,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1130107.0,75.3,2.0,4980000.0,66135.0,RPXNMLRKJHJGFCQ17CB,知築2,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,鄉村區,乙種建築用地,,土地3建物1車位0,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,民雄鄉,嘉義縣民雄鄉中菁段840-18地號,38.84,1130112.0,75.3,2.0,4980000.0,66135.0,RPOOMLRKJHJGFCQ98CB,知築2,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,2.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,太保市,嘉義縣太保市過溝段過溝小段1142之13地號,123.3,1130117.0,161.61,2.0,11600000.0,71778.0,RPPNMLRKJHJGFDQ09CB,鑫盛市五期,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地2建物1車位0,三層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市維新街,31.06,1130115.0,109.88,2.0,9300000.0,84638.0,RPRNMLSKJHJGFBQ56CB,仰望,A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地2建物1車位0,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市維新街,20.85,1130104.0,73.76,2.0,6230000.0,84463.0,RPSNMLSKJHJGFBQ66CB,仰望,A2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地2建物1車位1,六層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,坡道機械,8.6,500000.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市維新街,20.85,1130113.0,82.36,2.0,6730000.0,84463.0,RPTNMLSKJHJGFBQ76CB,仰望,A2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地2建物1車位1,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,1.0,有,無,,,坡道機械,8.6,550000.0,,,,,,112_05,,,,,,,,,,,,,,,,朴子市,嘉義縣朴子市維新街,24.38,1130116.0,94.86,2.0,7850000.0,84628.0,RPUNMLSKJHJGFBQ86CB,仰望,B2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地2建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,升降機械,8.9,400000.0,交易總價含下列非屬預售屋價格之費用:家電費:30000元,,,,,112_05,,,,,,,,,,,,,,,,太保市,嘉義縣太保市嘉58線,32.0,1130111.0,89.37,2.0,6200000.0,72077.0,RPPNMLSKJHJGFDQ56CB,桔境,1棟3B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地2建物1車位0,二層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,0.0,0.0,本案含1戶外約定專用車位編號53，價值新台幣玖拾萬元。,,,,,112_05,,,,,,,,,,,,,,,,中埔鄉,嘉義縣中埔鄉幸福一路與中庄街口,26.31,1130110.0,101.12,2.0,9120000.0,90190.0,RPQNMLSKJHJGFDQ66CB,水無月-璞悅,1棟2C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,住,,,,土地2建物1車位1,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,坡道平面,13.75,1200000.0,,,,,,112_05,,,,,,,,,,,,,,,,中埔鄉,嘉義縣中埔鄉幸福一路與中庄街口,26.31,1130106.0,114.6,2.0,9980000.0,87060.0,RPRNMLSKJHJGFDQ76CB,水無月-璞悅,1棟9B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地1建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,,4.0,,4.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,中埔鄉,嘉義縣中埔鄉忠明路,100.01,1121226.0,195.06,2.0,15000000.0,76899.0,RPSNMLSKJHJGFDQ86CB,漢昇築幸福,A棟A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地1建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,,2.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,水上鄉,嘉義縣水上鄉水南段129地號市政街31巷,35.68,1121223.0,72.13,2.0,6390000.0,88590.0,RPTNMLSKJHJGFDQ96CB,元森岦,1棟4A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,住,,,,土地1建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,,2.0,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,水上鄉,嘉義縣水上鄉水南段129地號市政街31巷,40.75,1121231.0,82.37,2.0,6650000.0,80733.0,RPUNMLSKJHJGFDQ07CB,元森岦,1棟3A1號
