鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中山區,房地(土地+建物),臺北市中山區新生里松江路330巷23號,6.03,住,Unnamed: 5,Unnamed: 6,1120512,土地4建物1車位0,十三層,13,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,30.07,1,1.1,1.2,有,無,11080000,368474,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCA17CB,松江ONE,D-13F號,Unnamed: 30,來源資料夾,南港區,房地(土地+建物)+車位,臺北市南港區福山街44巷5號,18.53,1120813,土地3建物1車位1,十二層,15,134.11,3,2,2.1,29180000,269508,坡道平面,36.97,3000000,RPPNMLNKQHIGFDA67CB,中研首席,A2-12F號,中正區,臺北市中正區臨沂街33巷,24.77,1121111,土地1建物1車位1,六層,12,157.79,60080000,461488,35.62,3700000,RPPNMLLKJIIGFBA66CB,日健邸,6F-A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,2.0,,,坡道平面,,,,,,信義區,臺北市信義區基隆路二段２２號旁,8.02,1121118.0,土地15建物1車位1,二十層,24.0,144.89,61890000.0,508105.0,30.76,3900000.0,RPTNMLQJKIIGFDA77CB,華誼信義-閱明,A1-20F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,1.0,1.0,,,其他,,,,,,北投區,臺北市北投區懷德街66巷21號,13.94,1121126.0,土地4建物1車位1,五層,13.0,82.25,23500000.0,308364.0,13.5,2300000.0,RPPNMLQJKIIGFEA47CB,岳泰明德,A3-5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,1.0,,,,,,,,,士林區,臺北市士林區臺北市士林區中山北路七段141巷21號,12.15,1121126.0,土地1建物1車位0,八層,12.0,61.4,19500000.0,317590.0,0.0,0.0,RPQNMLQJKIIGFEA57CB,天母上苑,C21號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,大安區,臺北市大安區新生南路三段,8.03,1121126.0,土地1建物1車位0,三層,10.0,57.92,28450000.0,491195.0,0.0,0.0,RPPNMLQJKIIGFFA57CB,植建築,B-3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,1.0,2.0,1.0,,,坡道平面,,,,,,大安區,臺北市大安區義安里信義路四段,6.61,1121111.0,土地11建物1車位1,六層,23.0,128.99,54070000.0,561265.0,38.89,3500000.0,RPSNMLQJKIIGFFA87CB,耑岫,A2-6F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,2.0,,,,,,,,,大安區,臺北市大安區義安里信義路四段,8.92,1121111.0,土地11建物1車位0,六層,23.0,121.58,66940000.0,550584.0,0.0,0.0,RPTNMLQJKIIGFFA97CB,耑岫,A3-6F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,2.0,,,坡道平面,,,,,,大安區,臺北市大安區義安里信義路四段,8.94,1121114.0,土地11建物1車位1,十三層,23.0,160.87,78100000.0,606657.0,38.89,4100000.0,RPUNMLQJKIIGFFA08CB,耑岫,A1-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,2.0,,,坡道平面,,,,,,大安區,臺北市大安區義安里信義路四段,7.7,1121114.0,土地11建物1車位1,十四層,23.0,143.85,67820000.0,608041.0,38.89,4000000.0,RPVNMLQJKIIGFFA18CB,耑岫,A3-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,大安區,臺北市大安區義安里信義路四段,5.03,1121116.0,土地11建物1車位0,十七層,23.0,68.84,44220000.0,642359.0,0.0,0.0,RPWNMLQJKIIGFFA28CB,耑岫,A6-17F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,文山區,臺北市文山區和興路115號,34.57,1121205.0,土地8建物1車位1,一層,6.0,132.2,25550000.0,234927.0,34.51,2600000.0,RPPNMLQJKIIGFAA17DB,碧水岸,C棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,0.0,1.0,1.0,,,,,,,,,大同區,臺北市大同區大同區鄰江里延平北路四段17號,6.76,1121111.0,土地1建物1車位0,一層,11.0,53.58,24500000.0,457260.0,0.0,0.0,RPQNMLQJKIIGFBA37DB,永豐泰雲川,A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區文林北路75巷中正高中對面,34.06,1121205.0,土地1建物1車位1,五層,11.0,171.47,44100000.0,316382.0,41.88,3100000.0,RPPNMLQJKIIGFEA57DB,璞真文學,1棟5B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,4.0,2.0,2.0,,,坡道平面,,,,,,士林區,臺北市士林區福志里中山北路五段686號,19.24,1121123.0,土地17建物1車位1,十三層,15.0,192.72,58500000.0,354701.0,36.25,3000000.0,RPPNMLRJKIIGFEA57CB,碩樺Artist,A3-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區三合街一段82巷,22.99,1121205.0,土地2建物1車位1,三層,9.0,143.42,30960000.0,259706.0,35.76,3000000.0,RPQNMLRJKIIGFEA67CB,長耀四季,B棟B3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,1.0,1.0,,,,,,,,,大安區,臺北市大安區義安里信義路四段,5.04,1121117.0,土地11建物1車位0,十六層,23.0,68.78,44000000.0,639721.0,0.0,0.0,RPQNMLRJKIIGFFA77CB,耑岫,A6-16F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼骨混凝土造,,,,,,無,無,,,,,,毛胚屋；,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,0.0,0.0,0.0,,,坡道平面,,,,,,大安區,臺北市大安區敦南街103號 共11筆,16.31,1121128.0,土地20建物1車位1,十層,13.0,144.93,53580000.0,450712.0,35.37,4200000.0,RPVNMLRJKIIGFFA28CB,亞昕敦南,C-10F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,,,,,,無,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,0.0,0.0,0.0,,,坡道平面,,,,,,大安區,臺北市大安區瑞安街155巷,41.14,1121120.0,土地1建物1車位3,十五層,21.0,349.68,135880000.0,521532.0,110.04,10900000.0,RPXNMLRJKIIGFFA48CB,Forest Park 吉美富徠,A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,1.0,1.0,,,,,,,,,文山區,臺北市文山區景文街48號,6.09,1121123.0,土地25建物1車位0,九層,22.0,78.26,21400000.0,273447.0,0.0,0.0,RPPNMLRJKIIGFAA27DB,岳泰峰華,A2-9樓號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,露臺戶,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.42,1121127.0,土地1建物1車位0,十三層,15.0,42.89,17400000.0,405689.0,0.0,0.0,RPPNMLSJKIIGFAA27CB,世達懿居,D-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.4,1121128.0,土地1建物1車位0,二層,15.0,42.43,15800000.0,372378.0,0.0,0.0,RPQNMLSJKIIGFAA37CB,世達懿居,D-2F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.46,1121205.0,土地1建物1車位0,九層,15.0,43.34,17150000.0,395708.0,0.0,0.0,RPRNMLSJKIIGFAA47CB,世達懿居,D-9F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,1.0,0.0,1.0,,,,,,,,,中正區,臺北市中正區南昌路二段,3.08,1121206.0,土地1建物1車位0,七層,15.0,38.53,14680000.0,381002.0,0.0,0.0,RPSNMLSJKIIGFAA57CB,世達懿居,J-7F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,1.0,2.0,,,其他,,,,,,中正區,臺北市中正區南昌路二段,9.55,1121128.0,土地1建物1車位1,三層,15.0,130.44,44900000.0,360794.0,12.09,2200000.0,RPTNMLSJKIIGFAA67CB,世達懿居,E-3F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,露臺戶,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,萬華區,臺北市萬華區西寧南路120號,4.85,1121201.0,土地2建物1車位1,十四層,15.0,82.4,22430000.0,303650.0,14.46,1800000.0,RPPNMLSJKIIGFBA37CB,漢寶西門綻,A1-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,萬華區,臺北市萬華區西寧南路120號,4.23,1121130.0,土地2建物1車位1,十三層,15.0,73.59,19800000.0,302723.0,14.46,1900000.0,RPQNMLSJKIIGFBA47CB,漢寶西門綻,D1-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,萬華區,臺北市萬華區西寧南路120號,4.23,1121130.0,土地2建物1車位1,十四層,15.0,73.59,20200000.0,304414.0,14.46,2200000.0,RPRNMLSJKIIGFBA57CB,漢寶西門綻,D1-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,萬華區,臺北市萬華區西寧南路120號,4.27,1121125.0,土地2建物1車位1,二層,15.0,74.13,18920000.0,286911.0,14.46,1800000.0,RPSNMLSJKIIGFBA67CB,漢寶西門綻,D2-02F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,萬華區,臺北市萬華區西寧南路120號,4.27,1121201.0,土地2建物1車位1,九層,15.0,74.13,20200000.0,299983.0,14.46,2300000.0,RPTNMLSJKIIGFBA77CB,漢寶西門綻,D2-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,萬華區,臺北市萬華區西寧南路120號,4.27,1121122.0,土地2建物1車位1,十二層,15.0,74.13,20380000.0,304676.0,14.46,2200000.0,RPUNMLSJKIIGFBA87CB,漢寶西門綻,D2-12F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,升降平面,,,,,,大同區,臺北市大同區保安街51-57號、保安街49巷4-6號,8.39,1121202.0,土地14建物1車位1,十二層,15.0,129.01,30380000.0,288965.0,33.22,2700000.0,RPVNMLSJKIIGFBA97CB,樂揚心閱,A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,坡道平面,,,,,,大同區,臺北市大同區保安街51-57號、保安街49巷4-6號,9.71,1121202.0,土地14建物1車位1,十二層,15.0,150.65,35500000.0,288757.0,39.83,3500000.0,RPWNMLSJKIIGFBA08CB,樂揚心閱,B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區週美里新富街,41.73,1121123.0,土地2建物1車位2,九層,12.0,230.35,64280000.0,368680.0,73.9,6600000.0,RPPNMLSJKIIGFCA47CB,義泰田境,A3-9F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區週美里新富街,41.59,1121123.0,土地2建物1車位2,九層,12.0,229.8,63370000.0,364144.0,73.9,6600000.0,RPQNMLSJKIIGFCA57CB,義泰田境,A2-9F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區週美里新富街,40.44,1121118.0,土地2建物1車位2,五層,12.0,225.48,61760000.0,366539.0,73.9,6200000.0,RPRNMLSJKIIGFCA67CB,義泰田境,A3-5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,內湖區,臺北市內湖區週美里新富街,41.42,1121118.0,土地2建物1車位2,五層,12.0,229.15,62740000.0,361610.0,73.9,6600000.0,RPSNMLSJKIIGFCA77CB,義泰田境,A5-5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,1.0,,,,,,,,,信義區,臺北市信義區基隆路一段,4.61,1121202.0,土地4建物1車位0,八層,23.0,64.6,29380000.0,454799.0,0.0,0.0,RPPNMLSJKIIGFDA57CB,青后,F-8F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,,,,,有,無,,,,,,有約定專用部分:露台露台坪數：9.60坪,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,信義區,臺北市信義區基隆路一段,4.77,1121126.0,土地4建物1車位1,十四層,23.0,82.91,39200000.0,547576.0,16.07,2600000.0,RPQNMLSJKIIGFDA67CB,青后,C-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,1.0,,,,,,,,,信義區,臺北市信義區基隆路一段,4.8,1121119.0,土地4建物1車位0,二十二層,23.0,67.2,32630000.0,485565.0,0.0,0.0,RPRNMLSJKIIGFDA77CB,青后,C-22F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,塔式車位,,,,,,信義區,臺北市信義區基隆路一段,7.19,1121203.0,土地4建物1車位1,十一層,23.0,116.79,49250000.0,464158.0,16.07,2500000.0,RPSNMLSJKIIGFDA87CB,青后,B-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,信義區,臺北市信義區基隆路一段,5.54,1121203.0,土地4建物1車位1,十一層,23.0,93.54,38480000.0,464438.0,16.07,2500000.0,RPTNMLSJKIIGFDA97CB,青后,A-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,,,,,有,無,,,,,,有約定專用部分:露台露台坪數：10.72坪,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,信義區,臺北市信義區基隆路一段,4.73,1121118.0,土地4建物1車位1,十四層,23.0,82.71,39300000.0,550720.0,16.07,2600000.0,RPUNMLSJKIIGFDA08CB,青后,B-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,商,,,,,,,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,2.0,1.0,,,塔式車位,,,,,,信義區,臺北市信義區基隆路一段,5.54,1121118.0,土地4建物1車位1,十三層,23.0,93.54,38800000.0,465987.0,16.07,2700000.0,RPVNMLSJKIIGFDA18CB,青后,A-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,1.0,1.0,,,坡道平面,,,,,,北投區,臺北市北投區石牌路一段58巷37號,15.08,1121201.0,土地1建物1車位1,五層,12.0,110.7,24020000.0,294029.0,37.51,2500000.0,RPPNMLSJKIIGFEA67CB,天匯,B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,親友、員工、共有人或其他特殊關係間之交易；,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,2.0,1.0,1.0,,,坡道平面,,,,,,北投區,臺北市北投區石牌路一段58巷37號,15.08,1121201.0,土地1建物1車位1,七層,12.0,113.58,24380000.0,296898.0,40.39,2650000.0,RPQNMLSJKIIGFEA77CB,天匯,B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里承德路六段,19.94,1121111.0,土地1建物1車位1,七層,18.0,171.85,47850000.0,314889.0,29.26,2950000.0,RPTNMLSJKIIGFEA08CB,士科潤山,A-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里承德路六段,19.94,1121111.0,土地1建物1車位1,四層,18.0,171.85,47880000.0,312995.0,29.26,3250000.0,RPUNMLSJKIIGFEA18CB,士科潤山,A-04F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,坡道平面,,,,,,北投區,臺北市北投區建民里承德路六段,19.94,1121118.0,土地1建物1車位1,十一層,18.0,169.53,48400000.0,316704.0,26.81,3200000.0,RPVNMLSJKIIGFEA28CB,士科潤山,F-11F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,其他,,,,,,,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,2.0,,,,,,,,,北投區,臺北市北投區建民里承德路六段,12.26,1121112.0,土地1建物1車位0,六層,18.0,88.36,29860000.0,337936.0,0.0,0.0,RPWNMLSJKIIGFEA38CB,士科潤山,E-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,2.0,,,,,,,,,萬華區,臺北市萬華區興義街17號,16.22,1121209.0,土地3建物1車位0,五層,15.0,93.82,19800000.0,211042.0,0.0,0.0,RPQNMLTJKIIGFBA57CB,城西蒔光,A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,2.0,,,,,,,,,萬華區,臺北市萬華區興義街17號,14.92,1121209.0,土地3建物1車位0,五層,15.0,86.26,18000000.0,208671.0,0.0,0.0,RPRNMLTJKIIGFBA67CB,城西蒔光,D號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,升降平面,,,,,,萬華區,臺北市萬華區興義街17號,20.01,1121209.0,土地3建物1車位1,九層,15.0,151.29,26700000.0,210367.0,35.54,2350000.0,RPSNMLTJKIIGFBA77CB,城西蒔光,C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物),,,,,,,,2.0,2.0,2.0,,,,,,,,,萬華區,臺北市萬華區興義街17號,16.22,1121127.0,土地3建物1車位0,三層,15.0,93.82,19700000.0,209977.0,0.0,0.0,RPTNMLTJKIIGFBA87CB,城西蒔光,A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,住,,,,,,,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,,,,,,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,,,,,3.0,2.0,2.0,,,升降平面,,,,,,萬華區,臺北市萬華區興義街17號,20.0,1121127.0,土地3建物1車位1,三層,15.0,151.21,26300000.0,205758.0,35.54,2500000.0,RPUNMLTJKIIGFBA97CB,城西蒔光,B號
