鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路261號對面,24.05,其他,Unnamed: 5,Unnamed: 6,1120511,土地2建物1車位1,十一層,14,辦公商業大樓,見其他登記事項,鋼筋混凝土造,Unnamed: 14,153.94,3,1,2,有,無,15190000,115127,坡道平面,34.42,1430000,Unnamed: 26,RPPNMLPKNHIGFCJ38CB,星都?C區,3D棟11F號,Unnamed: 30,來源資料夾,新埔鎮,房地(土地+建物),新竹縣新埔鎮壹山街50號,312.86,Unnamed: 4,鄉村區,國土保安用地,1120813,土地2建物1車位0,全,4,透天厝,住家用,278.29,4.1,4.2,39890000,143340,Unnamed: 23,0.0,0,RPVNMLNKQHIGFBJ98CB,壹山2K,K棟5號,187.52,乙種建築用地,1121112,287.1,39970000,139220,RPUNMLNKJIIGFBJ28CB,壹山2D,D棟1號
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘口七街,38.05,住,,,1120301.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,145.22,3.0,2.0,2.0,有,無,27200000.0,198002.0,坡道平面,20.07,2420000.0,,RPRNMLLJLHIGFBJ77CB,珀伽索斯,C棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市聯興三街236巷137號,36.51,,特定農業區,甲種建築用地,1120301.0,土地4建物1車位1,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,147.72,3.0,1.0,2.0,有,無,15130000.0,105507.0,坡道平面,20.43,1700000.0,,RPPNMLMJLHIGFBJ67CB,植光,F5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市聯興三街236巷137號,36.61,,特定農業區,甲種建築用地,1120225.0,土地4建物1車位1,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,147.98,3.0,1.0,2.0,有,無,14480000.0,100588.0,坡道平面,20.43,1650000.0,,RPQNMLMJLHIGFBJ77CB,植光,E5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市聯興三街236巷137號,42.69,,特定農業區,甲種建築用地,1120220.0,土地4建物1車位1,六層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,169.21,3.0,1.0,2.0,有,無,17450000.0,105861.0,坡道平面,20.43,1700000.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPRNMLMJLHIGFBJ87CB,植光,B6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮福德街與中正一街交叉路口,11.19,商,,,1120219.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,121.39,2.0,2.0,1.0,有,無,10070000.0,101916.0,坡道機械,31.61,920000.0,,RPUNMLNJLHIGFBJ28CB,竹科臻邦,B1棟10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,46.25,,山坡地保育區,丙種建築用地,1120225.0,土地8建物1車位1,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,137.73,3.0,2.0,2.0,有,無,17000000.0,129102.0,坡道平面,17.67,1500000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之18.99。,RPPNMLNJLHIGFCJ87CB,宏道新竹帝寶8區3號,G2棟3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉雙林路,94.89,,山坡地保育區,丙種建築用地,1120226.0,土地8建物1車位2,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,281.7,4.0,2.0,3.0,有,無,33400000.0,123600.0,坡道平面,35.34,2950000.0,不計價聯合社區土地總面積22523.59㎡，買家持分為十萬分之38.96。,RPQNMLNJLHIGFCJ97CB,宏道新竹帝寶8區3號,F1棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮至善路至善段40.41.42.43地號,10.87,住,,,1120226.0,土地4建物1車位0,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,57.49,2.0,2.0,2.0,有,無,5600000.0,97408.0,,0.0,0.0,,RPRNMLNJLHIGFCJ08CB,至善高第,B2-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,17.41,商,,,1120218.0,土地1建物1車位2,十一層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,192.34,3.0,2.0,2.0,有,無,14500000.0,91061.0,坡道平面,60.56,2500000.0,,RPPNMLOJLHIGFCJ97CB,富廣和合,B棟11F-5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,17.47,商,,,1120219.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.17,3.0,2.0,2.0,有,無,13350000.0,90985.0,坡道平面,30.28,1350000.0,,RPQNMLOJLHIGFCJ08CB,富廣和合,C棟12F-5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,17.05,商,,,1120218.0,土地1建物1車位1,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,159.42,3.0,2.0,2.0,有,無,14350000.0,99892.0,坡道平面,30.28,1450000.0,,RPRNMLOJLHIGFCJ18CB,富廣和合,C棟14F-6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物),新竹縣湖口鄉綠園段279-68地號,80.49,,特定農業區,甲種建築用地,1120305.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,125.88,4.0,2.0,3.0,有,無,11980000.0,95170.0,,0.0,0.0,,RPPNMLPJLHIGFDJ18CB,悅時代,H棟12號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市站後段1165地號,15.94,住,,,1120212.0,土地1建物1車位1,二層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.9,2.0,2.0,1.0,有,無,15750000.0,160575.0,坡道平面,35.27,2000000.0,,RPTNMLQJLHIGFBJ48CB,富來.御川,A3棟2F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市站後段1165地號,15.77,住,,,1120219.0,土地1建物1車位1,八層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.04,2.0,2.0,1.0,有,無,16080000.0,165507.0,坡道平面,35.27,2050000.0,,RPUNMLQJLHIGFBJ58CB,富來.御川,B1棟8F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市站後段1165地號,15.77,住,,,1120212.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,120.04,2.0,2.0,1.0,有,無,16000000.0,164563.0,坡道平面,35.27,2050000.0,,RPVNMLQJLHIGFBJ68CB,富來.御川,B1棟13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市站後段1165地號,23.52,住,,,1120226.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,162.79,3.0,2.0,2.0,有,無,23320000.0,167023.0,坡道平面,36.34,2200000.0,,RPWNMLQJLHIGFBJ78CB,富來.御川,B3棟13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-3地號,22.5,住,,,1120226.0,土地1建物1車位1,十二層,8.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,119.63,2.0,2.0,1.0,有,無,18230000.0,187856.0,坡道平面,33.5,2050000.0,,RPRNMLRJLHIGFBJ38CB,一森峰,A5棟08號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市隘興段628-3地號,32.7,住,,,1120305.0,土地1建物1車位1,八層,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,158.43,3.0,2.0,2.0,有,無,24250000.0,177700.0,坡道平面,33.5,2050000.0,,RPSNMLRJLHIGFBJ48CB,一森峰,C1棟08號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市華興三街,28.81,住,,,1120213.0,土地1建物1車位1,九層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.48,3.0,2.0,2.0,有,無,19780000.0,144655.0,坡道平面,29.53,1850000.0,,RPUNMLRJLHIGFBJ68CB,佳鋐華興?,B1棟9F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市華興三街,28.81,住,,,1120213.0,土地1建物1車位1,十三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,153.48,3.0,2.0,2.0,有,無,19350000.0,141186.0,坡道平面,29.53,1850000.0,,RPVNMLRJLHIGFBJ78CB,佳鋐華興?,B1棟13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中義段693地號,31.11,住,,,1120302.0,土地1建物1車位1,十三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,151.55,3.0,2.0,2.0,有,無,13760000.0,98112.0,坡道平面,27.1,1550000.0,,RPPNMLSJLHIGFDJ48CB,昕承,A棟A1-13F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中義段693地號,20.67,住,,,1120301.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.67,2.0,2.0,1.0,有,無,9710000.0,100484.0,坡道平面,25.97,1400000.0,,RPQNMLSJLHIGFDJ58CB,昕承,B棟B2-4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉中義段693地號,20.67,住,,,1120221.0,土地1建物1車位1,三層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,108.67,2.0,2.0,1.0,有,無,9810000.0,101088.0,坡道平面,25.97,1450000.0,,RPRNMLSJLHIGFDJ68CB,昕承,B棟B2-3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物),新竹縣湖口鄉嘉興路一段,21.39,,特定農業區,甲種建築用地,1120305.0,土地1建物1車位0,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,72.51,2.0,1.0,1.0,有,無,5620000.0,77507.0,,0.0,0.0,,RPSNMLSJLHIGFDJ78CB,讚時代,7C號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉嘉興路一段,21.66,,特定農業區,甲種建築用地,1120305.0,土地1建物1車位1,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.73,2.0,1.0,1.0,有,無,6950000.0,78600.0,坡道平面,34.32,1180000.0,,RPTNMLSJLHIGFDJ88CB,讚時代,7H號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物),新竹縣湖口鄉信義街97巷,23.83,住,,,1120224.0,土地2建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.1,2.0,2.0,1.0,有,無,6280000.0,89586.0,,0.0,0.0,,RPQOMLTJLHIGFDJ78CB,福田雲端,C棟5F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物),新竹縣湖口鄉信義街97巷,23.83,住,,,1120225.0,土地2建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,70.1,2.0,2.0,1.0,有,無,6020000.0,85877.0,,0.0,0.0,,RPROMLTJLHIGFDJ88CB,福田雲端,C棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物),新竹縣湖口鄉信義街97巷,21.06,住,,,1120219.0,土地2建物1車位0,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,61.95,2.0,2.0,1.0,有,無,5000000.0,80710.0,,0.0,0.0,,RPUOMLTJLHIGFDJ56CB,福田雲端,A棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物),新竹縣湖口鄉信義街97巷,21.06,住,,,1120220.0,土地2建物1車位0,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,61.95,2.0,2.0,1.0,有,無,4860000.0,78450.0,,0.0,0.0,,RPVOMLTJLHIGFDJ66CB,福田雲端,A棟3F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮福德街與中正一街交叉路口,11.19,商,,,1120226.0,土地1建物1車位2,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.85,2.0,2.0,1.0,有,無,10800000.0,99409.0,坡道機械,63.22,1890000.0,,RPPNMLTJLHIGFBJ38CB,竹科臻邦,B6棟10F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新埔鎮,房地(土地+建物)+車位,新竹縣新埔鎮福德街與中正一街交叉路口,11.19,商,,,1120226.0,土地1建物1車位2,八層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,152.85,2.0,2.0,1.0,有,無,10720000.0,99074.0,坡道機械,63.22,1840000.0,,RPQNMLTJLHIGFBJ48CB,竹科臻邦,B6棟8F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,17.04,商,,,1120221.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,130.77,2.0,2.0,2.0,有,無,22200000.0,199483.0,坡道平面,30.16,2130000.0,,RPRNMLTJLHIGFBJ58CB,合新詠遇,A棟3號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,21.63,商,,,1120224.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,156.96,3.0,2.0,2.0,有,無,26650000.0,193375.0,坡道平面,30.16,2130000.0,,RPSNMLTJLHIGFBJ68CB,合新詠遇,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,15.08,商,,,1120302.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.27,2.0,2.0,1.0,有,無,19180000.0,197138.0,坡道平面,28.92,1960000.0,,RPTNMLTJLHIGFBJ78CB,合新詠遇,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,15.08,商,,,1120226.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,117.51,2.0,2.0,1.0,有,無,19060000.0,195077.0,坡道平面,30.16,2020000.0,,RPUNMLTJLHIGFBJ88CB,合新詠遇,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,15.08,商,,,1120302.0,土地1建物1車位1,四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.27,2.0,2.0,1.0,有,無,18900000.0,191299.0,坡道平面,28.92,2190000.0,,RPVNMLTJLHIGFBJ98CB,合新詠遇,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,21.63,商,,,1120301.0,土地1建物1車位2,十四層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,187.12,3.0,2.0,2.0,有,無,29450000.0,196767.0,坡道平面,60.32,4500000.0,,RPWNMLTJLHIGFBJ09CB,合新詠遇,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,21.63,商,,,1120303.0,土地1建物1車位1,十二層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,155.72,3.0,2.0,2.0,有,無,26880000.0,195347.0,坡道平面,28.92,2110000.0,,RPXNMLTJLHIGFBJ56CB,合新詠遇,B棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,15.08,商,,,1120305.0,土地1建物1車位1,九層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,116.27,2.0,2.0,1.0,有,無,19160000.0,196909.0,坡道平面,28.92,1960000.0,,RPOOMLTJLHIGFBJ38CB,合新詠遇,B棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市世興段11地號,19.67,商,,,1120225.0,土地1建物1車位1,十層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,146.83,3.0,2.0,2.0,有,無,24680000.0,193023.0,坡道平面,30.16,2160000.0,,RPPOMLTJLHIGFBJ48CB,合新詠遇,D棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市環北路三段,66.15,工,,,1120303.0,土地2建物1車位2,五層,10.0,廠辦,工業用,鋼筋混凝土造,,323.41,0.0,0.0,0.0,無,無,19980000.0,68573.0,坡道平面,68.5,2500000.0,,RPQOMLTJLHIGFBJ58CB,台展中環科技大樓,A棟2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,19.49,商,,,1120224.0,土地1建物1車位1,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,176.94,3.0,2.0,2.0,有,無,13800000.0,87277.0,坡道平面,30.28,1000000.0,,RPOONLKKLHIGFCJ77CB,富廣和合,D棟6F-6號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,18.96,商,,,1120225.0,土地1建物1車位2,十五層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,203.97,3.0,2.0,2.0,有,無,16700000.0,97622.0,坡道平面,60.56,2700000.0,,RPPONLKKLHIGFCJ87CB,富廣和合,D棟15F-5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮和江街上,18.9,商,,,1120214.0,土地1建物1車位1,七層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,173.17,3.0,2.0,2.0,有,無,13700000.0,88180.0,坡道平面,30.28,1100000.0,,RPQONLKKLHIGFCJ97CB,富廣和合,C棟7F-2號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新豐鄉,房地(土地+建物),新竹縣新豐鄉中崙,70.0,,特定農業區,甲種建築用地,1120305.0,土地3建物1車位0,全,4.0,透天厝,見使用執照,鋼筋混凝土造,,177.75,4.0,2.0,3.0,有,無,11880000.0,66835.0,,0.0,0.0,,RPPNMLKKLHIGFDJ77CB,晴空墅語,D棟1號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湖口鄉,房地(土地+建物)+車位,新竹縣湖口鄉綠園段1104地號,30.26,,一般農業區,甲種建築用地,1120220.0,土地1建物1車位1,六層,11.0,住宅大樓(11層含以上有電梯),見使用執照,鋼筋混凝土造,,140.03,3.0,2.0,2.0,有,無,8980000.0,70153.0,坡道平面,22.43,730000.0,,RPPNMLLKLHIGFDJ87CB,弘峻理享城,D3-6F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹北市,房地(土地+建物)+車位,新竹縣竹北市莊敬三路,39.0,住,,,1120226.0,土地1建物1車位2,五層,19.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,289.3,4.0,2.0,2.0,有,無,46230000.0,181662.0,坡道平面,55.9,3830000.0,,RPPNMLLKLHIGFBJ67CB,青靚,C棟5號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉寶新路一段,33.52,住,,,1120218.0,土地1建物1車位1,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.2,3.0,2.0,2.0,有,無,15200000.0,120186.0,坡道平面,34.21,1500000.0,,RPPNMLMKLHIGFCJ87CB,吉韻,B5棟07號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉寶新路一段,33.37,住,,,1120219.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,148.66,3.0,2.0,2.0,有,無,15280000.0,120402.0,坡道平面,34.21,1500000.0,,RPQNMLMKLHIGFCJ97CB,吉韻,A7棟06號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寶山鄉,房地(土地+建物)+車位,新竹縣寶山鄉寶新路一段,41.34,住,,,1120225.0,土地1建物1車位2,七層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,207.83,3.0,2.0,2.0,有,無,19460000.0,118593.0,坡道平面,67.35,2800000.0,,RPRNMLMKLHIGFCJ08CB,吉韻,B7棟07號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹東鎮,房地(土地+建物)+車位,新竹縣竹東鎮光明路261號對面,16.27,其他,,,1120309.0,土地2建物1車位1,四層,14.0,辦公商業大樓,見其他登記事項,鋼筋混凝土造,,115.14,2.0,1.0,1.0,有,無,10320000.0,111125.0,坡道平面,34.42,1350000.0,,RPQNMLNKLHIGFCJ08CB,星都?C區,3K棟4F號,112_02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
