鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,二崙鄉,房地(土地+建物),雲林縣二崙鄉中正路64巷9號旁,102.33,住,Unnamed: 5,Unnamed: 6,1120511,土地1建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,204.6,4,2,5,有,無,12200000,59629,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLMKNHIGFCP68CB,寬庭恆美,A棟15號,Unnamed: 30,來源資料夾,斗六市,房地(土地+建物)+車位,雲林縣斗六市中正路,16.38,商,1120813,土地1建物1車位1,四層,15,住宅大樓(11層含以上有電梯),163.82,1,12460000,86393,坡道平面,35.8,1400000,RPQNMLNKQHIGFAP98CB,品風華,4FE棟3號,古坑鄉,雲林縣古坑鄉廣濟路,132.99,Unnamed: 4,鄉村區,乙種建築用地,1121111,土地4建物1車位0,171.18,4.1,10350000,60463,古坑鄉高林北段564地號，本筆土地為提供道路使用附贈與予買方。,RPPNMLLKJIIGFAP18DB,荷翠,D棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,莿桐鄉,雲林縣莿桐鄉大美路,20.9,,一般農業區,甲種建築用地,1121225.0,土地2建物1車位0,79.86,2.0,4800000.0,60105.0,,RPSNMLRLKIIGFAP56CB,寓見幸福,2D號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,二層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,莿桐鄉,雲林縣莿桐鄉大美路,20.9,,一般農業區,甲種建築用地,1121225.0,土地2建物1車位0,79.86,2.0,4800000.0,60105.0,,RPTNMLRLKIIGFAP66CB,寓見幸福,2C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,一樓平面,16.53,1100000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮文昌路,40.52,住,,,1121212.0,土地1建物1車位1,122.43,2.0,7760000.0,62890.0,,RPQNMLRLKIIGFCP56CB,宇賀闊朗,F棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮文昌路,30.59,住,,,1121225.0,土地1建物1車位0,79.95,1.0,5670000.0,70919.0,,RPRNMLRLKIIGFCP66CB,宇賀闊朗,C棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮文昌路,30.59,住,,,1121225.0,土地1建物1車位0,79.95,1.0,5530000.0,69168.0,,RPSNMLRLKIIGFCP76CB,宇賀闊朗,C棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,22.74,950000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,22.61,住,,,1121207.0,土地1建物1車位1,102.83,1.0,5650000.0,58684.0,,RPPNMLRLKIIGFEP66CB,禾楓君悅-北港綻,A棟A1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,四層,5.0,華廈(10層含以下有電梯),見其他登記事項,見其他登記事項,,,2.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗六市,雲林縣斗六市科班二路7號旁,39.95,,鄉村區,乙種建築用地,1121202.0,土地2建物1車位0,119.02,2.0,6630000.0,55705.0,,RPPNMLSLKIIGFAP98CB,富邑皇邸23號苑,A棟5A03號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,一樓平面,17.1,700000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,莿桐鄉,雲林縣莿桐鄉西安路,50.43,住,,,1121226.0,土地2建物1車位1,121.44,2.0,6550000.0,56067.0,,RPQNMLSLKIIGFAP09CB,富邑皇邸21號苑,6B棟05號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,五層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮新興街,27.27,住,,,1121228.0,土地1建物1車位0,101.39,2.0,7750000.0,76438.0,,RPPNMLSLKIIGFBP09CB,雲龍太棧第6期,5FA2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,二崙鄉,雲林縣二崙鄉中正路,134.21,住,,,1121228.0,土地2建物1車位0,219.56,5.0,11500000.0,52377.0,,RPPNMLSLKIIGFCP56CB,寬庭恆美,B棟15號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮科園路及虎興西三街交叉路口,99.09,住,,,1121209.0,土地1建物1車位0,173.46,4.0,16200000.0,93393.0,,RPPNMLSLKIIGFDP66CB,禾楓君悅-高鐵綻7期,A棟A16號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,22.74,950000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,北港鎮,雲林縣北港鎮新學六路,22.61,住,,,1121210.0,土地1建物1車位1,102.83,1.0,5650000.0,58684.0,,RPPNMLSLKIIGFEP76CB,禾楓君悅-北港綻,B棟B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,3.0,,有,無,,,一樓平面,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮清雲路，清雲五路,96.58,住,,,1121225.0,土地1建物1車位1,181.39,5.0,19380000.0,106842.0,,RPPNMLSLKIIGFDP76DB,清雲永聖2,A棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,22.35,1400000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗六市,雲林縣斗六市斗六一路、棒球三街口,25.27,住,,,1121217.0,土地1建物1車位1,121.77,2.0,10060000.0,87105.0,,RPPNMLTLKIIGFAP09CB,聖德淳風三期,A5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗六市,雲林縣斗六市南揚街,39.75,住,,,1121215.0,土地1建物1車位0,131.93,2.0,10360000.0,78526.0,,RPQNMLTLKIIGFAP56CB,聖德淳風二期C棟,C棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮光復路30巷,32.54,住,,,1121208.0,土地1建物1車位0,109.15,2.0,8680000.0,79524.0,,RPPNMLTLKIIGFDP76CB,聖德淳風六期,A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道平面,17.3,1300000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮光復路30巷,28.17,住,,,1121209.0,土地1建物1車位1,111.81,2.0,8830000.0,79674.0,,RPQNMLTLKIIGFDP86CB,聖德淳風六期,C3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,160.15,住,,,1121212.0,土地4建物1車位0,159.03,4.0,10700000.0,67283.0,,RPRNMLTLKIIGFDP96CB,築夢十六期,C棟9號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,土庫鎮,雲林縣土庫鎮中興路,156.61,住,,,1121212.0,土地2建物1車位0,212.69,5.0,14200000.0,66764.0,,RPSNMLTLKIIGFDP07CB,築夢十六期,C棟12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,六層,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,坡道機械,17.9,580000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗六市,雲林縣斗六市中正路,12.27,商,,,1121231.0,土地1建物1車位1,113.55,2.0,9300000.0,91166.0,,RPPNMLLMKIIGFAP38CB,品風華,6FA棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮大橋路,119.44,住,,,1121227.0,土地2建物1車位0,181.25,4.0,12200000.0,67310.0,,RPPNMLLMKIIGFCP58CB,庭宇邸家,B棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮大橋路,118.44,住,,,1121228.0,土地2建物1車位0,183.35,4.0,12200000.0,66539.0,,RPQNMLLMKIIGFCP68CB,庭宇邸家,B棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮大橋路,119.44,住,,,1121231.0,土地2建物1車位0,183.35,4.0,12200000.0,66539.0,,RPRNMLLMKIIGFCP78CB,庭宇邸家,B棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,30.31,1500000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮文昌路,17.93,商,,,1121210.0,土地1建物1車位1,117.12,1.0,7720000.0,71651.0,,RPQNMLLJJHJGFBP18CB,君悅II,10F-E號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,四層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,27.89,1300000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮文昌路,23.7,商,,,1121211.0,土地1建物1車位1,142.95,2.0,8380000.0,61533.0,,RPRNMLLJJHJGFBP28CB,君悅II,04F-A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮文昌路,17.93,商,,,1121212.0,土地1建物1車位0,87.29,1.0,6420000.0,73548.0,,RPSNMLLJJHJGFBP38CB,君悅II,10F-C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,三層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮文昌路,17.93,商,,,1121219.0,土地1建物1車位0,86.81,1.0,5500000.0,63357.0,,RPTNMLLJJHJGFBP48CB,君悅II,03F-D號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,六層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮文昌路,16.28,商,,,1121226.0,土地1建物1車位0,79.42,1.0,5590000.0,70385.0,,RPUNMLLJJHJGFBP58CB,君悅II,06F-G號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,七層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮文昌路,16.28,商,,,1121224.0,土地1建物1車位0,79.42,1.0,5760000.0,72526.0,,RPVNMLLJJHJGFBP68CB,君悅II,07F-G號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,6.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮南昌西路,104.61,住,,,1121230.0,土地4建物1車位0,190.52,4.0,15280000.0,80202.0,,RPPNMLMJJHJGFBP18CB,悅榕花園,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,七層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,26.45,1350000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮南昌西路,25.31,住,,,1121223.0,土地4建物1車位1,100.96,1.0,7570000.0,83479.0,,RPRNMLMJJHJGFBP38CB,悅榕花園,K棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,一層,14.0,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,,,0.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮文昌路,25.76,商,,,1121210.0,土地1建物1車位0,124.13,1.0,10530000.0,84830.0,,RPSNMLMJJHJGFBP48CB,君悅II,01F-A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮吳厝11號,118.41,,鄉村區,乙種建築用地,1121223.0,土地1建物1車位0,194.37,3.0,14550000.0,74857.0,,RPPNMLMJJHJGFCP28CB,高鐵宏觀,A1棟A1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮吳厝11號,107.94,,鄉村區,乙種建築用地,1121223.0,土地1建物1車位0,194.37,3.0,13880000.0,71410.0,,RPQNMLMJJHJGFCP38CB,高鐵宏觀,A2棟A2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,六層,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,1.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,斗南鎮,雲林縣斗南鎮新興街,17.75,住,,,1121230.0,土地1建物1車位0,59.49,1.0,4700000.0,79005.0,,RPPNMLNJJHJGFBP28CB,雲龍太棧第6期,6F-A1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,西螺鎮,雲林縣西螺鎮福興路,131.81,住,,,1121212.0,土地3建物1車位0,184.58,5.0,13000000.0,70430.0,,RPQNMLNJJHJGFCP48CB,首席大郡12,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興東一街,122.43,住,,,1121224.0,土地2建物1車位0,214.32,4.0,20380000.0,95091.0,,RPPNMLNJJHJGFDP48CB,大於,A棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興南路,123.47,住,,,1121217.0,土地1建物1車位0,224.43,6.0,26800000.0,119414.0,,RPQNMLNJJHJGFDP58CB,大於NO.3,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興南路,123.32,住,,,1121221.0,土地1建物1車位0,224.56,6.0,26800000.0,119344.0,,RPRNMLNJJHJGFDP68CB,大於NO.3,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,6.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興東三街,109.0,住,,,1121209.0,土地2建物1車位0,217.72,7.0,16800000.0,77163.0,,RPSNMLNJJHJGFDP78CB,大於NO.5,E棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,元長鄉,雲林縣元長鄉中山路,120.52,住,,,1121219.0,土地2建物1車位0,163.32,5.0,8900000.0,54494.0,,RPPNMLNJJHJGFEP58CB,富御苑6,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,坡道平面,29.78,950000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,麥寮鄉,雲林縣麥寮鄉橋頭村橋頭門牌尚未申請,35.32,,鄉村區,乙種建築用地,1121229.0,土地3建物1車位1,154.12,2.0,8500000.0,60721.0,,RPPNMLNJJHJGFFP68CB,一品苑,B棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,三層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,一樓平面,29.23,1100000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮高南段60地號,24.22,住,,,1121208.0,土地1建物1車位1,110.5,1.0,7250000.0,75674.0,,RPRNMLOJJHJGFDP78CB,沐晴3期,301號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物)+車位,,,,,,,,九層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,坡道平面,29.23,1200000.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮高南段60地號,23.68,住,,,1121229.0,土地1建物1車位1,108.69,1.0,7800000.0,83061.0,,RPSNMLOJJHJGFDP88CB,沐晴3期,1001號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,五層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,3.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮高南段60地號,31.43,住,,,1121230.0,土地1建物1車位0,105.6,2.0,7990000.0,75663.0,,RPTNMLOJJHJGFDP98CB,沐晴3期,605號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興東三街,105.03,住,,,1121212.0,土地2建物1車位0,204.0,4.0,15800000.0,77451.0,,RPUNMLOJJHJGFDP09CB,大於NO.5,E棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,4.0,透天厝,住家用,鋼筋混凝土造,,,6.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,虎尾鎮,雲林縣虎尾鎮虎興東三街,122.98,住,,,1121212.0,土地3建物1車位0,259.16,7.0,27600000.0,106498.0,,RPVNMLOJJHJGFDP56CB,大於NO.5,B棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,元長鄉,雲林縣元長鄉華鹿路,95.94,,鄉村區,乙種建築用地,1121224.0,土地3建物1車位0,179.03,4.0,8500000.0,47478.0,,RPPNMLOJJHJGFEP68CB,好家園NO.1,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,麥寮鄉,雲林縣麥寮鄉興華村山寮路門牌尚未申請,111.4,,鄉村區,乙種建築用地,1121228.0,土地6建物1車位0,184.2,5.0,9500000.0,51574.0,,RPPNMLOJJHJGFFP78CB,山寮888社區,A棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,莿桐鄉,雲林縣莿桐鄉興南路,136.72,,鄉村區,乙種建築用地,1121225.0,土地2建物1車位0,182.96,4.0,9300000.0,50831.0,,RPPNMLPJJHJGFAP38CB,牧容3,A棟5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,5.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,莿桐鄉,雲林縣莿桐鄉興南路,136.72,,鄉村區,乙種建築用地,1121229.0,土地2建物1車位0,182.96,4.0,9500000.0,51924.0,,RPQNMLPJJHJGFAP48CB,牧容3,A棟8號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,2.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,莿桐鄉,雲林縣莿桐鄉大美路,20.9,,一般農業區,甲種建築用地,1130103.0,土地2建物1車位0,79.86,2.0,4800000.0,60105.0,,RPTNMLPJJHJGFAP78CB,寓見幸福,3D號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,崙背鄉,雲林縣崙背鄉水尾20號旁,130.9,,鄉村區,乙種建築用地,1121209.0,土地1建物1車位0,173.22,4.0,8070000.0,46588.0,,RPPNMLPJJHJGFCP58CB,陽明大富,F棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,房地(土地+建物),,,,,,,,全,3.0,透天厝,住家用,鋼筋混凝土造,,,4.0,2.0,,有,無,,,,0.0,0.0,,,,,,112_05,,,,,,,,,,,,,,,,,,,,,二崙鄉,雲林縣二崙鄉中正路,118.82,住,,,1130105.0,土地2建物1車位0,204.33,5.0,11800000.0,57750.0,,RPQNMLPJJHJGFCP68CB,寬庭恆美,C棟6號
