鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,中正區,房地(土地+建物),基隆市中正區信五路,21.15,商,Unnamed: 5,Unnamed: 6,1120513,土地1建物1車位0,三層,13,住宅大樓(11層含以上有電梯),住商用,鋼筋混凝土造,Unnamed: 14,133.75,3,2,2.1,有,無,16990000,127028,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLPKNHIGFDC87DB,橙品32,C棟0號,Unnamed: 30,來源資料夾,中山區,房地(土地+建物)+車位,基隆市中山區復興路261號之對面,13.24,1120813,土地1建物1車位1,八層,22,住家用,116.04,1,1.1,10180000,97592,坡道平面,29.66,1750000,RPPNMLSLQHIGFDC48CB,夢悅城,F棟08號,基隆市中正區新豐街,26.07,住,1121111,七層,9,華廈(10層含以下有電梯),136.91,9900000,89473,41.35,1350000,RPTNMLNLJIIGFDC77CB,海豔,F1棟7號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地5建物1車位1,,,住家用,,2.0,,,,升降機械,,,,,,基隆市信義區深澳坑路168巷52弄旁,40.94,住,1121111.0,三層,5.0,華廈(10層含以下有電梯),122.67,8500000.0,73461.0,15.13,600000.0,RPOPMLPKJHJGFDC57CB,盛森秀美,D棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地5建物1車位1,,,住家用,,2.0,,,,升降機械,,,,,,基隆市信義區深澳坑路168巷52弄旁,39.28,住,1121204.0,四層,5.0,華廈(10層含以下有電梯),119.2,8310000.0,76487.0,15.13,350000.0,RPPPMLPKJHJGFDC67CB,盛森秀美,C棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地5建物1車位1,,,住家用,,2.0,,,,升降機械,,,,,,基隆市信義區深澳坑路168巷52弄旁,39.28,住,1121130.0,三層,5.0,華廈(10層含以下有電梯),119.2,8290000.0,74373.0,15.13,550000.0,RPQPMLPKJHJGFDC77CB,盛森秀美,C棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信義區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地5建物1車位1,,,住家用,,2.0,,,,升降機械,,,,,,基隆市信義區深澳坑路168巷52弄旁,39.03,住,1121126.0,二層,5.0,華廈(10層含以下有電梯),118.59,7480000.0,66499.0,15.13,600000.0,RPRPMLPKJHJGFDC87CB,盛森秀美,C棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1121220.0,十三層,15.0,住宅大樓(11層含以上有電梯),52.46,8920000.0,170034.0,0.0,0.0,RPPNMLSKJHJGFDC77CB,海揚V1,A棟A3-13F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,2.0,,,,,,,,,,基隆市中山區中山一路265號之附近,8.36,商,1121222.0,五層,15.0,住宅大樓(11層含以上有電梯),88.59,12150000.0,137149.0,0.0,0.0,RPQNMLSKJHJGFDC87CB,海揚V1,A棟A1-05F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1121222.0,七層,15.0,住宅大樓(11層含以上有電梯),52.46,8650000.0,164888.0,0.0,0.0,RPRNMLSKJHJGFDC97CB,海揚V1,A棟A3-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,6.29,商,1121222.0,四層,15.0,住宅大樓(11層含以上有電梯),66.68,9420000.0,141272.0,0.0,0.0,RPSNMLSKJHJGFDC08CB,海揚V1,A棟A5-04F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,6.29,商,1121222.0,五層,15.0,住宅大樓(11層含以上有電梯),66.68,10240000.0,153569.0,0.0,0.0,RPTNMLSKJHJGFDC18CB,海揚V1,A棟A5-05F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,6.29,商,1121222.0,六層,15.0,住宅大樓(11層含以上有電梯),66.68,10300000.0,154469.0,0.0,0.0,RPUNMLSKJHJGFDC28CB,海揚V1,A棟A5-6F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1121222.0,十四層,15.0,住宅大樓(11層含以上有電梯),53.76,8920000.0,165923.0,0.0,0.0,RPVNMLSKJHJGFDC38CB,海揚V1,A棟A7-14F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,1.0,,,,升降平面,,,,,,基隆市中山區中山一路265號之附近,6.29,商,1121222.0,七層,15.0,住宅大樓(11層含以上有電梯),81.45,12250000.0,154469.0,14.77,1950000.0,RPWNMLSKJHJGFDC48CB,海揚V1,A棟A5-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,2.0,,,,,,,,,,基隆市中山區中山一路265號之附近,7.99,商,1121222.0,五層,15.0,住宅大樓(11層含以上有電梯),84.64,12670000.0,149693.0,0.0,0.0,RPXNMLSKJHJGFDC58CB,海揚V1,A棟A6-05F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,2.0,,,,,,,,,,基隆市中山區中山一路265號之附近,7.99,商,1121222.0,六層,15.0,住宅大樓(11層含以上有電梯),84.64,12720000.0,150284.0,0.0,0.0,RPOOMLSKJHJGFDC77CB,海揚V1,A棟A6-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1121230.0,六層,15.0,住宅大樓(11層含以上有電梯),53.76,8220000.0,152902.0,0.0,0.0,RPPOMLSKJHJGFDC87CB,海揚V1,A棟A7-06F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物)+車位,,,,土地3建物1車位1,,,見其他登記事項,,2.0,,,,升降機械,,,,,,基隆市中山區中山一路265號之附近,8.36,商,1121230.0,八層,15.0,住宅大樓(11層含以上有電梯),94.31,14350000.0,145615.0,5.72,1450000.0,RPQNMLMLJHJGFDC37CB,海揚V1,A棟A1-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,2.0,,,,,,,,,,基隆市中山區中山一路265號之附近,7.99,商,1121230.0,三層,15.0,住宅大樓(11層含以上有電梯),84.64,11640000.0,137524.0,0.0,0.0,RPRNMLMLJHJGFDC47CB,海揚V1,A棟A6-03F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,2.0,,,,,,,,,,基隆市中山區中山一路265號之附近,7.99,商,1121230.0,四層,15.0,住宅大樓(11層含以上有電梯),84.64,11680000.0,137996.0,0.0,0.0,RPSNMLMLJHJGFDC57CB,海揚V1,A棟A6-04F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1121230.0,八層,15.0,住宅大樓(11層含以上有電梯),52.46,8700000.0,165841.0,0.0,0.0,RPTNMLMLJHJGFDC67CB,海揚V1,A棟A3-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,2.0,,,,,,,,,,基隆市中山區中山一路265號之附近,8.36,商,1121230.0,七層,15.0,住宅大樓(11層含以上有電梯),88.59,12300000.0,138842.0,0.0,0.0,RPUNMLMLJHJGFDC77CB,海揚V1,A棟A1-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,6.29,商,1121230.0,三層,15.0,住宅大樓(11層含以上有電梯),66.68,9350000.0,140222.0,0.0,0.0,RPVNMLMLJHJGFDC87CB,海揚V1,A棟A5-03F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,6.92,商,1121230.0,五層,15.0,住宅大樓(11層含以上有電梯),73.33,10150000.0,138415.0,0.0,0.0,RPWNMLMLJHJGFDC97CB,海揚V1,A棟A2-05F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,2.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,6.29,商,1121230.0,二層,15.0,住宅大樓(11層含以上有電梯),66.67,9300000.0,139493.0,0.0,0.0,RPXNMLMLJHJGFDC08CB,海揚V1,A棟A5-02F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道機械,,,,,,基隆市中山區復興路261號之對面,12.45,商,1121231.0,十層,22.0,住宅大樓(11層含以上有電梯),95.43,9140000.0,100668.0,14.57,1000000.0,RPOOMLMLJHJGFDC27CB,夢悅城,A棟02號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,十一層,22.0,住宅大樓(11層含以上有電梯),116.35,10150000.0,98051.0,29.66,1650000.0,RPPOMLMLJHJGFDC37CB,夢悅城,D棟07號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,3.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:裝潢費；,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,16.91,商,1121230.0,四層,22.0,住宅大樓(11層含以上有電梯),139.89,12690000.0,99247.0,29.66,1750000.0,RPROMLMLJHJGFDC57CB,夢悅城,G棟11號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:裝潢費；,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.11,商,1121230.0,四層,22.0,住宅大樓(11層含以上有電梯),114.95,10830000.0,105288.0,29.66,1850000.0,RPSOMLMLJHJGFDC67CB,夢悅城,G棟06號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,十五層,22.0,住宅大樓(11層含以上有電梯),116.38,10300000.0,98593.0,29.66,1750000.0,RPTOMLMLJHJGFDC77CB,夢悅城,E棟07號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,九層,22.0,住宅大樓(11層含以上有電梯),116.35,10000000.0,96897.0,29.66,1600000.0,RPUOMLMLJHJGFDC87CB,夢悅城,D棟07號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:裝潢費；,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.11,商,1121231.0,四層,22.0,住宅大樓(11層含以上有電梯),115.05,11500000.0,115353.0,29.66,1650000.0,RPVOMLMLJHJGFDC97CB,夢悅城,E棟02號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,十八層,22.0,住宅大樓(11層含以上有電梯),116.65,10080000.0,98057.0,29.66,1550000.0,RPWOMLMLJHJGFDC08CB,夢悅城,D棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.11,商,1121230.0,十二層,22.0,住宅大樓(11層含以上有電梯),114.95,9860000.0,95674.0,29.66,1700000.0,RPXOMLMLJHJGFDC18CB,夢悅城,G棟07號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,4.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,21.63,商,1121226.0,十二層,22.0,住宅大樓(11層含以上有電梯),170.14,15850000.0,99658.0,29.66,1850000.0,RPOPMLMLJHJGFDC37CB,夢悅城,E棟03號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,4.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,2.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,21.37,商,1121230.0,十九層,22.0,住宅大樓(11層含以上有電梯),168.53,16050000.0,102974.0,29.66,1750000.0,RPPPMLMLJHJGFDC47CB,夢悅城,E棟03號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,十層,22.0,住宅大樓(11層含以上有電梯),116.42,9950000.0,95090.0,29.66,1700000.0,RPQPMLMLJHJGFDC57CB,夢悅城,G棟09號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121225.0,十一層,22.0,住宅大樓(11層含以上有電梯),116.42,10500000.0,99124.0,29.66,1900000.0,RPRPMLMLJHJGFDC67CB,夢悅城,G棟09號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,十四層,22.0,住宅大樓(11層含以上有電梯),116.71,10030000.0,96841.0,29.66,1600000.0,RPSPMLMLJHJGFDC77CB,夢悅城,E棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.24,商,1121230.0,十二層,22.0,住宅大樓(11層含以上有電梯),116.01,9960000.0,96236.0,29.66,1650000.0,RPTPMLMLJHJGFDC87CB,夢悅城,D棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,十四層,22.0,住宅大樓(11層含以上有電梯),116.71,10030000.0,96841.0,29.66,1600000.0,RPUPMLMLJHJGFDC97CB,夢悅城,D棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:裝潢費；,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,12.32,商,1121230.0,四層,22.0,住宅大樓(11層含以上有電梯),109.38,9810000.0,102985.0,29.66,1600000.0,RPVPMLMLJHJGFDC08CB,夢悅城,G棟12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:裝潢費；,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.24,商,1121230.0,四層,22.0,住宅大樓(11層含以上有電梯),116.04,10700000.0,103612.0,29.66,1750000.0,RPWPMLMLJHJGFDC18CB,夢悅城,F棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.24,商,1121230.0,十三層,22.0,住宅大樓(11層含以上有電梯),116.06,10500000.0,100116.0,29.66,1850000.0,RPXPMLMLJHJGFDC28CB,夢悅城,F棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,二十層,22.0,住宅大樓(11層含以上有電梯),116.65,10280000.0,98632.0,29.66,1700000.0,RPOQMLMLJHJGFDC47CB,夢悅城,D棟08號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.11,商,1121230.0,十一層,22.0,住宅大樓(11層含以上有電梯),114.8,10100000.0,98074.0,29.66,1750000.0,RPPQMLMLJHJGFDC57CB,夢悅城,G棟06號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.5,商,1121230.0,十四層,22.0,住宅大樓(11層含以上有電梯),117.6,10100000.0,94951.0,29.66,1750000.0,RPQQMLMLJHJGFDC67CB,夢悅城,E棟06號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道機械,,,,,,基隆市中山區復興路261號之對面,12.32,商,1121228.0,三層,22.0,住宅大樓(11層含以上有電梯),95.05,8860000.0,97664.0,14.57,1000000.0,RPRQMLMLJHJGFDC77CB,夢悅城,A棟02號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,13.37,商,1121230.0,十二層,22.0,住宅大樓(11層含以上有電梯),116.42,10050000.0,95666.0,29.66,1750000.0,RPSQMLMLJHJGFDC87CB,夢悅城,G棟09號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,,,,,,112_05,,房地(土地+建物)+車位,,,,土地1建物1車位1,,,住家用,,1.0,,,,坡道平面,,,,,,基隆市中山區復興路261號之對面,12.45,商,1121230.0,十二層,22.0,住宅大樓(11層含以上有電梯),110.52,9930000.0,101163.0,29.66,1750000.0,RPTQMLMLJHJGFDC97CB,夢悅城,A棟02號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,5.07,商,1121230.0,九層,15.0,住宅大樓(11層含以上有電梯),53.76,8680000.0,161458.0,0.0,0.0,RPUQMLMLJHJGFDC08CB,海揚V1,A棟A7-09F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,中山區,,,,,,,,,,,,,鋼筋混凝土造,,,,2.0,1.0,有,無,,,,,,交易總價含下列非屬預售屋價格之費用:家電費,,,,,112_05,,房地(土地+建物),,,,土地3建物1車位0,,,見其他登記事項,,1.0,,,,,,,,,,基隆市中山區中山一路265號之附近,4.95,商,1121230.0,六層,15.0,住宅大樓(11層含以上有電梯),52.46,8330000.0,158788.0,0.0,0.0,RPVQMLMLJHJGFDC18CB,海揚V1,A棟A3-06F號
