鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,花蓮市,房地(土地+建物)+車位,花蓮縣花蓮市民生路31號旁,14.91,商,Unnamed: 5,Unnamed: 6,1120515,土地1建物1車位1,十四層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,Unnamed: 14,139.47,3,1,2,有,無,12850000,100475,坡道平面,28.0,1650000,Unnamed: 26,RPQNMLTKNHIGFAU17CB,三銳海景,A棟2號,Unnamed: 30,來源資料夾,吉安鄉,花蓮縣吉安鄉東海七街,26.56,住,1120811,十層,144.94,2.1,11030000,80123,24.75,1400000,RPSNMLLKQHIGFAU86CB,日出好學,B棟10號,房地(土地+建物),20.91,1121111,土地1建物1車位0,四層,94.64,2.2,7120000,75232,Unnamed: 23,0.0,0,RPPNMLNKJIIGFAU78CB,E棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,特定農業區,甲種建築用地,,,,7.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉中正路二段300巷,,,,,,2.0,,,,,,沐晨,,房地(土地+建物),23.7,1121208.0,土地1建物1車位0,三層,75.82,2.0,6091000.0,80335.0,,0.0,0.0,RPSNMLNKKIIGFAU56CB,1棟3-B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,新城鄉,花蓮縣新城鄉民生路,,住,,,,0.0,,,,,,千悅藏馥二期B、C區,,房地(土地+建物),28.37,1121202.0,土地1建物1車位0,三層,89.16,2.0,6700000.0,75146.0,,0.0,0.0,RPUNMLNKKIIGFAU76CB,B棟03號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣吉安鄉中央路三段與勝安四街交接處,,住,,,,2.0,,,,,,沐谷川流,,房地(土地+建物)+車位,27.04,1121211.0,土地1建物1車位1,三層,79.34,1.0,7100000.0,86265.0,升降機械,5.15,700000.0,RPPNMLOKKIIGFAU98CB,B棟3-1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,1130304全部解約,112_05,吉安鄉,花蓮縣吉安鄉昌隆三街,,住,,,,2.0,,,,,,欣悅敦峰,,房地(土地+建物),32.73,1121201.0,土地1建物1車位0,二層,118.79,2.0,9350000.0,78710.0,,0.0,0.0,RPQNMLOKKIIGFAU09CB,B棟02號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉昌隆三街,,住,,,,2.0,,,,,,欣悅敦峰,,房地(土地+建物)+車位,26.68,1121201.0,土地1建物1車位1,一層,138.37,1.0,10800000.0,95995.0,坡道平面,41.49,1500000.0,RPRNMLOKKIIGFAU56CB,A棟05號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市中原路533巷,,商,,,,2.0,,,,,,中原學賦,,房地(土地+建物)+車位,11.57,1121204.0,土地1建物1車位1,十三層,81.05,2.0,8150000.0,112401.0,升降機械,13.88,600000.0,RPSNMLOKKIIGFAU66CB,D棟13樓號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市中原路533巷,,商,,,,2.0,,,,,,中原學賦,,房地(土地+建物)+車位,17.54,1121205.0,土地1建物1車位1,八層,122.93,2.0,10580000.0,91518.0,升降機械,13.88,600000.0,RPTNMLOKKIIGFAU76CB,A棟8樓號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉勝安二街,,住,,,,2.0,,,,,,勝安居,,房地(土地+建物)+車位,36.16,1121128.0,土地2建物1車位1,五層,118.82,2.0,9000000.0,78510.0,一樓平面,19.47,1200000.0,RPPNMLPKKIIGFAU09CB,1棟5B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉勝安二街,,住,,,,2.0,,,,,,勝安居,,房地(土地+建物),36.16,1121127.0,土地2建物1車位0,三層,99.35,2.0,7100000.0,71465.0,,0.0,0.0,RPQNMLPKKIIGFAU56CB,1棟3B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,透天厝,住家用,鋼筋混凝土造,,,,,4.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉福德街,,住,,,,2.0,,,,,,厚德,,房地(土地+建物),74.0,1121127.0,土地1建物1車位0,全,160.71,4.0,12100000.0,75291.0,,0.0,0.0,RPSNMLPKKIIGFAU86DB,A5棟A5號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣吉安鄉中央路三段與勝安四街交接處,,住,,,,2.0,,,,,,沐谷川流,,房地(土地+建物)+車位,30.15,1121130.0,土地1建物1車位1,六層,85.96,2.0,8320000.0,94295.0,升降機械,5.15,700000.0,RPRNMLTKKIIGFAU07CB,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣吉安鄉中央路三段與勝安四街交接處,,住,,,,2.0,,,,,,沐谷川流,,房地(土地+建物)+車位,27.04,1121210.0,土地1建物1車位1,三層,79.34,2.0,6780000.0,83300.0,升降機械,5.15,600000.0,RPSNMLTKKIIGFAU17CB,A棟3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉東里九街,,住,,,,2.0,,,,,,荔鑫莊園二期,,房地(土地+建物)+車位,40.82,1121213.0,土地1建物1車位1,三層,120.31,2.0,8500000.0,71521.0,坡道平面,12.65,800000.0,RPTNMLTKKIIGFAU27CB,0號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉東海七街,,住,,,,2.0,,,,,,日出好學,,房地(土地+建物)+車位,20.91,1121220.0,土地1建物1車位1,十二層,119.39,2.0,8750000.0,79776.0,坡道平面,24.75,1200000.0,RPPNMLKLKIIGFAU68CB,E棟12號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市民生路31號旁,,商,,,,1.0,,,,,,三銳海景,,房地(土地+建物),10.5,1121218.0,土地1建物1車位0,二層,78.73,2.0,6380000.0,81036.0,,0.0,0.0,RPPNMLLLKIIGFAU78CB,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,新城鄉,花蓮縣新城鄉民生路,,住,,,,0.0,,,,,,千悅藏馥二期B、C區,,房地(土地+建物),29.34,1121210.0,土地1建物1車位0,一層,92.19,2.0,7550000.0,81896.0,,0.0,0.0,RPQNMLLLKIIGFAU88CB,B棟03號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,新城鄉,花蓮縣新城鄉民生路,,住,,,,0.0,,,,,,千悅藏馥二期B、C區,,房地(土地+建物),30.33,1121210.0,土地1建物1車位0,二層,95.36,2.0,7000000.0,73406.0,,0.0,0.0,RPRNMLLLKIIGFAU98CB,C棟05號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物),9.12,1121126.0,土地1建物1車位0,三層,66.43,1.0,5980000.0,90020.0,,0.0,0.0,RPPNMLPLKIIGFAU56CB,1棟3B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物),9.12,1121222.0,土地1建物1車位0,四層,66.43,1.0,6580000.0,99052.0,,0.0,0.0,RPQNMLPLKIIGFAU66CB,1棟4B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物)+車位,10.98,1121205.0,土地1建物1車位1,五層,119.32,1.0,8900000.0,93738.0,升降平面,39.31,1400000.0,RPRNMLPLKIIGFAU76CB,1棟5A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物),9.12,1121202.0,土地1建物1車位0,六層,66.43,1.0,7000000.0,105374.0,,0.0,0.0,RPSNMLPLKIIGFAU86CB,1棟6C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,本戶購買停車位於法定空地上約定專用,,,,,112_05,花蓮市,花蓮縣花蓮市豐村,,住,,,,2.0,,,,,,冠軍悅山,,房地(土地+建物)+車位,40.39,1121210.0,土地1建物1車位1,三層,113.39,2.0,9160000.0,80783.0,一樓平面,0.0,1150000.0,RPTNMLPLKIIGFAU96CB,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,本戶購買停車位於法定空地上約定專用,,,,,112_05,花蓮市,花蓮縣花蓮市豐村,,住,,,,2.0,,,,,,冠軍悅山,,房地(土地+建物)+車位,37.27,1121211.0,土地1建物1車位1,三層,104.57,2.0,8850000.0,84632.0,一樓平面,0.0,1150000.0,RPUNMLPLKIIGFAU07CB,A棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,,商,,,,2.0,,,,,,超綻,,房地(土地+建物)+車位,8.9,1121218.0,土地1建物1車位1,七層,103.29,1.0,9300000.0,96729.0,坡道平面,24.72,1700000.0,RPVNMLPLKIIGFAU17CB,C棟5-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,,商,,,,2.0,,,,,,超綻,,房地(土地+建物)+車位,14.24,1121213.0,土地1建物1車位1,八層,150.01,2.0,13900000.0,95778.0,坡道平面,24.72,1900000.0,RPWNMLPLKIIGFAU27CB,D棟3-08F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,,商,,,,2.0,,,,,,超綻,,房地(土地+建物)+車位,13.94,1121218.0,土地1建物1車位1,七層,146.57,2.0,12900000.0,90275.0,坡道平面,24.72,1900000.0,RPXNMLPLKIIGFAU37CB,D棟6-07F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國聯五路與國民九街交叉路口,,商,,,,2.0,,,,,,超綻,,房地(土地+建物)+車位,13.94,1121205.0,土地1建物1車位1,十層,146.57,2.0,13020000.0,92080.0,坡道平面,24.72,1800000.0,RPOOMLPLKIIGFAU56CB,D棟6-10F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街39號旁,,住,,,,2.0,,,,,,天麗,,房地(土地+建物)+車位,28.01,1121127.0,土地2建物1車位1,四層,148.45,2.0,11950000.0,92618.0,坡道平面,39.94,1900000.0,RPPOMLPLKIIGFAU66CB,A棟4F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街39號旁,,住,,,,2.0,,,,,,天麗,,房地(土地+建物)+車位,28.01,1121127.0,土地2建物1車位1,五層,148.4,2.0,12380000.0,96625.0,坡道平面,39.94,1900000.0,RPQOMLPLKIIGFAU76CB,B棟5F號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物),10.98,1121220.0,土地1建物1車位0,三層,80.01,1.0,7280000.0,90989.0,,0.0,0.0,RPQNMLRLKIIGFAU86CB,1棟3A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物),10.98,1121227.0,土地1建物1車位0,四層,80.01,1.0,7400000.0,92488.0,,0.0,0.0,RPRNMLRLKIIGFAU96CB,1棟4A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉東里五街,,住,,,,2.0,,,,,,吉美登鋒1,,房地(土地+建物)+車位,37.27,1121226.0,土地1建物1車位1,四層,149.35,2.0,10450000.0,75449.0,坡道平面,26.75,1200000.0,RPPNMLTLKIIGFAU96CB,A棟4號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物),10.23,1121229.0,土地1建物1車位0,四層,74.57,1.0,7360000.0,98699.0,,0.0,0.0,RPPNMLKMKIIGFAU78CB,1棟4D號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市富裕十街,,住,,,,2.0,,,,,,典藏拉菲爾,,房地(土地+建物)+車位,28.58,1121225.0,土地1建物1車位1,四層,129.22,1.0,9800000.0,85168.0,一樓平面,32.94,1600000.0,RPPNMLMJJHJGFAU58CB,1棟4A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,4.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市中正路315巷2弄,,商,,,,2.0,,,,,,三上御景,,房地(土地+建物)+車位,20.21,1130102.0,土地1建物1車位1,八層,169.6,2.0,15260000.0,94467.0,坡道平面,25.0,1600000.0,RPQNMLMJJHJGFAU68CB,A棟1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,特定農業區,甲種建築用地,,,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉中正路二段300巷,,,,,,2.0,,,,,,沐晨,,房地(土地+建物)+車位,23.7,1121207.0,土地1建物1車位1,七層,89.2,2.0,7583000.0,92232.0,一樓平面,13.38,590000.0,RPRNMLMJJHJGFAU78CB,1棟7-A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物),10.23,1121227.0,土地1建物1車位0,五層,74.57,1.0,7580000.0,101649.0,,0.0,0.0,RPSNMLMJJHJGFAU88CB,1棟5D號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物)+車位,10.98,1130101.0,土地1建物1車位1,七層,119.32,1.0,9990000.0,104862.0,升降平面,39.31,1600000.0,RPTNMLMJJHJGFAU98CB,1棟7A號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市國富十街129號,,商,,,,2.0,,,,,,?富,,房地(土地+建物),9.12,1130101.0,土地1建物1車位0,七層,66.43,1.0,7410000.0,111546.0,,0.0,0.0,RPUNMLMJJHJGFAU09CB,1棟7B號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,花蓮市,花蓮縣花蓮市富裕三街,,住,,,,2.0,,,,,,羅馬傳家寶,,房地(土地+建物)+車位,26.78,1121209.0,土地1建物1車位1,二層,115.62,2.0,11100000.0,108157.0,其他,26.86,1500000.0,RPPNMLSJJHJGFAU56CB,1棟2C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉東海七街,,住,,,,2.0,,,,,,日出好學,,房地(土地+建物)+車位,20.91,1130104.0,土地1建物1車位1,六層,119.39,2.0,8390000.0,75972.0,坡道平面,24.75,1200000.0,RPQNMLSJJHJGFAU66CB,E棟6號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉昌隆三街,,住,,,,2.0,,,,,,欣悅敦峰,,房地(土地+建物)+車位,24.09,1121224.0,土地1建物1車位1,一層,128.93,1.0,9700000.0,93779.0,坡道平面,41.49,1500000.0,RPSNMLSJJHJGFAU86CB,A棟01號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,1.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉太昌路,,,,,,1.0,,,,,,芳澤居,,房地(土地+建物)+車位,24.29,1121221.0,土地1建物0車位1,二層,116.62,1.0,6600000.0,67633.0,坡道平面,33.82,1000000.0,RPUNMLSJJHJGFAU07CB,A棟2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,新城鄉,花蓮縣新城鄉嘉里三街,,住,,,,2.0,,,,,,臻新城裔,,房地(土地+建物),23.85,1121230.0,土地1建物1車位0,二層,69.01,2.0,4900000.0,71004.0,,0.0,0.0,RPPNMLTJJHJGFAU66CB,2C號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鄉村區,乙種建築用地,,,,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉太昌路428巷,,,,,,2.0,,,,,,駿騰大展,,房地(土地+建物),24.26,1130105.0,土地2建物1車位0,三層,87.97,2.0,6250000.0,71047.0,,0.0,0.0,RPRNMLTJJHJGFAU86CB,1棟A3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉吉祥五街,,住,,,,2.0,,,,,,天悅,,房地(土地+建物)+車位,41.4,1121213.0,土地1建物1車位1,三層,165.68,2.0,11560000.0,73496.0,坡道平面,24.72,1200000.0,RPSNMLTJJHJGFAU96CB,B棟B1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉吉祥五街,,住,,,,2.0,,,,,,天悅,,房地(土地+建物)+車位,42.6,1121213.0,土地1建物1車位1,三層,169.76,2.0,11860000.0,73497.0,坡道平面,24.72,1200000.0,RPTNMLTJJHJGFAU07CB,B棟B2號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉吉祥五街,,住,,,,2.0,,,,,,天悅,,房地(土地+建物)+車位,36.03,1121225.0,土地1建物1車位1,四層,147.4,2.0,10140000.0,72873.0,坡道平面,24.72,1200000.0,RPUNMLTJJHJGFAU17CB,B棟B3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉吉祥五街,,住,,,,2.0,,,,,,天悅,,房地(土地+建物)+車位,36.03,1121225.0,土地1建物1車位1,五層,145.42,2.0,10120000.0,73525.0,坡道平面,22.74,1100000.0,RPVNMLTJJHJGFAU27CB,B棟B3號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,,,,,3.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉吉祥五街,,住,,,,2.0,,,,,,天悅,,房地(土地+建物)+車位,36.11,1121226.0,土地1建物1車位1,八層,147.67,2.0,11120000.0,79870.0,坡道平面,24.72,1300000.0,RPWNMLTJJHJGFAU37CB,A棟A1號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,透天厝,住家用,鋼筋混凝土造,,,,,5.0,有,無,,,,,,,,,,,112_05,瑞穗鄉,花蓮縣瑞穗鄉新生路,,住,,,,2.0,,,,,,晶匯首邸,,房地(土地+建物),92.0,1130106.0,土地1建物1車位0,全,172.98,5.0,9200000.0,53185.0,,0.0,0.0,RPPNMLTJJHJGFCU86CB,A棟10號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,透天厝,住家用,鋼筋混凝土造,,,,,5.0,有,無,,,,,,,,,,,112_05,瑞穗鄉,花蓮縣瑞穗鄉新生路,,住,,,,2.0,,,,,,晶匯首邸,,房地(土地+建物),92.0,1130106.0,土地1建物1車位0,全,172.82,5.0,9500000.0,54970.0,,0.0,0.0,RPQNMLTJJHJGFCU96CB,A棟13號
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,,,,2.0,有,無,,,,,,,,,,,112_05,吉安鄉,花蓮縣吉安鄉東里五街,,住,,,,2.0,,,,,,吉美登峰1,,房地(土地+建物)+車位,28.44,1130110.0,土地1建物1車位1,八層,120.31,2.0,9500000.0,88713.0,坡道平面,26.75,1200000.0,RPPNMLLKJHJGFAU58CB,C棟8號
