鄉鎮市區_The villages and towns urban district,交易標的_transaction sign,土地位置建物門牌_land sector position building sector house number plate,土地移轉總面積平方公尺_land shifting total area square meter,都市土地使用分區_the use zoning or compiles and checks,非都市土地使用分區_the non-metropolis land use district,非都市土地使用編定_non-metropolis land use,交易年月日_transaction year month and day,交易筆棟數_transaction pen number,移轉層次_shifting level,總樓層數_total floor number,建物型態_building state,主要用途_main use,主要建材_main building materials,建築完成年月_construction to complete the years,建物移轉總面積平方公尺_building shifting total area,建物現況格局-房_Building present situation pattern - room,建物現況格局-廳_building present situation pattern - hall,建物現況格局-衛_building present situation pattern - health,建物現況格局-隔間_building present situation pattern - compartmented,有無管理組織_Whether there is manages the organization,總價元_total price NTD,單價元平方公尺_the unit price (NTD / square meter),車位類別_the berth category,車位移轉總面積平方公尺_berth shifting total area square meter,車位總價元_the berth total price NTD,備註_the note,編號_serial number,建案名稱_build case,棟及號_buildings,來源資料夾_,五結鄉,房地(土地+建物),宜蘭縣五結鄉傳藝路一段56巷,82.75,Unnamed: 4,特定農業區,甲種建築用地,1120513,土地5建物1車位0,全,3,透天厝,住家用,鋼筋混凝土造,Unnamed: 14,139.36,4,2,5,有,無,9080000,65155,Unnamed: 23,0.0,0,Unnamed: 26,RPPNMLQKNHIGFAG97CB,鳳凰愛買第7期,Unnamed: 29,Unnamed: 30,來源資料夾,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉鹿埔路524巷,51.13,1120813,土地1建物1車位1,四層,華廈(10層含以下有電梯),131.93,2.1,7450000,56469,一樓平面,RPRNMLOKQHIGFAG28CB,上好居
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物)+車位,宜蘭縣員山鄉金泰路348巷,48.76,住,,,1120707.0,土地1建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,115.73,3.0,2.0,2.0,有,無,8000000.0,69126.0,一樓平面,16.67,0.0,,RPQNMLOJQHIGFBG18CB,鳳凰愛買-員山你好B基地,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市中山路五段197巷,20.5,住,,,1120722.0,土地1建物1車位0,十三層,13.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,56.42,2.0,1.0,1.0,有,無,5620000.0,99610.0,,0.0,0.0,,RPRNMLOJQHIGFBG28CB,歡喜家園no.23,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭城鎮,房地(土地+建物)+車位,宜蘭縣頭城鎮沙成路2巷,37.58,住,,,1120717.0,土地1建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,113.61,2.0,1.0,1.0,有,無,8430000.0,81247.0,一樓平面,20.93,900000.0,,RPSNMLOJQHIGFBG38CB,詠居,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉梅花路,93.5,,特定農業區,甲種建築用地,1120722.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,208.27,4.0,2.0,5.0,有,無,15380000.0,73846.0,一樓平面,0.0,0.0,,RPPNMLOJQHIGFAG97CB,小城故事蒔築,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三星鄉,房地(土地+建物)+車位,宜蘭縣三星鄉三星路二段23巷20弄,81.46,,鄉村區,乙種建築用地,1120719.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,139.54,3.0,3.0,3.0,有,無,8900000.0,63781.0,一樓平面,0.0,300000.0,,RPQNMLOJQHIGFAG08CB,謙藏,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三星鄉,房地(土地+建物)+車位,宜蘭縣三星鄉三星路二段23巷20弄,82.32,,鄉村區,乙種建築用地,1120726.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,133.46,3.0,3.0,3.0,有,無,8900000.0,66687.0,一樓平面,0.0,300000.0,,RPRNMLOJQHIGFAG18CB,謙藏,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉武罕七路,48.87,,特定農業區,甲種建築用地,1120726.0,土地1建物1車位2,一層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,158.51,3.0,2.0,3.0,有,無,9000000.0,70423.0,坡道平面,49.17,1300000.0,交易層次為1-2樓，兩層一戶,RPTNMLOJQHIGFAG38CB,淬光景,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮海山東路,16.37,住,,,1120805.0,土地1建物1車位0,八層,10.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,59.01,1.0,1.0,1.0,有,無,3280000.0,55584.0,,0.0,0.0,,RPPNMLPJQHIGFAG08CB,The Aries 牡羊座,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物),宜蘭縣五結鄉國民中路,91.23,,特定農業區,農牧用地,1120714.0,土地5建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,86.53,2.0,2.0,2.0,有,無,9180000.0,106090.0,,0.0,0.0,,RPPNMLRJQHIGFAG28CB,藏鉅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉大興路107巷,32.86,農,,,1120804.0,土地1建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.36,2.0,2.0,1.0,有,無,8420000.0,89958.0,坡道平面,22.1,1200000.0,總價包含38萬加購無界折窗,RPQNMLRJQHIGFAG38CB,築松暖香生活村,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,頭城鎮,房地(土地+建物),宜蘭縣頭城鎮沙成路2巷,29.93,住,,,1120724.0,土地1建物1車位0,三層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,79.57,2.0,1.0,1.0,有,無,5690000.0,71509.0,,0.0,0.0,,RPPNMLRJQHIGFBG38CB,詠居,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉淇武蘭路,40.92,,特定農業區,甲種建築用地,1120720.0,土地1建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,116.29,2.0,2.0,2.0,有,無,8080000.0,69481.0,一樓平面,13.75,0.0,,RPPNMLSJQHIGFBG48CB,光影,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉淇武蘭路,67.78,,特定農業區,農牧用地,1120723.0,土地2建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.31,2.0,2.0,2.0,有,無,7180000.0,85162.0,,0.0,0.0,,RPQNMLSJQHIGFBG58CB,光影,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉淇武蘭路,62.93,,特定農業區,甲種建築用地,1120731.0,土地2建物1車位1,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.97,2.0,2.0,2.0,有,無,11800000.0,113494.0,一樓平面,13.75,0.0,,RPRNMLSJQHIGFBG68CB,光影,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉淇武蘭路,61.91,,特定農業區,甲種建築用地,1120719.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,84.31,2.0,2.0,2.0,有,無,6990000.0,82908.0,,0.0,0.0,,RPSNMLSJQHIGFBG78CB,光影,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉淇武蘭路,67.77,,特定農業區,農牧用地,1120719.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.56,2.0,2.0,2.0,有,無,7300000.0,87362.0,,0.0,0.0,,RPTNMLSJQHIGFBG88CB,光影,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉淇武蘭路,60.76,,特定農業區,甲種建築用地,1120723.0,土地2建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.56,2.0,2.0,2.0,有,無,7580000.0,90713.0,,0.0,0.0,,RPUNMLSJQHIGFBG98CB,光影,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉德湖三路,94.24,,特定農業區,甲種建築用地,1120716.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,168.35,4.0,2.0,5.0,有,無,10980000.0,65221.0,,0.0,0.0,,RPVNMLSJQHIGFBG09CB,員山青庭,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉中正路一段2巷,39.25,住,,,1120807.0,土地1建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,157.56,2.0,1.0,2.0,有,無,14280000.0,102165.0,坡道平面,30.51,1300000.0,,RPPNMLSJQHIGFAG38CB,林場．鳳梧,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉照安路33巷,37.65,住,,,1120715.0,土地1建物1車位1,四層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,93.15,2.0,2.0,1.0,有,無,6150000.0,66023.0,一樓平面,0.0,0.0,,RPQNMLSJQHIGFAG48CB,好適悅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮宜蘭縣蘇澳鎮和平路旁,24.44,商,,,1120807.0,土地1建物1車位0,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,80.09,2.0,2.0,1.0,有,無,4110000.0,51317.0,,0.0,0.0,,RPQNMLTJQHIGFAG58CB,靚圓滿,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉太和路75巷,108.27,,特定農業區,甲種建築用地,1120806.0,土地2建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,173.94,4.0,2.0,5.0,有,無,9440000.0,54272.0,一樓平面,0.0,0.0,,RPRNMLTJQHIGFAG68CB,鳳凰愛買-第九期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物),宜蘭縣冬山鄉太和路75巷,108.98,,特定農業區,甲種建築用地,1120808.0,土地8建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,172.01,4.0,2.0,5.0,有,無,9150000.0,53195.0,,0.0,0.0,,RPTNMLTJQHIGFAG88CB,鳳凰愛買-第九期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉太和路75巷,95.07,,特定農業區,甲種建築用地,1120806.0,土地2建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,173.94,4.0,2.0,5.0,有,無,9020000.0,51857.0,一樓平面,0.0,0.0,,RPUNMLTJQHIGFAG98CB,鳳凰愛買-第九期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三星鄉,房地(土地+建物)+車位,宜蘭縣三星鄉大埔中路,80.75,,鄉村區,乙種建築用地,1120719.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,135.23,3.0,3.0,3.0,有,無,8900000.0,65814.0,一樓平面,0.0,300000.0,,RPVNMLTJQHIGFAG09CB,謙藏,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物)+車位,宜蘭縣壯圍鄉大福路二段256巷59弄,58.08,,特定農業區,甲種建築用地,1120605.0,土地3建物1車位1,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,110.33,2.0,2.0,1.0,有,無,9380000.0,96695.0,升降平面,24.7,1100000.0,,RPPNMLTJQHIGFBG58CB,築山樂園生活村,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉新南路二段230巷,133.7,,特定農業區,甲種建築用地,1120726.0,土地3建物1車位0,全,4.0,透天厝,住家用,鋼筋混凝土造,,221.69,4.0,2.0,5.0,有,無,15960000.0,71992.0,,0.0,0.0,,RPQNMLKKQHIGFBG87CB,禾苑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮和平路79號對面,45.04,住,,,1120730.0,土地3建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.07,3.0,2.0,2.0,有,無,6420000.0,53027.0,一樓平面,11.57,0.0,,RPVNMLKKQHIGFAG28CB,夢想家第21期–容邑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮和平路79號對面,32.19,住,,,1120715.0,土地3建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.78,2.0,2.0,1.0,有,無,4930000.0,53715.0,一樓平面,11.57,0.0,契約移轉之土地持分面積為32.19平方公尺,RPWNMLKKQHIGFAG38CB,夢想家第21期–容邑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮和平路79號對面,32.19,住,,,1120716.0,土地3建物1車位1,四層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,91.78,2.0,2.0,1.0,有,無,5000000.0,54478.0,一樓平面,11.57,0.0,契約移轉之土地持分面積為32.19平方公尺,RPXNMLKKQHIGFAG48CB,夢想家第21期–容邑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮和平路79號對面,45.04,住,,,1120718.0,土地3建物1車位1,三層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.07,2.0,2.0,1.0,有,無,6490000.0,53605.0,一樓平面,11.57,0.0,,RPOOMLKKQHIGFAG67CB,夢想家第21期–容邑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮和平路79號對面,45.04,住,,,1120721.0,土地3建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.07,3.0,2.0,2.0,有,無,6350000.0,52449.0,一樓平面,11.57,0.0,,RPPOMLKKQHIGFAG77CB,夢想家第21期–容邑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物),宜蘭縣蘇澳鎮和平路79號對面,22.98,住,,,1120725.0,土地3建物1車位0,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,55.02,1.0,1.0,1.0,有,無,2980000.0,54162.0,,0.0,0.0,契約移轉之土地持分面積為22.98平方公尺,RPQOMLKKQHIGFAG87CB,夢想家第21期–容邑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蘇澳鎮,房地(土地+建物)+車位,宜蘭縣蘇澳鎮和平路79號對面,45.04,住,,,1120728.0,土地3建物1車位1,二層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.07,3.0,2.0,2.0,有,無,6280000.0,51871.0,一樓平面,11.57,0.0,,RPROMLKKQHIGFAG97CB,夢想家第21期–容邑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五結鄉,房地(土地+建物)+車位,宜蘭縣五結鄉下福路,36.69,,鄉村區,乙種建築用地,1120805.0,土地2建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,99.41,2.0,2.0,2.0,有,無,5800000.0,62101.0,一樓平面,14.87,550000.0,,RPSOMLKKQHIGFAG08CB,冬山河都心,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物)+車位,宜蘭縣員山鄉三鬮路35巷,44.7,,特定農業區,甲種建築用地,1120714.0,土地2建物1車位1,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,121.99,3.0,2.0,2.0,有,無,7300000.0,61527.0,一樓平面,14.72,700000.0,,RPQNMLLKQHIGFBG97CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉三鬮路35巷,42.93,,特定農業區,甲種建築用地,1120714.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,102.83,3.0,2.0,2.0,有,無,6350000.0,61752.0,,0.0,0.0,,RPRNMLLKQHIGFBG08CB,拾光薈,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉香和路,49.24,住,,,1120731.0,土地1建物1車位1,五層,5.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,122.53,3.0,2.0,2.0,有,無,7050000.0,64896.0,一樓平面,23.14,600000.0,,RPPNMLLKQHIGFAG87DB,遇上慈心,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉德湖三路,95.31,,特定農業區,甲種建築用地,1120721.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,169.79,4.0,2.0,5.0,有,無,10980000.0,64668.0,,0.0,0.0,,RPPNMLOKQHIGFBG18CB,員山青庭,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉長堤路32巷,132.72,,特定農業區,甲種建築用地,1120725.0,土地3建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,167.75,5.0,2.0,3.0,有,無,10980000.0,65455.0,,0.0,0.0,,RPQNMLOKQHIGFBG28CB,京采員山8,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,三星鄉,房地(土地+建物)+車位,宜蘭縣三星鄉三星路二段,80.95,,鄉村區,乙種建築用地,1120805.0,土地1建物1車位1,全,3.0,透天厝,住家用,鋼筋混凝土造,,135.23,3.0,3.0,3.0,有,無,8900000.0,65814.0,一樓平面,0.0,300000.0,,RPPNMLOKQHIGFAG08CB,謙藏,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉鹿埔路524巷,51.78,,特定農業區,甲種建築用地,1120810.0,土地1建物1車位1,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,133.6,3.0,2.0,2.0,有,無,7150000.0,53518.0,一樓平面,0.0,0.0,,RPQNMLOKQHIGFAG18CB,上好居,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉香南路,48.94,住,,,1120725.0,土地2建物1車位1,五層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,103.78,2.0,2.0,1.0,有,無,7280000.0,70148.0,一樓平面,0.0,600000.0,,RPTNMLOKQHIGFAG48CB,掬月3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉香南路,55.8,住,,,1120805.0,土地2建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.34,3.0,2.0,2.0,有,無,8660000.0,73179.0,一樓平面,0.0,560000.0,,RPUNMLOKQHIGFAG58CB,掬月3,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,冬山鄉,房地(土地+建物)+車位,宜蘭縣冬山鄉照安路33巷,32.91,住,,,1120723.0,土地1建物1車位1,六層,7.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,78.5,2.0,2.0,1.0,有,無,5600000.0,71338.0,一樓平面,0.0,0.0,,RPQNMLPKQHIGFAG28CB,好適悅,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市南橋二路,50.3,,特定農業區,甲種建築用地,1120724.0,土地2建物1車位0,二層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,73.1,1.0,1.0,1.0,有,無,5720000.0,78249.0,,0.0,0.0,,RPPNMLPKQHIGFBG28CB,春天之綻,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物),宜蘭縣礁溪鄉淇武蘭路,61.68,,特定農業區,甲種建築用地,1120731.0,土地2建物1車位0,三層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,83.56,2.0,2.0,2.0,有,無,7400000.0,88559.0,,0.0,0.0,,RPQNMLPKQHIGFBG38CB,光影,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉土圍路,184.5,,特定農業區,農牧用地,1120622.0,土地3建物1車位0,一層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,81.93,2.0,2.0,2.0,有,無,6870000.0,83852.0,,0.0,0.0,不動產交易總價含農地價格68萬元整,RPRNMLPKQHIGFBG48CB,樂活京璽,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市延平路41巷,61.25,住,,,1120723.0,土地2建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,151.31,3.0,2.0,3.0,有,無,11000000.0,72698.0,一樓平面,0.0,1000000.0,,RPTNMLPKQHIGFBG68CB,延平天下,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市延平路41巷,61.25,住,,,1120806.0,土地2建物1車位1,全,4.0,透天厝,住家用,鋼筋混凝土造,,151.31,3.0,2.0,3.0,有,無,11000000.0,72698.0,一樓平面,0.0,1000000.0,,RPUNMLPKQHIGFBG78CB,延平天下,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物),宜蘭縣宜蘭市中山路五段166巷,17.72,住,,,1120805.0,土地3建物1車位0,五層,9.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,62.95,2.0,1.0,1.0,有,無,5500000.0,87371.0,,0.0,0.0,,RPVNMLPKQHIGFBG88CB,長堤富筑,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉順和路,271.12,,特定農業區,農牧用地,1120810.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,143.39,4.0,2.0,3.0,有,無,10930000.0,76226.0,,0.0,0.0,不動產交易總價含農地價格63萬,RPPNMLQKQHIGFBG38CB,寓見中道,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,壯圍鄉,房地(土地+建物),宜蘭縣壯圍鄉順和路,270.66,,特定農業區,農牧用地,1120810.0,土地5建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,138.05,4.0,2.0,3.0,有,無,10580000.0,76639.0,,0.0,0.0,不動產交易總價含農地價格63萬,RPQNMLQKQHIGFBG48CB,寓見中道,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宜蘭市,房地(土地+建物)+車位,宜蘭縣宜蘭市神農路二段,23.84,住,,,1120808.0,土地1建物1車位1,十層,14.0,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,124.97,2.0,2.0,2.0,有,無,14280000.0,132101.0,坡道平面,29.74,1700000.0,,RPPNMLRKQHIGFBG48CB,鳳凰101,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,礁溪鄉,房地(土地+建物)+車位,宜蘭縣礁溪鄉義興街,32.02,住,,,1120805.0,土地1建物1車位1,四層,8.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,134.24,3.0,2.0,2.0,有,無,8950000.0,74435.0,一樓平面,29.45,1150000.0,,RPSNMLRKQHIGFBG78CB,礁曦,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉尚德路,90.79,,特定農業區,甲種建築用地,1120719.0,土地2建物1車位0,全,3.0,透天厝,住家用,鋼筋混凝土造,,142.38,4.0,2.0,5.0,有,無,9500000.0,66723.0,,0.0,0.0,,RPUNMLRKQHIGFBG98CB,元登一期,,,112_03,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,員山鄉,房地(土地+建物),宜蘭縣員山鄉惠好路16巷,91.12,,特定農業區,農牧用地,1120728.0,土地2建物1車位0,四層,4.0,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,107.84,2.0,2.0,2.0,有,無,7900000.0,73257.0,,0.0,0.0,交易總價含下列非屬預售屋價格之費用:親友、員工、共有人或其他特殊關係間之交易；,RPWNMLRKQHIGFBG56CB,常青紅3,,,112_03,,,,,,,,,,,,,,,
